algorithm,noise,group,r2_mean,r2_std,r2_valid_count,total_count,recovery_rate,complexity_mean,complexity_std,complexity_count,seconds_mean,seconds_std,seconds_count
tuned.EHCRegressor,0.0,Black-box,0.6095942635107066,0.23867993382649696,132,138,0.09420289855072464,16.804347826086957,10.244729076458366,138,55.305452034093335,25.063370134399033,138
tuned.EHCRegressor,0.0,Feynman,0.7403361363213545,0.26502741202841895,113,119,0.37815126050420167,23.327731092436974,10.694465107133162,119,68.45397450943955,13.109163623107186,119
tuned.EHCRegressor,0.0,Strogatz,0.7545238265191226,0.3421705774876339,12,14,0.5,22.0,10.10657494618514,14,71.2461541380201,25.129632242997776,14
tuned.EHCRegressor,0.001,Black-box,0.5728296185214452,0.2706032119907623,127,138,0.11594202898550725,20.869565217391305,11.444779891613724,138,63.853169506874636,23.727183701703687,138
tuned.EHCRegressor,0.001,Feynman,0.7430108508197704,0.26372655550933954,115,119,0.40336134453781514,22.65546218487395,9.551661367030281,119,67.40856156830026,11.202944426999968,119
tuned.EHCRegressor,0.001,Strogatz,0.8456096975509747,0.2240085338405318,14,14,0.5714285714285714,22.857142857142858,11.319118736880176,14,67.58929060186658,21.509654602817537,14
tuned.EHCRegressor,0.01,Black-box,0.5740000770650521,0.2609654504302784,130,138,0.09420289855072464,19.23913043478261,11.680873967095128,138,69.94384560723236,27.098256121135904,138
tuned.EHCRegressor,0.01,Feynman,0.7381503473199499,0.28829674343493833,115,119,0.42016806722689076,23.899159663865547,10.522800341398083,119,69.55695032873074,11.64455458903906,119
tuned.EHCRegressor,0.01,Strogatz,0.8257769237580525,0.2169521727425016,14,14,0.5714285714285714,27.785714285714285,11.377788960630843,14,69.95488783291408,10.776454847006908,14
tuned.EHCRegressor,0.1,Black-box,0.5886079501740167,0.24940966053622687,133,138,0.09420289855072464,18.78985507246377,12.165794825950007,138,65.15310789018437,24.83562894811319,138
tuned.EHCRegressor,0.1,Feynman,0.7545489305201205,0.2706555826926175,115,119,0.4117647058823529,23.352941176470587,9.894050699720546,119,75.29185518296826,14.713844957624854,119
tuned.EHCRegressor,0.1,Strogatz,0.7018099932810841,0.35173187811942697,12,14,0.5,24.714285714285715,10.558872852647074,14,70.28281681878227,8.563600041488037,14
