dataset,algorithm,status,n_features,r2,rmse,complexity,complexity_unified,seconds,error,expr
1096_FacultySalaries,MRGPRegressor,ok,4.0,0.9478328052580588,1.2669893408086823,104.0,34.0,1709.0,,"sub(quart(cube(mul(log(add(X4, sub(X3, X2))), div(div(div(cube(X1), exp(exp(quart(exp(quart(sub(X3, X2))))))), X3), sub(X3, X2))))), mul(add(X4, sub(X3, X2)), X1))"
1030_ERA,MRGPRegressor,ok,4.0,-0.4034605517719429,2.1922614610232607,284.0,94.0,3033.7,,"div(mul(cube(cube(sqrt(sqrt(sin(sin(sqrt(X3))))))), div(X2, log(div(X1, X3)))), mul(cube(sub(sin(X1), square(mul(X1, X2)))), mul(mul(add(log(quart(sin(X1))), mul(mul(add(log(log(div(X1, X3))), quart(sub(quart(sqrt(X4)), cube(sin(X3))))), X1), div(sub(cos(div(div(X3, quart(cube(X4))), div(log(X4), add(cos(X2), X3)))), div(sqrt(X3), log(sin(log(cube(X4)))))), quart(sin(cube(X2)))))), X1), div(mul(X4, mul(cube(X4), X2)), quart(sin(cube(cube(cube(sqrt(div(X1, X3)))))))))))"
1089_USCrime,MRGPRegressor,ok,13.0,0.3936446544414599,27.55005088566812,107.0,35.0,3004.6,,"mul(div(div(div(div(cube(X8), X10), X4), X13), cube(sin(square(div(div(X3, mul(log(X13), sqrt(X9))), div(log(div(X2, X6)), sin(mul(X12, X7)))))))), square(div(X13, log(X10))))"
1027_ESL,MRGPRegressor,ok,4.0,0.1981568009797206,1.3982898327925612,449.0,149.0,3125.3,,"sub(div(square(sub(sub(mul(X2, X1), X4), add(X2, mul(X2, X3)))), cube(quart(sub(cube(X3), mul(sqrt(X2), X3))))), add(mul(log(cos(quart(square(cos(div(div(cube(cos(X2)), sub(cos(div(div(cube(X3), quart(sin(square(sub(cos(div(div(cube(cos(div(div(cube(cos(X2)), quart(sin(square(quart(X1))))), add(square(sub(X4, X3)), square(cos(div(X3, exp(mul(X1, square(X3)))))))))), quart(sin(square(sub(X4, X3))))), div(square(X1), add(cos(X2), log(quart(mul(sqrt(mul(mul(X2, X1), add(X1, X4))), cos(log(mul(X4, mul(X4, X2))))))))))), div(sqrt(sin(X3)), log(X3))))))), div(square(cube(X2)), cube(sub(X2, X4))))), div(X4, log(sub(X4, X3))))), div(square(X1), add(cos(X2), sub(add(X3, X1), mul(mul(X2, X4), quart(X3))))))))))), add(log(add(X2, X4)), div(X2, X4))), X1))"
1029_LEV,MRGPRegressor,ok,4.0,0.4775605192905808,0.666231628497719,422.0,140.0,3236.8,,"mul(div(cos(div(mul(div(cos(div(square(log(X3)), log(exp(X2)))), sin(sqrt(sqrt(mul(cube(sub(sin(cos(X4)), mul(mul(X2, X4), sin(X2)))), mul(cos(add(X1, X3)), mul(cube(X4), square(div(cos(cube(sub(add(X1, X2), mul(exp(X1), cube(X4))))), cube(mul(cube(X4), div(X2, square(cube(add(cube(X4), mul(quart(X3), cos(X1))))))))))))))))), cos(cube(sub(log(log(cos(cube(sub(X3, mul(exp(X4), div(cos(div(square(log(X3)), log(exp(X2)))), sin(sqrt(sqrt(div(sin(mul(exp(sin(cube(X4))), X2)), X4))))))))))), mul(X2, X1))))), cos(X2))), sin(X1)), cos(cube(sub(log(log(mul(exp(X4), cube(X4)))), mul(div(div(add(X3, X2), square(X3)), div(div(cos(div(square(log(X3)), log(exp(X2)))), X4), quart(X1))), cube(sin(X2)))))))"
1028_SWD,MRGPRegressor,ok,10.0,-0.0182109598717077,0.7431538364527323,392.0,130.0,3307.7,,"mul(add(mul(mul(X2, X7), square(div(div(log(cube(square(sin(X9)))), mul(log(div(square(sub(sqrt(X4), sub(X1, X6))), cos(div(X10, quart(quart(mul(cos(cos(X7)), X9))))))), add(div(div(log(div(X9, X10)), mul(log(exp(mul(X3, X2))), add(X5, sub(mul(X8, X1), cos(X4))))), mul(exp(mul(cos(add(X8, X4)), quart(exp(X6)))), quart(add(mul(add(X7, X8), mul(X9, X5)), cos(sqrt(div(X3, X10))))))), sub(mul(X8, X1), div(X9, X10))))), mul(exp(mul(X10, quart(exp(quart(cos(add(X7, X3))))))), quart(X10))))), log(sqrt(X7))), add(log(sub(mul(cube(log(mul(cos(X4), square(X5)))), mul(X5, square(mul(div(div(X8, X9), X3), mul(X9, X5))))), X7)), sin(div(X10, X9))))"
1191_BNG_pbc,MRGPRegressor,ok,18.0,-2.087229818639506,1841.5456046304944,446.0,148.0,3715.6,,"div(mul(cos(sin(mul(mul(X13, X9), quart(X11)))), cube(div(cos(quart(X15)), cos(cube(div(sub(X1, X9), X11)))))), sub(mul(mul(sub(log(X7), cos(div(log(exp(square(sub(X2, log(cos(cube(X7))))))), mul(cube(cube(mul(cos(mul(log(div(square(X9), square(X18))), sub(log(cos(mul(div(exp(X14), quart(X9)), sin(X1)))), quart(div(X16, X11))))), X11))), mul(cos(sub(X18, X1)), mul(cube(X6), square(X8))))))), cube(add(quart(mul(square(sin(X3)), X1)), cos(sqrt(X1))))), div(log(exp(square(sub(X2, log(X11))))), mul(cube(cube(mul(cos(mul(log(mul(X1, cos(X11))), sub(log(cos(mul(div(exp(X14), quart(X9)), sin(X1)))), quart(div(X16, X11))))), X11))), mul(cos(sub(X18, X1)), mul(cube(X9), square(X8)))))), mul(mul(add(div(X3, X15), quart(X6)), sin(quart(X12))), log(square(log(X17))))))"
1193_BNG_lowbwt,MRGPRegressor,ok,9.0,-0.383474644222495,928.988567413584,440.0,146.0,3034.0,,"div(div(cos(sqrt(mul(sqrt(log(mul(X1, X2))), X1))), div(quart(square(X1)), div(div(mul(cube(sin(square(square(mul(X1, log(X2)))))), cube(div(sin(X5), mul(X7, X1)))), cos(div(div(X1, div(div(cos(add(add(quart(div(sqrt(X1), square(div(sin(log(X2)), sin(mul(log(X4), X1)))))), log(X8)), X8)), div(mul(cos(div(X5, X3)), mul(sqrt(X2), cube(quart(square(cos(log(cos(div(div(X1, div(quart(square(X9)), X1)), div(sqrt(sqrt(add(X9, X4))), exp(add(square(X4), exp(X7))))))))))))), cos(square(mul(X4, X9))))), cos(quart(log(div(X2, X1)))))), div(X3, exp(add(square(X4), exp(X7))))))), sin(mul(log(div(cos(X3), X1)), mul(X2, X7)))))), div(sqrt(sqrt(add(X9, sin(sqrt(sqrt(log(square(div(sin(log(X2)), X1))))))))), cube(sin(square(square(mul(X1, log(X2))))))))"
1196_BNG_pharynx,MRGPRegressor,ok,10.0,-0.7596167308513486,449.52436866957294,398.0,132.0,3087.4,,"mul(div(quart(cos(mul(sub(div(square(X5), div(div(exp(sqrt(X1)), cube(X5)), mul(X6, square(div(sub(div(X9, X8), cube(X7)), exp(quart(X10))))))), cube(X1)), square(div(X9, sin(mul(X10, X8))))))), cube(square(exp(div(sin(square(X5)), add(sqrt(sub(mul(div(X10, X3), mul(X9, div(div(X10, X8), mul(div(quart(X8), cube(div(quart(cos(cube(div(div(X9, X8), mul(div(quart(cos(cube(cube(sub(sin(exp(X5)), quart(X10)))))), cube(div(quart(cos(cube(cube(sub(sin(exp(X5)), quart(X10)))))), cube(exp(sqrt(X1)))))), square(div(sub(div(X9, X8), cube(sqrt(X7))), exp(quart(X10))))))))), cube(exp(sqrt(X1)))))), square(X3))))), square(X6))), div(X10, X3))))))), square(div(sub(div(X9, X8), cube(X7)), exp(X5))))"
1199_BNG_echoMonths,MRGPRegressor,ok,9.0,-0.8202811858275669,19.09332001901623,440.0,146.0,3416.1,,"sub(log(add(cos(cube(log(X7))), mul(cube(sin(X5)), mul(X2, sin(X3))))), mul(mul(add(div(add(X9, add(X6, add(X7, add(X5, add(X2, X1))))), quart(mul(mul(mul(sin(X4), X8), mul(div(X6, add(X9, X1)), sin(X3))), log(quart(cube(X8)))))), sin(quart(X3))), sin(mul(cos(div(X9, X8)), mul(log(add(cos(cube(cube(X7))), mul(mul(sin(X4), X8), mul(div(X5, X1), sin(X3))))), sub(X8, cube(cube(sin(X2)))))))), log(sub(log(add(cos(cube(cube(X7))), mul(mul(sin(X4), X8), sub(cube(cube(sin(X2))), cos(div(sub(div(X6, X1), log(mul(log(mul(X7, X1)), div(X4, X8)))), quart(X5))))))), mul(mul(add(div(sqrt(X6), quart(cube(sin(X5)))), sub(cube(X1), cos(div(X8, quart(div(X1, X8)))))), log(square(log(X8)))), log(quart(cube(sin(X5)))))))))"
