dataset,algorithm,status,n_features,r2,rmse,complexity,complexity_unified,seconds,error,expr
1096_FacultySalaries,MRGPRegressor,ok,4.0,-0.1604864942350068,5.975775380498719,95.0,31.0,2085.7,,"div(div(mul(X3, X4), div(div(mul(X1, X4), quart(quart(sub(X3, X2)))), log(cube(div(sub(X2, X3), cos(exp(X4))))))), cos(sub(sqrt(X4), add(X3, X4))))"
1089_USCrime,MRGPRegressor,ok,13.0,0.5662936793018909,23.30004049210769,104.0,34.0,2126.9,,"mul(mul(div(quart(cos(mul(X10, X9))), mul(mul(X3, div(X1, X13)), X12)), div(div(div(sqrt(X11), X8), X7), div(log(square(X2)), sin(square(div(X2, X5)))))), square(cube(X13)))"
1028_SWD,MRGPRegressor,ok,10.0,0.0355000617375106,0.7232874715585597,386.0,128.0,3014.4,,"div(quart(mul(cube(log(mul(cos(X4), square(X3)))), sqrt(div(square(mul(X2, X8)), cos(div(X10, X9)))))), div(div(log(cube(sqrt(quart(mul(cube(log(mul(cos(X4), square(X3)))), sqrt(div(square(mul(X2, X8)), cos(div(X4, X9))))))))), div(log(div(cube(div(X5, sqrt(X9))), div(sqrt(quart(mul(cube(log(X5)), sqrt(div(square(mul(mul(mul(X9, X10), cos(X3)), X8)), X9))))), add(X5, sqrt(quart(X7)))))), mul(log(exp(mul(X3, X2))), add(X5, sub(mul(X8, X1), cos(X4)))))), mul(exp(mul(cos(add(X8, X4)), quart(exp(X6)))), quart(add(add(mul(add(X7, X8), mul(X3, X4)), cos(sqrt(div(square(log(div(cos(X3), div(cos(X10), add(X5, X3))))), X8)))), cos(sqrt(X3)))))))"
1030_ERA,MRGPRegressor,ok,4.0,0.2379019718753358,1.615465408948796,236.0,78.0,3049.1,,"div(div(mul(cos(cos(log(X4))), cos(exp(X1))), mul(mul(quart(sin(div(X2, X1))), sin(X2)), div(X2, log(X1)))), mul(cube(cos(div(div(cube(X2), quart(sin(X3))), div(square(cube(mul(X1, log(sin(log(cube(X4))))))), add(cos(X2), log(mul(mul(quart(X2), sin(X2)), add(square(X3), square(X2))))))))), mul(div(sub(cos(div(cube(div(X1, X3)), X3)), sin(X1)), cube(exp(sin(sin(X2))))), mul(X1, X2))))"
1027_ESL,MRGPRegressor,ok,4.0,-0.5500782238459399,1.9441478187179957,452.0,150.0,3062.8,,"div(sub(sub(div(square(sub(sub(X2, X4), X3)), cube(quart(sub(cube(X3), mul(X4, X3))))), add(mul(log(add(log(div(X3, mul(mul(X2, X4), cube(X1)))), X2)), add(log(X2), div(X2, X4))), X1)), cube(mul(sin(sub(square(sub(div(square(sub(sub(X2, X4), X4)), cube(quart(sub(cube(X3), mul(cos(X1), X2))))), add(mul(cos(mul(X4, X2)), sub(square(X4), cube(X1))), X2))), div(X3, X1))), square(square(sqrt(mul(X3, sqrt(X4)))))))), div(add(sin(div(cos(quart(X4)), div(exp(mul(X2, X4)), X2))), mul(sin(sub(square(sub(div(square(sub(sub(X2, X4), X3)), cube(quart(sub(X1, mul(cos(X1), X2))))), add(mul(X3, add(log(X2), X1)), X1))), div(X1, cube(X1)))), square(sqrt(mul(X3, sqrt(X4)))))), mul(div(X1, log(square(cos(cube(mul(cos(X1), sub(quart(X3), cube(X1)))))))), X3)))"
1029_LEV,MRGPRegressor,ok,4.0,0.4918614200926107,0.6570498744306387,401.0,133.0,3072.3,,"div(square(add(X2, sub(X4, mul(mul(X2, X1), square(mul(div(sin(cube(X3)), mul(div(log(X4), exp(X4)), div(X2, X4))), cos(X4))))))), div(sub(div(exp(X1), div(div(div(add(X3, X2), square(X3)), div(sqrt(div(log(exp(square(exp(X1)))), mul(cube(cube(sin(X1))), mul(X2, mul(cube(X4), square(X3)))))), quart(exp(X1)))), square(mul(div(log(exp(square(exp(X1)))), mul(cube(X4), div(add(X3, X2), div(quart(mul(sqrt(mul(mul(X2, X1), add(X1, X3))), cos(log(log(X4))))), X2)))), square(cos(X4)))))), div(cube(div(mul(cos(exp(mul(sqrt(mul(X2, add(X1, X3))), cos(log(log(X4)))))), mul(cube(sub(sin(X1), add(div(X3, X2), sin(exp(X1))))), square(X3))), X1)), cos(log(X3)))), X3))"
1191_BNG_pbc,MRGPRegressor,ok,18.0,-1.2318144931169108,1565.7666728907184,446.0,148.0,3216.9,,"div(mul(cos(sin(mul(mul(mul(log(div(square(X6), square(X18))), sub(log(cos(mul(div(exp(X7), quart(X11)), sin(cos(mul(mul(log(div(square(sub(mul(mul(sub(log(X11), cos(sqrt(add(X9, X1)))), cube(div(X8, X15))), mul(sin(cube(X13)), div(add(X5, X10), log(X11)))), mul(mul(X4, sin(quart(X12))), log(cos(mul(div(exp(X14), quart(X9)), sin(cos(sqrt(X11))))))))), square(X18))), sub(log(cos(mul(div(exp(X7), quart(X11)), sin(cos(X6))))), quart(div(X16, X11)))), exp(sqrt(X3)))))))), quart(div(X16, X11)))), exp(sqrt(X3))), log(div(add(div(sqrt(X11), sin(X9)), log(quart(X9))), sin(cos(log(X3)))))))), cube(div(cos(quart(X15)), cos(cube(X7))))), sub(mul(mul(sin(X4), cube(X16)), log(X1)), mul(mul(add(div(X3, X15), quart(X6)), sin(div(X11, X1))), log(square(log(X17))))))"
1193_BNG_lowbwt,MRGPRegressor,ok,9.0,-0.3141793415935525,905.4241735849956,446.0,148.0,3216.4,,"add(log(sin(div(exp(sqrt(cos(cos(div(X4, X6))))), div(mul(cos(div(X9, X8)), mul(sqrt(X2), sub(X8, X1))), cos(cos(div(X5, div(sin(X4), sin(mul(X5, X1)))))))))), sub(log(log(log(div(X5, X2)))), sqrt(sub(mul(div(div(cos(sqrt(cube(X5))), quart(sub(exp(X3), add(sqrt(add(exp(mul(X7, X2)), X7)), mul(X2, X1))))), div(sqrt(sqrt(add(square(div(X4, mul(X1, square(square(div(sin(log(X2)), sin(X1))))))), quart(X7)))), div(cube(X1), div(mul(cos(div(mul(cos(div(div(X1, sqrt(log(X2))), cube(log(X2)))), mul(sqrt(div(X1, div(quart(cos(div(X4, X1))), mul(log(square(X9)), X9)))), sub(X8, X9))), cos(square(mul(X4, sin(mul(X5, X6))))))), mul(sqrt(X2), sub(div(X7, X2), X1))), cos(square(mul(X4, X9))))))), X9), cos(sin(cos(sub(X3, X8))))))))"
1196_BNG_pharynx,MRGPRegressor,ok,10.0,-2.307302289520992,616.2843568573974,437.0,145.0,3522.5,,"sub(div(exp(sin(square(X8))), square(quart(div(cube(X7), add(X10, X9))))), quart(cos(square(div(sub(div(X9, X8), add(log(div(X8, X7)), sin(mul(div(X9, cube(X9)), square(div(sub(mul(div(X9, cube(exp(sqrt(X1)))), square(div(sub(div(X9, X8), cube(X7)), mul(div(quart(cos(mul(sub(X3, X9), X10))), cube(exp(sqrt(X1)))), square(div(sub(X10, cube(sub(div(X9, X8), cube(X7)))), exp(X10))))))), cube(X7)), mul(div(quart(cos(mul(sub(X3, X9), X10))), cube(exp(sqrt(X1)))), square(div(sub(div(X9, mul(div(sin(div(X9, X8)), cube(mul(quart(div(quart(X1), X10)), div(div(X9, X8), X10)))), square(div(sub(div(X9, X8), X6), mul(div(X10, mul(div(quart(cos(X6)), cube(exp(X3))), exp(X9))), mul(X1, X5)))))), cube(X7)), exp(X10)))))))))), exp(quart(X10)))))))"
1199_BNG_echoMonths,MRGPRegressor,ok,9.0,-1.631482712052816,22.956859283612317,443.0,147.0,3214.9,,"sub(log(add(cos(cube(cube(X7))), mul(mul(sin(exp(sin(mul(sub(X9, X1), add(div(sqrt(X6), quart(X6)), sub(cube(cube(sin(X2))), cos(div(mul(mul(mul(mul(add(div(X4, quart(X6)), sub(cube(cube(sin(X2))), cos(div(add(X7, X7), quart(X5))))), log(square(log(X8)))), log(quart(cube(sin(X5))))), X5), log(quart(cube(sin(div(cos(X5), square(sub(X5, X2)))))))), quart(mul(X5, mul(log(sub(mul(div(X2, X9), X1), sin(div(X1, div(X7, quart(div(X1, sin(mul(X2, X7))))))))), X7))))))))))), mul(sub(X9, cube(sub(X3, X8))), X1)), mul(div(X6, X1), sin(X3))))), mul(mul(add(div(sqrt(X6), quart(cos(cube(cube(X8))))), sub(cos(div(add(X1, X7), quart(X2))), cos(div(add(sqrt(X6), X7), quart(div(X1, X8)))))), log(square(log(X8)))), log(quart(cube(sin(X5))))))"
