algorithm,dataset,status,n_features,n_rows,r2,rmse,complexity,seconds,error,expression
gomea,1027_ESL,ok,4,200,0.731689,0.790629,22,2004.3,,(x0**2*(0.288767*(x1 + x2)*log(x3) + 0.288767*log(x1 - sqrt(x3) - 4.67) + 0.260723) - 0.288767*x1**2)/x0**2
gomea,1027_ESL,ok,4,200,0.731689,0.790629,22,2003.9,,(x0**2*(0.288767*(x1 + x2)*log(x3) + 0.288767*log(x1 - sqrt(x3) - 4.67) + 0.260723) - 0.288767*x1**2)/x0**2
gomea,1028_SWD,ok,10,200,0.234551,0.667234,29,2007.74,,(0.198634*x3*x5 + 0.198634*x4*x7 + x5*x7*(0.198634*x5*x7 + 0.198634*sqrt(x8) + 0.198634*(x0 - x3)*(x0 - x6) + 0.198634*(x6 + x9)*log(x2) + 1.632078))/(x5*x7)
gomea,1029_LEV,ok,4,200,0.554275,0.618288,28,2010.97,,0.054544*x0**2 + 0.442024576*x1 + 0.109088*x2 + 0.109088*x3 - 0.054544*(x1 - x2)**2*log(x3 - 3.375) + 0.185184
gomea,1030_ERA,ok,4,200,0.352167,1.560792,27,2003.84,,(-0.044941006*x3 + (x1 - 2.453)*(0.008999*sqrt(x0)*(x1 + x2)*(log(-x3) + 2.51745450785601) + 0.008999*x0*x1 + 0.008999*x1**2 + 2.041701))/(x1 - 2.453)
gomea,1089_USCrime,ok,13,47,0.656034,22.623642,30,2004.39,,-547.478228*(2*x12*x3/x7 - x7*log(x9)/x4)/(x2*x9 - 3079.463*x2/(x0 - x5) + x5 + x6) + 244.390745
gomea,1096_FacultySalaries,ok,4,50,-0.587557,7.757343,14,2009.79,,73.067709 - 91.794163*sqrt(20.2091068580479*I/sqrt(x3) - x2/x1 - 95.417/x1)
gomea,1191_BNG_pbc,ok,18,200,0.140091,976.835329,25,2030.01,,60.15413*(log(x15/x8) + log(-x13 + x14))*(x0 + x10 - x3 + x5*x6 + x5) - 242.321344
gomea,1193_BNG_lowbwt,ok,9,200,0.513477,634.497074,31,2001.12,,1771.85590400000
gomea,1196_BNG_pharynx,ok,10,200,-0.105408,316.886119,27,2004.06,,441.182659000000
gomea,1199_BNG_echoMonths,ok,9,200,0.535626,10.556953,20,2053.45,,-3.500702*(3.73683593753479 + I*pi)*(x0 + x8) + 3.500702*sqrt(x4 - x6) - 3.500702*log(-6.389*x2 + x4 - x5) + 27.909176
gomea,1201_BNG_breastTumor,ok,9,200,0.189123,10.385042,23,2009.46,,(21.948516*(x2 + x5)*log(x4) + 8.0e-6*(x3 + x8)*log(x0*x4 - 18.715*x2))/((x2 + x5)*log(x4))
