algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
RandomForestRegressor,1027_ESL,ok,0.836388,0.642923,,0.08,,
RandomForestRegressor,1028_SWD,ok,0.417904,0.644503,,0.09,,
RandomForestRegressor,1029_LEV,ok,0.727781,0.474646,,0.08,,
RandomForestRegressor,1030_ERA,ok,0.05665,1.76171,,0.08,,
RandomForestRegressor,1089_USCrime,ok,0.69811,20.010743,,0.08,,
RandomForestRegressor,1096_FacultySalaries,ok,0.811506,1.489782,,0.08,,
RandomForestRegressor,1191_BNG_pbc,ok,0.228709,818.029855,,0.15,,
RandomForestRegressor,1193_BNG_lowbwt,ok,0.630931,409.404047,,0.1,,
RandomForestRegressor,1196_BNG_pharynx,ok,0.251062,359.01984,,0.1,,
RandomForestRegressor,1199_BNG_echoMonths,ok,0.498368,10.876827,,0.12,,
RandomForestRegressor,1201_BNG_breastTumor,ok,0.019914,11.777229,,0.1,,
RandomForestRegressor,1203_BNG_pwLinear,ok,0.624087,2.680109,,0.1,,
RandomForestRegressor,1595_poker,ok,-0.239014,1.376841,,0.1,,
RandomForestRegressor,192_vineyard,ok,0.683859,2.776842,,0.07,,
RandomForestRegressor,197_cpu_act,ok,0.771672,3.025501,,0.17,,
RandomForestRegressor,201_pol,ok,0.858247,17.253458,,0.11,,
RandomForestRegressor,210_cloud,ok,0.869854,0.442989,,0.09,,
RandomForestRegressor,215_2dplanes,ok,0.926843,1.169139,,0.1,,
RandomForestRegressor,218_house_8L,ok,0.342357,28556.286748,,0.13,,
RandomForestRegressor,225_puma8NH,ok,0.568916,3.696752,,0.13,,
RandomForestRegressor,227_cpu_small,ok,0.734904,3.260013,,0.14,,
RandomForestRegressor,228_elusage,ok,0.817056,9.528536,,0.08,,
RandomForestRegressor,229_pwLinear,ok,0.833017,1.696485,,0.1,,
RandomForestRegressor,230_machine_cpu,ok,0.938108,26.4819,,0.1,,
RandomForestRegressor,294_satellite_image,ok,0.806754,0.479625,,0.12,,
RandomForestRegressor,344_mv,ok,0.977754,1.611841,,0.12,,
RandomForestRegressor,4544_GeographicalOriginalofMusic,ok,0.640935,0.5639,,0.72,,
RandomForestRegressor,485_analcatdata_vehicle,ok,0.851968,109.44604,,0.07,,
RandomForestRegressor,503_wind,ok,0.65933,3.454611,,0.15,,
RandomForestRegressor,505_tecator,ok,0.980939,1.742081,,0.67,,
RandomForestRegressor,519_vinnie,ok,0.762897,1.361356,,0.08,,
RandomForestRegressor,522_pm10,ok,0.219256,0.708615,,0.12,,
RandomForestRegressor,523_analcatdata_neavote,ok,0.948314,0.842147,,0.07,,
RandomForestRegressor,527_analcatdata_election2000,ok,0.736279,58007.572559,,0.09,,
RandomForestRegressor,529_pollen,ok,0.444442,2.05784,,0.1,,
RandomForestRegressor,537_houses,ok,0.553412,69102.652248,,0.12,,
RandomForestRegressor,542_pollution,ok,0.600082,38.628865,,0.12,,
RandomForestRegressor,547_no2,ok,0.5915,0.509278,,0.12,,
RandomForestRegressor,556_analcatdata_apnea2,ok,0.772777,1132.971545,,0.08,,
RandomForestRegressor,557_analcatdata_apnea1,ok,0.701317,1092.128284,,0.08,,
