algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
RandomForestRegressor,1027_ESL,ok,0.843795,0.628202,,0.08,,
RandomForestRegressor,1028_SWD,ok,0.43061,0.63743,,0.09,,
RandomForestRegressor,1029_LEV,ok,0.72182,0.479814,,0.09,,
RandomForestRegressor,1030_ERA,ok,0.044538,1.772983,,0.08,,
RandomForestRegressor,1089_USCrime,ok,0.72754,19.010351,,0.08,,
RandomForestRegressor,1096_FacultySalaries,ok,0.845475,1.348883,,0.08,,
RandomForestRegressor,1191_BNG_pbc,ok,0.249858,806.736421,,0.15,,
RandomForestRegressor,1193_BNG_lowbwt,ok,0.639989,404.348865,,0.13,,
RandomForestRegressor,1196_BNG_pharynx,ok,0.271334,354.12756,,0.1,,
RandomForestRegressor,1199_BNG_echoMonths,ok,0.507852,10.773522,,0.12,,
RandomForestRegressor,1201_BNG_breastTumor,ok,0.03866,11.664054,,0.1,,
RandomForestRegressor,1203_BNG_pwLinear,ok,0.569056,2.869586,,0.1,,
RandomForestRegressor,1595_poker,ok,-0.202476,1.356388,,0.11,,
RandomForestRegressor,192_vineyard,ok,0.699026,2.709413,,0.08,,
RandomForestRegressor,197_cpu_act,ok,0.749436,3.169399,,0.19,,
RandomForestRegressor,201_pol,ok,0.841105,18.2669,,0.14,,
RandomForestRegressor,210_cloud,ok,0.879078,0.427002,,0.09,,
RandomForestRegressor,215_2dplanes,ok,0.91744,1.242007,,0.1,,
RandomForestRegressor,218_house_8L,ok,0.299138,29479.685189,,0.12,,
RandomForestRegressor,225_puma8NH,ok,0.570102,3.69166,,0.14,,
RandomForestRegressor,227_cpu_small,ok,0.721525,3.341268,,0.15,,
RandomForestRegressor,228_elusage,ok,0.793713,10.118203,,0.09,,
RandomForestRegressor,229_pwLinear,ok,0.850978,1.602653,,0.1,,
RandomForestRegressor,230_machine_cpu,ok,0.919443,30.212403,,0.1,,
RandomForestRegressor,294_satellite_image,ok,0.820843,0.46181,,0.23,,
RandomForestRegressor,344_mv,ok,0.976783,1.646656,,0.12,,
RandomForestRegressor,4544_GeographicalOriginalofMusic,ok,0.618092,0.581561,,0.83,,
RandomForestRegressor,485_analcatdata_vehicle,ok,0.850289,110.065147,,0.08,,
RandomForestRegressor,503_wind,ok,0.653468,3.484203,,0.15,,
RandomForestRegressor,505_tecator,ok,0.97952,1.80577,,0.7,,
RandomForestRegressor,519_vinnie,ok,0.750156,1.397454,,0.08,,
RandomForestRegressor,522_pm10,ok,0.216717,0.709767,,0.12,,
RandomForestRegressor,523_analcatdata_neavote,ok,0.948892,0.837423,,0.09,,
RandomForestRegressor,527_analcatdata_election2000,ok,0.722588,59494.196804,,0.09,,
RandomForestRegressor,529_pollen,ok,0.456741,2.034935,,0.11,,
RandomForestRegressor,537_houses,ok,0.572215,67632.241265,,0.12,,
RandomForestRegressor,542_pollution,ok,0.573109,39.910321,,0.09,,
RandomForestRegressor,547_no2,ok,0.619696,0.491388,,0.12,,
RandomForestRegressor,556_analcatdata_apnea2,ok,0.774538,1128.57298,,0.09,,
RandomForestRegressor,557_analcatdata_apnea1,ok,0.654352,1174.857661,,0.09,,
