dataset,algorithm,status,n_features,r2,rmse,complexity,complexity_unified,seconds,error,expr
1028_SWD,OperonRegressor,ok,10.0,0.2471172027115235,0.639033355349523,96.0,97.0,58.1,,(0.0000617377 + (1.0014758110 * (((sin((((0.2076669633 * X9) + ((-0.5536651611) * X3)) - (sin((2.0859293938 * X7)) - (1.7331616879 * X6)))) + sin((2.0788910389 * X7))) - (((sin(((1.1108156443 * X9) + ((-0.3499418497) * X8))) - ((0.4853438735 * X2) + ((-0.3520375788) * X10))) - ((((-0.2665678859) * X9) ^ 2) - (0.7073860168 * X6))) + ((((0.8007014990 * X2) + ((-0.4855356216) * X10)) + (((((-0.8092076182) * X9) + ((-0.3143911362) * X3)) - (0.1635737717 * X5)) * exp(((-0.1809940040) * X5)))) * exp((0.2094382346 * X10))))) + ((0.2904738188 * X2) / exp(sin((((-3.2353882790) * X3) - ((-0.4035382867) * X5))))))))
1030_ERA,OperonRegressor,ok,4.0,0.2796183953508776,1.5706287807628048,86.0,86.0,56.5,,(0.0000620052 + (0.9985238314 * (((sin(((-2.9748523235) * X2)) / (sin(((-18.7513713837) * X1)) + (-1.6234461069))) + (((sin(((-2.2506518364) * X2)) + (0.5415872335 * X1)) - (((-1.7965574265) * X3) * (0.1346196830 * X1))) + exp(((((-0.4228402972) * X1) - exp(((-0.6061011553) * X4))) + ((sin(((-18.9787197113) * X1)) + (-1.1829695702)) * (((-0.1408212632) - (0.3176480830 * X3)) - ((-0.5343020558) * X2))))))) + (sin((1.6579988003 * X2)) + (((0.4387742281 * X2) + ((-0.6234549284) - (0.1639832854 * X4))) + (((-0.0042661703) + (0.0134015344 * X2)) / (0.0071938816 - (0.4324269891 * X3))))))))
1027_ESL,OperonRegressor,ok,4.0,0.8620432970073082,0.5799945039199766,98.0,98.0,58.7,,(0.0060876743 + (1.0004899502 * ((((((0.3663381934 * X4) + sin(((((-3.0547342300) * X4) + (5.9006505013 * X3)) + ((-3.0339722633) * X2)))) * (((0.0516956784 * X4) + (0.0836368501 * X3)) + (0.0630746931 * X1))) - ((sin(((1.6826056242 * X4) + ((-1.8112550974) * X3))) + (sin((((-1.4169569016) * X4) + (0.4668105245 * X2))) * (0.1552862525 * X2))) + (((-0.2752339244) * X4) + ((-0.4127631485) * X3)))) + sin((((1.9502971172 * X4) + ((-2.1325919628) * X3)) * exp((0.1363595128 * X1))))) + (((0.2130565047 * X1) - ((-0.3001143634) * X2)) - ((((-2.7823193073) * X2) - 4.6423687935) * ((0.0405243449 * X4) + ((-0.0536191352) * X3)))))))
1029_LEV,OperonRegressor,ok,4.0,0.514856856361505,0.6420106033666931,92.0,92.0,60.0,,((-0.0000039291) + (0.9986867905 * ((sin(((((-2.1274244785) * X2) + (2.2382972240 * X4)) + ((sin(((-2.5528695583) * X3)) + (-1.6692370176)) + ((-1.1863588095) * X3)))) * ((exp(((-0.7392599583) * X4)) + ((((-0.5235276818) * X2) + (0.6461458802 * X4)) + (-1.1588573456))) + (0.1331960410 * X3))) - ((sin(((((-2.8247368336) * X2) + (2.0197079182 * X4)) + (((-3.0364630222) * X3) + ((-0.0771659985) + (0.2047012746 * X1))))) * ((0.4562920034 * X2) + ((-0.0817358643) * X4))) - ((((-1.0383684635) + (exp((0.4869630635 * X4)) + ((0.6765874028 * X2) + ((-0.3773949742) * X4)))) - ((-0.2143147588) * X3)) + (0.3750435710 * X1))))))
1089_USCrime,OperonRegressor,ok,13.0,-7.701772368974037,104.36687004439317,88.0,88.0,39.5,,(0.0000011103 + (0.9999993443 * ((((0.0240969826 * X1) + (((sin(sin((7.8092913628 * X7))) + ((-0.4452655315) * X11)) + (sin(((-6.1039781570) * X4)) + (((0.6505324244 * X3) * (2.1254012585 * X7)) + 1.4366459846))) / ((21.7476825714 * X4) + (19.2039318085 * X3)))) + (((-0.2193820477) * (sin(((-5.8196859360) * X4)) + ((-0.4918679893) * sin(((-116.9245071411) * X4))))) + (((sin(((-124.1630477905) * X11)) + ((-1.9518858194) * X3)) + (4.9698648453 * sin(((-116.4139022827) * X4)))) / (25.3205623627 * X7)))) - ((((0.2488037944 * X4) + ((-0.1713159829) * X3)) + 0.0847297460) - ((-0.6957021356) * X13)))))
1096_FacultySalaries,OperonRegressor,ok,4.0,0.946489096188426,1.2832029892569867,94.0,94.0,44.8,,((-0.0000270505) + (0.9999870062 * (((sin(((-0.1865423322) * X2)) - (-0.1361208260)) + (((-234423424.0000000000) * X1) / (3264369917952.0000000000 * X4))) - ((0.0000047763 / (0.0746446773 * X2)) - ((((((-0.0067515620) * X3) + ((-0.0050379909) * X4)) + (((-0.0000392451) + sin(((-0.0000937979) * X1))) - ((-0.0119277472) * X2))) / sin(((((-7.8258438110) * X2) + (4.3935317993 * X3)) - ((-3.0886583328) * X4)))) + (((6.3040866852 * X2) + (((-3.6201353073) * X3) + ((-1.6434090137) * X4))) - (((((-0.0000605655) * X3) + (0.0457273796 * X4)) + sin(((-0.0456898548) * X4))) / sin(((((-2.3887569904) * X3) + ((-1.8231457472) * X4)) - ((-4.0127100945) * X2))))))))))
1191_BNG_pbc,OperonRegressor,ok,18.0,-0.1199458332144274,1109.1658951148167,90.0,90.0,71.2,,(0.0008337977 + (1.0057183504 * ((((-0.0146079250) + ((((-1.0283602476) + ((-0.4202631116) * X1)) - ((-0.1663022339) * X10)) * (sin((3.2626447678 * X9)) + (0.3299909830 * X9)))) + exp((sin((3.2294104099 * X9)) - ((0.1585314572 * X8) + ((-0.7692275047) * X1))))) - ((((sin((3.3279528618 * X9)) + ((-0.7204169035) * X10)) * (((0.1238214001 * X15) + (0.2068157792 * X6)) + ((0.1097490937 * X8) + 0.1118179709))) - (((exp(((-0.4384105206) * X11)) - ((0.4233095646 * X8) + ((-1.3283549547) * X1))) / ((-3.9322383404) * X9)) * (sin((2.7581963539 * X9)) + 0.0560563542))) + exp(((-0.1991378516) * X11))))))
1193_BNG_lowbwt,OperonRegressor,ok,9.0,0.5463004000352617,531.9967333392781,96.0,97.0,79.7,,((-0.0013158453) + (1.0031663179 * ((cos(((((-0.5771232247) * X3) + ((-1.1247817278) * X1)) - (cos(cos((((-1.0325264931) * X2) * (1.8952919245 * X2)))) + (0.4556066394 * X2)))) + (cos(((1.7051883936 * X4) * (2.7415623665 * X2))) * (((0.2494652867 * X1) + ((0.0722929165 * X2) * (3.8367533684 * X5))) - ((((-0.1213183776) * X2) * (1.8952919245 * X2)) + 0.4047082961)))) + ((0.1802397370 * X2) + (((0.2618010044 * X3) + ((-0.3939014375) * X1)) + (((cos(((1.2350435257 * X2) * (3.7678830624 * X5))) ^ 2) * (((-0.2196702361) * X2) + ((-0.5080471039) * X1))) - cos(((0.1313571930 * X3) + (1.3228653669 * X1)))))))))
1196_BNG_pharynx,OperonRegressor,ok,10.0,-0.1795731318100437,368.04984083648895,86.0,88.0,90.3,,(0.4871226251 + (0.9742057920 * ((cos((((1.7163075209 * X3) ^ 2) + (((-0.2967511117) * X7) + (0.3278434873 * X1)))) + ((0.1911335438 * X9) + (cos(((0.8739430904 * X1) - (2.1680755615 + ((-1.2139552832) * X10)))) + cos(((sin(((-1.1734616756) * X8)) + (((-0.2914963365) * X3) + (-0.4702074826))) + (((-0.0655241460) * X7) + ((-0.5685304999) * X10))))))) - (((((-0.2383610159) * X9) + ((-0.7354416251) + ((0.0655887425 * X7) + (0.7859276533 * X10)))) * cos(((((1.1293350458 * X6) - 1.2221461535) ^ 2) + (((-12.6702699661) * X7) + (3.5115199089 * X10))))) + (0.1568240374 * X6)))))
1199_BNG_echoMonths,OperonRegressor,ok,9.0,-490.0387872142916,313.5957084971616,94.0,96.0,62.0,,((-0.0000009939) + (0.9996575117 * (((exp(((((-0.0321019553) * X4) - ((-0.1445920169) * X7)) + (((0.0518262982 * X9) - (0.0454869866 * X5)) + 0.5465967655))) ^ 2) + ((exp((((((-65.0900878906) * X9) - (26.0786533356 * X4)) - (454.6233215332 + ((-4.5716061592) * X1))) - (379.4981079102 * X8))) ^ 2) + ((((-0.0802999809) * X8) + sin(((((-0.1400610954) * X4) - (0.8149546981 * X9)) + (0.5114415288 * X6)))) - (((0.5175701976 * X1) + (0.2339794934 * X6)) + ((3.2562906742 - ((-0.8584914804) * X7)) + (((0.0306296349 * X4) - ((-0.0075577348) * X9)) / ((-1.1211090088) * X8))))))) - ((0.1306756586 * X2) - (0.2646680474 * X4)))))
