dataset,algorithm,status,n_features,r2,rmse,complexity,complexity_unified,seconds,error,expr
1028_SWD,OperonRegressor,ok,10.0,0.1912437914418305,0.6623211966424984,98.0,98.0,55.2,,((-0.0015093613) + (1.0262900591 * (((((sin(((3.2701754570 * X3) - (((-6.1965317726) * X5) + ((-0.1172376201) * X8)))) * ((-1.7764021158) * X2)) + ((sin((((-2.6429827213) * X9) - ((-0.1289358437) * X2))) / ((-1.6878556013) * X5)) + (1.4179809093 * X6))) - ((-0.0239307471) * X2)) - sin((sin((((0.8137242794 * X3) + (-0.3257121146)) + (((-1.4222579002) * X7) + ((-6.8546380997) * X5)))) + (2.1671810150 * X6)))) - (((((0.0167030301 * X5) + ((-0.2393727750) * X8)) - (0.2101248652 * X10)) - ((0.1173345149 * X9) + (0.4476582408 * X3))) - sin((((((-6.1751832962) * X5) + ((-0.1825472414) * X8)) - ((-0.0444818437) * X10)) + (1.8648636341 * X6)))))))
1030_ERA,OperonRegressor,ok,4.0,0.2629185292245242,1.5887296146681282,94.0,95.0,55.8,,(0.0000927141 + (1.0184313059 * (((sin((sin((2.5753653049 * X2)) + (((-0.7017264366) * X2) + ((-0.1621240824) * X4)))) + ((0.4592765570 * X2) + (cos(cos(exp((1.7567363977 * X4)))) + (((-1.2151883841) * X3) + (-1.7357681990))))) + exp((((sin((((-2.5061898232) * X2) + (0.0542776361 * X4))) + sin((2.0343651772 * X2))) + ((0.0270458106 * X4) - (0.4618518054 * X1))) + ((1.0400489569 * X3) + ((0.1364219785 * X2) / ((1.6322063208 * X2) + (0.8580150604 * X1))))))) - (((-0.7915764451) * X1) + ((((-0.1872088462) * X2) + (((-0.1320942044) * X3) + (((-0.5560641885) * X3) + (0.4831533432 * X1)))) ^ 2)))))
1027_ESL,OperonRegressor,ok,4.0,0.8915193913869016,0.5143142191716841,92.0,92.0,61.6,,(0.0000078620 + (0.9999789596 * ((((((-2.0639550686) + (0.4337463975 * X3)) + cos(((((-2.1103806496) * X3) + (2.9032809734 * X2)) - ((((-2.7833523750) * X4) - ((-3.2186045647) * X2)) - 0.7420402765)))) - (((0.6025899053 * X4) + (1.1598169804 * X2)) + sin(((-0.9040799141) * X2)))) * ((((-0.1780652106) * X3) + exp(((-0.2413605303) * X2))) + ((((-1.1615145206) + ((-0.1386450380) * X1)) + ((((0.0052117514 * X3) + ((-0.0141848456) * X1)) - ((-0.0307955388) * X2)) / sin(((-0.7338353992) * X4)))) - (((-0.1311959177) * X4) + ((-0.2556548119) * X2))))) + (((-0.2323949039) / exp((0.5367445350 * X2))) + (0.5333012938 * X4)))))
1029_LEV,OperonRegressor,ok,4.0,0.4971768045946024,0.6536043044659557,96.0,96.0,58.5,,((-0.0000084948) + (1.0000363588 * ((((exp((((0.6816986799 * X3) + ((-1.0836762190) * X2)) + ((-2.6249229908) + (0.2490852475 * X1)))) + ((((((-0.0540065505) * X3) + ((-0.0679732189) * X2)) + (((-0.1177900210) * X1) + ((-0.0525620766) * X4))) / cos(((0.8626772165 * X3) + ((-0.9481334090) * X2)))) + (((-0.1495243311) + (0.5822477341 * X1)) + (0.3809961379 * X4)))) - ((-0.2444788367) * X3)) + ((((0.0025777791 + ((-0.0032729555) * X1)) + ((0.0005016131 * X3) + ((-0.0004820975) * X2))) / (((-0.1197540909) * X1) + ((-0.0722463131) * X4))) / cos((((0.1574940234 * X3) - ((-0.9570210576) * X1)) - ((-0.2134085447) * X4))))) - ((-0.7900444865) * X2))))
1089_USCrime,OperonRegressor,ok,13.0,-38.54591607940792,222.48955133308812,98.0,98.0,35.6,,((-0.0024915459) + (1.0008100271 * ((((sin((4.2664232254 * X3)) + ((((-0.1603014022) * X8) - (((0.5039057732 * X4) + (0.1647678167 * X3)) * sin(((-21.9767360687) * X13)))) + ((0.3307535648 * X4) - (0.3549600542 * X13)))) / (1.6106466055 * X7)) + (((((-22.0075359344) * X13) * ((0.0150549412 * X4) + (0.0237490684 * X3))) - (((-0.0440807939) * X11) - (0.0278097652 * X1))) + (((-1.1022541523) * X4) + (0.2286591679 * X3)))) + ((sin(exp((((-1.6383556128) * X4) + (0.2135723233 * X3)))) / (3.6095733643 * X7)) + (((0.0463525355 * X8) - (0.1029883400 * X2)) + sin(((1.6599267721 * X4) + (((-1.1266819239) * X13) - 0.1288633645))))))))
1096_FacultySalaries,OperonRegressor,ok,4.0,0.942287115528714,1.3326331421601718,92.0,95.0,36.1,,((-0.0000014627) + (0.9999980330 * (((0.1738025099 - ((((-0.0004624778) * X2) / cos((83.7606506348 * X2))) + ((3.6295001507 * X3) + (0.0021165726 * X1)))) - (((0.3582862318 + (((-0.0500039347) * X3) + (0.2873903513 * X1))) - ((((-0.4384752512) * X1) + (((-0.1245299354) + ((-0.6257960200) * X4)) + (((-1.2928770781) * X3) + (1.8875943422 * X2)))) ^ 2)) ^ 2)) - (((1.6269016266 * X4) - (6.0911679268 * X2)) + ((((cos((83.1288299561 * X2)) - (4.6970896721 * X3)) - ((-4.5172934532) * X2)) - cos((103.5669174194 * X2))) * ((((0.0071630063 * X3) + (0.1509881467 * X1)) ^ 2) * cos((83.3637771606 * X2))))))))
1191_BNG_pbc,OperonRegressor,ok,18.0,-0.1239968713708965,1111.17010698153,88.0,88.0,63.1,,((-0.0006287600) + (1.0269750357 * ((sin((((cos((2.7862892151 * X3)) / 2.8141069412) + ((-0.6263034344) * X10)) - ((-0.3680678606) * X11))) - ((exp((((0.2770719826 * X6) - (0.5053604245 * X10)) + (0.2145352364 * X9))) - (2.0878565311 + ((0.6036834717 * X6) + (0.1207886711 * X16)))) - sin(((((((-0.1258609146) * X10) + ((-0.0720367208) * X7)) + (0.7400957346 * X9)) - exp((0.1869595498 * X11))) - (0.0284025148 + (((-0.1423616260) * X12) + ((-0.9808714390) * X1))))))) - sin(exp((sin(exp(((0.7656366229 + (0.3266120553 * X1)) + (0.7687528133 * X9)))) - (0.2706924677 * X9)))))))
1193_BNG_lowbwt,OperonRegressor,ok,9.0,0.5641389387440603,521.4333486986134,96.0,96.0,76.1,,(0.0000010621 + (1.0074256659 * ((exp((0.3951113224 * X9)) + (((-1.3350100517) - ((-0.0598989092) * X8)) - ((0.0369882174 * X5) + (0.9258238077 * X1)))) - ((cos(cos((((-1.9661648273) * X2) * (2.1924262047 * X5)))) * (((-0.3355569541) * X9) + ((-1.1245239973) * X1))) - (((0.1133323461 * X3) + cos((cos(((0.3553102016 * X2) * (4.7838521004 * X5))) - ((6.2928137779 * X5) + ((-7.3759627342) * X1))))) - ((0.6789619923 * X9) + ((((1.6653943062 * X5) + (0.0460544601 * X1)) - ((-0.6213380694) * X8)) * (sin((((-0.4171701372) * X5) / (0.6457639933 * X3))) / (((-9.0004634857) * X9) / exp((0.7248839140 * X9)))))))))))
1196_BNG_pharynx,OperonRegressor,ok,10.0,-1.4262654703322863,527.853441229752,96.0,96.0,88.2,,(0.0001262550 + (0.9994561672 * ((((((2577.4348144531 * X10) + (((-2726.7219238281) * X1) + (83.4014129639 * X2))) - (-5435.3920898438)) + ((-604.8157958984) * X8)) / (((1420.5329589844 * X1) + ((-1809.1268310547) * X3)) - ((-7383.0678710938) * X10))) - (((((((-0.7972845435) * X1) + ((-0.1371667087) * X9)) + (((-0.0309928413) * X2) + ((-1.4760004282) / exp((0.1969079226 * X8))))) - ((-0.5093350410) * X3)) + ((((exp((0.1562864184 * X5)) + ((-0.1503899693) * X9)) * (((0.0327085890 * X1) + ((-0.0446607023) * X3)) + ((0.1065189689 * X10) - ((-0.0024906872) * X6)))) + sqrt(exp((4.6745076180 * X1)))) * exp(((-1.7221921682) * X1)))) - ((-0.1348361373) * X6)))))
1199_BNG_echoMonths,OperonRegressor,ok,9.0,0.2902173775669592,11.922707588368594,96.0,97.0,53.9,,(0.0000001923 + (0.9999166131 * ((((((-0.1951065958) * X5) - (0.4922605455 * X1)) + (((0.3411466479 * X7) + ((0.1062437519 * X9) - (0.1630557328 * X5))) ^ 2)) + ((((0.0810975507 * X7) + ((-0.8121793270) * X9)) - (0.1509683877 * X2)) + ((-0.2813437879) * X8))) - (0.3062768877 + ((((exp(((-2.8165655136) * X5)) - ((-29.8776035309) * X8)) + ((61.3565902710 * X9) - ((-21.6655426025) * X6))) * ((-0.0056126155) - (((0.0026383263 * X9) - (0.0029176523 * X6)) - ((-0.0007631269) * X2)))) + (exp(((-2.4237754345) * X5)) / (((46.2628364563 * X9) - (109.4135208130 * X5)) * (((-0.5964170694) * X5) - (56.6304016113 + ((-25.7149219513) * X3))))))))))
1201_BNG_breastTumor,OperonRegressor,ok,9.0,0.0531139831801782,11.837278499372262,88.0,88.0,50.1,,(0.0000090129 + (0.9992817044 * ((cos((((0.2268173993 * X2) - (((-3.5399992466) + ((-3.6292006969) * X7)) + (0.2661391497 * X9))) + (0.2510072589 * X3))) - sin(((((((6.5763492584 * X5) + (7.1459927559 * X9)) + (12.3124456406 * X3)) / (66.5394439697 * X4)) + (sin(sin((9.2901525497 * X7))) + ((-0.2455731332) * X9))) * exp((0.8346472979 * X9))))) + ((((2.1521031857 / ((-15.0087890625) * X5)) + (-0.0581382550)) + ((-0.0543191470) / sin(((-11.3384284973) * X1)))) + (((((-0.1464151740) * X7) - ((-0.0667364821) / sin(((-11.2702188492) * X1)))) + ((-0.2675672472) * X3)) + (0.1761019379 * X4))))))
1203_BNG_pwLinear,OperonRegressor,ok,10.0,0.0158596244132138,4.22102092285114,98.0,98.0,55.0,,((-0.0001719560) + (0.9994723201 * (((exp(exp((0.1010669246 * X7))) - ((-0.0699083656) * X3)) - (7.3705654144 * X1)) - ((((exp(((-0.1373626143) * X7)) - (1.0058882236 * X1)) + ((exp(((-0.2948221862) * X5)) - ((-0.3876450658) * X5)) - (0.1577204913 * X6))) * (((exp((0.0713698566 * X7)) + ((-0.0271556135) * X2)) / (((-0.3038786948) * X1) + ((-0.0297773033) * X5))) - ((0.4541830122 * X5) - (((((-0.4852034450) * X1) + ((-0.0891102105) * X4)) * (((-0.3827234805) * X3) + (0.7980905771 * X6))) - (0.2686659396 * X6))))) + (exp((exp((1.1871443987 * X8)) + ((-4.7634081841) * X9))) / (((-14235.1494140625) * X1) + ((-6941.6840820312) * X3)))))))
1595_poker,OperonRegressor,ok,10.0,-2624.497506096624,66.64301599802525,87.0,89.0,70.1,,((-0.2078554183) + (1.0686825514 * ((((((-1.4218901396) * X9) * ((-0.0000271308) * X7)) + (((0.6669865847 * X2) + (2.8124039173 * X8)) * (0.0003759857 * X4))) - (0.0003075667 * X8)) * exp(((((-1.8120460510) * X10) + ((1.9962636232 * X4) - (((((-1.2742007971) * X10) + (2.8167955875 * X8)) + ((-1.2092516422) * X4)) ^ 2))) + (((((((-0.6959249973) * X10) + (0.5184187293 * X8)) + ((-1.0231454372) * X5)) ^ 2) + ((((-0.6248978376) * X2) + ((0.1464195400 * X10) + ((-0.7521540523) * X8))) * ((-3.5795302391) * X2))) + exp((((-2.9528164864) * X9) * ((-0.2644398510) * X7)))))))))
192_vineyard,OperonRegressor,ok,2.0,-3.773985784668495,8.725224159030809,88.0,88.0,47.4,,((-0.0000008391) + (1.0000197887 * ((((-1.5011181831) + ((-0.1380022466) * X2)) + exp((0.5556434393 * X1))) + (((((3.7074480057 * X1) + ((-0.2458859682) + ((-1.7725287676) * X2))) + ((sin((45.7353134155 * X1)) - (1.2538952827 * X1)) * (exp(((-0.8726814389) * X1)) + (1.4634073973 * X1)))) * (sin((45.6565399170 * X1)) - ((-0.5491054654) * X1))) + (((0.6143715978 + (0.6458947062 * X2)) - (1.2819423676 * X1)) * (cos(((3.2913048267 * X1) + exp(((-1.4036632776) * X1)))) - (cos((4.4349565506 + (5.5975937843 * X2))) * ((0.9329895973 + ((-0.7743825316) * X2)) + (1.1161097288 * X1)))))))))
197_cpu_act,OperonRegressor,ok,21.0,0.5689147446072143,12.313635404676578,94.0,100.0,49.3,,((-0.0000013839) + (1.0000004768 * ((((((((-0.0636402965) * X21) + ((0.0777794272 * X7) + (0.2126400918 * X16))) + ((((-0.0719949454) * X11) + (-0.3917642534)) + (0.0593265146 * X8))) ^ 2) + (((((-0.0380231328) * X7) + (0.0612484552 * X15)) + ((-0.1682987511) * X3)) - (0.1836364269 * X6))) + (((((-0.1293753237) * X11) + (((0.4887921512 * X21) ^ 2) ^ 2)) + ((-0.0468646847) * X1)) + ((((0.1080634370 * X18) + ((-0.0188127849) * X21)) - (0.0776101798 * X17)) * ((((-1.4245305061) * X20) + ((-0.5751925111) * X15)) + exp((1.5188937187 * X21)))))) - (((((0.4153702855 * X21) ^ 2) ^ 2) ^ 2) + ((0.1093368679 * X18) + 0.0347550064)))))
201_pol,OperonRegressor,ok,48.0,0.6299112409496765,24.3570746254149,96.0,96.0,46.6,,((-0.0000127404) + (1.0000104904 * (exp((cos(((((0.6994739175 * X9) + ((1.3329167366 * X7) + ((-2.3979532719) * X6))) + (1.5368108749 * X5)) - (cos(((-2.5248661041) * X5)) + ((0.1356371045 * X18) + ((-1.7799731493) * X6))))) + (cos(((1.6740037203 * X28) - ((0.2237075716 * X5) + ((0.3949109912 * X7) + ((-2.9902818203) * X6))))) + ((((-1.4164432287) * X5) + (((-0.6347713470) * X9) + (((-0.9264335632) * X7) + ((-1.4788378477) * X6)))) - ((1.2865868807 * X28) - ((-1.7340297699) + cos(((-2.5636670589) * X5)))))))) + (((-0.8070825338) + (0.0183134917 * X5)) + (((-0.0093099596) * X9) / ((0.9475712776 * X7) + (1.4235062599 * X6)))))))
210_cloud,OperonRegressor,ok,5.0,0.8738850060090668,0.4069985703646573,92.0,92.0,44.3,,(0.0000000692 + (1.0000060797 * (((((0.9667763114 * X3) - sin(sin(((-3.2563705444) - ((-0.9130389690) * X2))))) - sin((1.8924471140 * X5))) + (sin((1.7077151537 * X5)) - ((0.1477967203 * X5) - ((-0.5941334963) * X2)))) - (((-0.3817762136) * X4) - ((((1.1188502312 - ((-0.0227804687) * X2)) - sin((1.2893378735 * X5))) + (((((-0.0610462911) * X4) + ((-3.9478211403) * X3)) - ((-0.8450161219) * X5)) - (exp(((-2.0425992012) * X3)) - (sin((2.3307881355 * X3)) - (0.0463822372 * X1))))) / ((((0.9990156889 * X4) + (13.3830528259 * X3)) + ((-7.4558062553) * X3)) + ((-2.0073869228) - (0.1585798115 * X2))))))))
215_2dplanes,OperonRegressor,ok,10.0,0.9193225700685131,1.021477252387997,95.0,95.0,44.6,,((-1.0006808043) + (0.9998213649 * (((((exp((((3.8847076893 * X7) - (0.0000520418 * X6)) + (0.4972363710 * X5))) - exp((((3.8846397400 * X7) - ((-0.0000436600) * X10)) + (0.4972189963 * X5)))) - (((sin((0.9050552249 * X2)) + (0.0192206949 * X6)) + (((-0.7372186780) * X2) + (0.0311223771 * X5))) + (((0.0151149705 * X7) - (0.0079040993 * X4)) + ((-0.0713573396) * X10)))) + ((exp(exp(((-0.0266817957) * X10))) + (0.0158316474 * X3)) - (2.6267657280 * X1))) / sqrt(sqrt(exp(((-11.5179376602) * X1))))) - (((-0.3946932554) * X6) - (((0.1744635254 * X7) - ((-0.0402849168) * X2)) + (0.5148016810 * X5))))))
