algorithm,dataset,status,n_features,n_rows,r2,rmse,complexity,seconds,error,expression
tuned.AFPRegressor,1027_ESL,ok,4,200,0.8628777002575422,0.5885794577364601,10,137.7960102558136,,((exp(sin(-0.33))**3)*(x_2+(x_1+x_3)))
tuned.AFPRegressor,1028_SWD,ok,10,200,0.44863969292341876,0.627256498674863,64,146.40245270729065,,sin(((sin((x_2*(1.374/sqrt(((x_2*(0.671+sqrt(x_2)))+sqrt(x_3))))))**3)+sin((x_4+sin((((0.191/x_5)+(0.337+x_2))+exp((sin(x_6)/(x_2-(x_8+(0.351*exp((((0.784*x_6)/((-0.736**3)**2))**3)))))))))))))
tuned.AFPRegressor,1029_LEV,ok,4,200,0.7179457468910515,0.4831439742695398,81,149.86214661598206,,(((x_0/exp((-0.56*log(sin(cos(((log(x_1)/(0.358*((1.252*(x_1+(x_0/1.304)))+(0.622*(x_1+(x_0/exp((-0.35*log(sin(cos((((x_1/(log((x_0/sin(exp(x_0))))*(x_1+(x_3+x_2))))/x_2)**2))))))))))))**2)))))))+(x_1+sin(x_3)))/exp(cos(sin((-0.7/log(x_2))))))
tuned.AFPRegressor,1030_ERA,ok,4,200,0.05797774543404077,1.7604696014194638,47,110.12082362174988,,(((-2.681+(exp(x_2)/cos(((sin(sin(((sin((0.832/x_0))+x_1)*x_1)))*cos(sin(sin(x_2))))/-0.542))))*sin(0.121))+sin(((exp(-0.084)**2)*(sin((0.714/sin(x_0)))+x_1))))
tuned.AFPRegressor,1089_USCrime,ok,13,47,-4.425899441591817,84.83493249321008,36,58.826951026916504,,(((0.261**2)*x_9)+((x_12*-1.383)/(exp(0.383)+(((x_12+log(cos((x_0/x_12))))+(x_2*sqrt((log(0.131)**2))))*sin((x_0**3))))))
tuned.AFPRegressor,1096_FacultySalaries,ok,4,50,0.8465060033759699,1.3443741889693555,54,53.59543418884277,,(((sin((exp(sin((x_1/(exp(x_2)*(-0.021*x_3)))))**3))**3)*(sin(sqrt((sin((sin((exp(sin(x_1))**3))**2))*(sqrt(x_1)**2))))**2))+((x_1*cos(cos(((x_3/cos(sqrt(log(-0.116))))**2))))+-0.025))
tuned.AFPRegressor,1191_BNG_pbc,ok,18,200,0.08956919300197941,888.7577927967009,83,155.5771667957306,,(sin(exp(x_17))-(0.644-sin((sin(((x_10*sin(0.582))+sin((cos((x_0-cos((log(((x_15+x_3)-log((0.656**2))))-sqrt((0.079*(((((x_10/(log(((x_16/x_12)*0.109))-(x_8-x_0)))**3)**3)**2)**3)))))))-sin((x_8+exp(sin(-0.643))))))))+log(cos((x_9**3)))))))
tuned.AFPRegressor,1193_BNG_lowbwt,ok,9,200,0.5342288786995883,459.92235491632005,70,158.06060123443604,,((-1.173--0.501)*(-0.339+(x_0+sin((cos((log((x_3*((cos(exp(((((-0.341**3)**3)**2)/(cos((log((x_0*((cos(exp(((((-0.324**3)**3)**2)/sin(-0.188))))/-1.086)**3)))*x_0))/-1.285))))/-1.104)**3)))*x_0))**2)))))
tuned.AFPRegressor,1196_BNG_pharynx,ok,10,200,0.18344394899541128,374.876843962842,75,177.42598700523376,,log(exp((x_9*(sqrt(sin((log(exp(x_5))/exp(((x_7*(x_9-log(log((x_9+sqrt(sin((log(exp(x_5))/exp(((x_7*(sin((x_9+(exp(-0.355)**3)))-log(log(((log(x_9)**3)+(sqrt(sin(x_9))**3))))))**3))))))))))**3)))))*((cos(-1.09)**3)+sqrt(sqrt(log(exp(x_5)))))))))
tuned.AFPRegressor,1199_BNG_echoMonths,ok,9,200,-0.18339630077342783,16.706090379869458,63,162.25831961631775,,log((sin(exp((((((log(-0.924)+x_0)**2)**3)**3)-sqrt(((x_8+(sin(exp(x_0))--0.528))**3)))))+cos((log(cos(cos(log(sqrt(exp((exp(((sin(((((log(-0.924)+x_0)**2)**3)**3))**2)+log((x_6*cos((1.073**3))))))**2)))))))**2))))
tuned.AFPRegressor,1201_BNG_breastTumor,ok,9,200,0.015275944374377404,11.805060581800387,78,184.21528673171997,,(sin((sin((sqrt(exp(cos((log(sin(x_0))*sin((x_3/(exp((((exp((-0.351**2))*sin(((sin(x_6)/((sin(0.393)/0.256)+exp(cos(x_5))))+sin((log((((sin(0.423)/-0.135)+exp(cos(x_5)))**2))**3)))))+x_4)**3))**2)))))))-exp(x_3)))**3))/(x_8-exp(x_4)))
tuned.AFPRegressor,1203_BNG_pwLinear,ok,10,200,0.6002788778830159,2.763676601202679,27,302.7528820037842,,(sin((exp(x_0)/(-0.004*(0.808*sin((x_4-x_0))))))+((x_2*sin((exp(x_0)/0.414)))**3))
tuned.AFPRegressor,1595_poker,ok,10,200,-0.13291291586762966,1.3165700745791973,81,218.60183238983154,,sin((sin(sin(log(sin(((-0.595-(log((sin(sin(log(sin(((x_6-((((sqrt(-0.115)/exp(((sqrt(-0.107)/exp((((0.118/x_9)**3)+sin(-1.27))))**3)))**3)**2)**3))/sqrt(log(((-1.02**3)**2))))))))**2))**3))/sqrt(log(sin((-1.251**3)))))))))**2))
tuned.AFPRegressor,192_vineyard,ok,2,52,0.6332828322966022,2.9907234933126308,32,182.75297904014587,,(x_0*sqrt((((x_1*(cos((x_0*0.98))+x_0))+(0.867-exp(-0.156)))*sin(log((0.301/(0.595-(x_1*0.606))))))))
tuned.AFPRegressor,197_cpu_act,ok,21,200,0.22573091307341886,5.571395489003328,83,187.49333882331848,,((cos(sqrt(((log((sqrt(sqrt((log(sqrt((((1.091**3)**3)*(x_5**2))))*exp(sqrt(x_5)))))+exp((sin(x_9)**2))))**3)*sqrt(((log(((x_16**2)+0.642))**3)*sqrt(cos(log(x_20))))))))**3)-sqrt((-0.675+((((2.087-sqrt((x_20*(exp(1.692)+-0.11))))**3)+(sqrt((0.745**3))*x_20))*x_20))))
tuned.AFPRegressor,201_pol,ok,48,200,0.6576938570014476,26.81124578039894,66,222.7765998840332,,(exp((log(sin(((0.298-x_38)/(sin(((x_4-x_25)-1.41))-((x_7*log(-0.472))-exp(sqrt(x_30)))))))-x_5))-exp(log(cos(cos((sin((log(exp(cos(x_27)))/x_4))*(x_11-(0.824*(x_4-x_6)))))))))
tuned.AFPRegressor,210_cloud,ok,5,108,0.9446689566110695,0.28884309549562315,40,117.79457497596741,,(((cos(sin(((sqrt((x_3*(cos(sin((x_4-x_2)))**3)))+log(x_3))**2)))*x_3)*sqrt(sin(((sqrt(cos((x_3/0.972)))*x_3)*0.802))))+(0.402*x_2))
tuned.AFPRegressor,215_2dplanes,ok,10,200,0.8389948346902243,1.734436310949323,72,145.62921857833862,,(sin((sin((x_0/sqrt((x_4-log(0.216)))))+(x_4*0.31)))+(sin(cos(cos(sqrt((cos(((exp((x_0**3))/(x_1/(cos((sin(-0.646)*(x_6**2)))*x_0)))-x_1))*x_5)))))*sin((exp((x_0**3))/(x_1/sin(((x_0*0.711)+(0.418*x_5))))))))
tuned.AFPRegressor,218_house_8L,ok,8,200,0.29741697097297126,29515.851015822314,50,237.51332330703735,,(sqrt(sin(log(sin((sin((((exp(x_1)+(-0.276+0.136))**3)**2))-sin(exp((sin((log(cos(cos(log(((sin((x_1+log((x_1+0.618))))**2)+sin((sin(exp(x_4))**3)))))))**2))**3))))))))+log((x_1+0.748)))
tuned.AFPRegressor,225_puma8NH,ok,8,200,0.5586511786317494,3.7405038586994475,46,136.01168513298035,,(-0.143+sin((x_1+((sin((cos(sqrt(sin(sqrt((x_3+((x_1**3)+(0.513*x_1)))))))/((sin((sin(cos(x_2))/0.352))*x_1)/sin(x_1))))**3)-(x_2/-1.11)))))
tuned.AFPRegressor,227_cpu_small,ok,12,200,0.6512357206378515,3.739245907884173,51,142.18010425567627,,((x_11-sin((x_11+(-0.494-(x_5*-0.395)))))+((-0.451*sqrt(((((-0.69+exp(0.007))-exp((-2.082-x_11)))/sin(exp(cos(x_5))))/sin(exp(cos((exp((-0.742-sin(x_2)))**2)))))))+0.1))
tuned.AFPRegressor,228_elusage,ok,2,55,0.7751011942865532,10.564796841743698,83,92.80815958976746,,((sqrt(((cos(((((x_1*(x_1**2))-(cos((log(log((x_1*sin((exp(log((x_1*sin((exp(cos(-0.435))**3)))))**3)))))**3))**2))/log(log((x_0/0.015))))**3))**2)-sqrt((sqrt((0.318**2))/sqrt(0.017)))))-(x_0+(sqrt(cos((-0.247-x_0)))--0.11)))+(log(-1.047)*x_1))
tuned.AFPRegressor,229_pwLinear,ok,10,200,0.595291738348348,2.6411017919276296,85,136.1032853126526,,(log((-0.816-((1.143-x_0)/(exp(x_0)-((x_1-1.466)*sin(cos(log(log((x_0+cos((cos(log((log(exp((0.39/cos((x_9+cos((cos(log((log(x_4)**3)))**2)))))))**3)))**2))))))))))))-cos((exp(((sin(((log(x_8)**2)/log(-0.492)))*log(-0.5))**2))-((-0.314-x_4)**3))))
tuned.AFPRegressor,230_machine_cpu,ok,6,200,0.8416314282218892,42.36111677678727,50,154.995849609375,,((x_3*0.084)+(cos((sqrt(sqrt(cos(sqrt(x_3))))**3))*((log(x_2)*0.128)+((x_2-sin(sin(((sin(exp(x_2))**2)*(x_2*exp(x_3))))))+((sin((0.188*(sqrt(x_2)-exp(x_3))))**3)**2)))))
tuned.AFPRegressor,294_satellite_image,ok,36,200,0.7509269618169697,0.5445149627448994,17,181.81111884117126,,(sin((-0.308-x_22))/exp((sin(-0.043)+sin((x_9+0.349)))))
tuned.AFPRegressor,344_mv,ok,10,200,0.9802219926591842,1.5198148870939017,52,134.73656463623047,,((sin((0.214*(cos(exp(sin(exp(x_7))))-(0.007-((cos(x_7)*(x_5+sin((0.218*(x_0+((sqrt(x_3)*(cos(x_3)+x_7))+(sin(-0.194)/cos(x_7))))))))*cos(x_7))))))/0.15)-(0.273**3))
tuned.AFPRegressor,4544_GeographicalOriginalofMusic,ok,117,200,0.2879355596814718,0.7941003959973414,53,170.9978015422821,,(log(1.608)*((sqrt(log(sqrt(sin(exp((-0.662+((x_104*sqrt(-0.652))**2)))))))*((x_41+x_70)+(x_98/cos((exp((1.21-(((log(((exp(exp(x_70))/x_94)**3))**3)**3)**2)))**3)))))+x_101))
tuned.AFPRegressor,485_analcatdata_vehicle,ok,4,48,0.7942665607871233,129.02540118122624,86,74.93352246284485,,(((sin(sqrt((x_1*(sin((x_0-(-0.201-sin((x_1-((((x_2*x_0)+cos((x_0*1.341)))+((x_3/sqrt(x_3))*sin(sin(((x_1+0.877)**3)))))/x_0))))))-(-1.028-sin((sin(x_1)-log(sqrt(0.092)))))))))**3)**3)-(x_0+sin(cos((sin((x_2-(x_0**2)))*(log(x_3)**2))))))
tuned.AFPRegressor,503_wind,ok,14,200,0.7247173548591901,3.1054283563389036,94,134.1797604560852,,(x_12/sqrt((x_12/(x_11/sqrt((0.457+sqrt((x_6-sqrt(sqrt(((x_6/x_12)/log(sin((x_7-sin(sqrt(((((x_12/sqrt((0.091+sqrt((x_12/((0.201+sqrt(sqrt((sin(0.424)**2))))/(0.208+sqrt(x_0))))))))*(1.165/x_8))**2)-((x_12+0.103)/(x_12*x_12)))))))))))))))))))
tuned.AFPRegressor,505_tecator,ok,124,200,0.9636688848608663,2.405092102175863,85,217.68457698822021,,(((log((((x_102+cos(sqrt((x_93-cos(-3.141)))))/log(-0.148))-x_122))*sqrt(((x_21/log(-0.241))*(0.193**3))))/(exp(((((x_22*(((0.059*log((x_60+0.816)))*log(((((x_122**3)*log((x_102+exp(-0.251))))-x_122)+0.827)))-x_122))-x_122)+cos((-1.348**3)))-x_122))/sin(0.382)))-x_122)
tuned.AFPRegressor,519_vinnie,ok,2,200,0.7545713541857967,1.38505179222372,77,111.89744114875793,,(x_1/(0.568+sqrt((log(0.594)+sqrt(cos(((x_0**3)/sqrt(((-0.227/(0.438+sqrt((0.108+exp((x_1*cos(log((x_0*(sqrt(sqrt(exp((log(cos(log(sin(-0.029))))/exp((x_1/sqrt(log(((sqrt(log(x_1))*exp(-4.003))*exp(x_1))))))))))**2))))))))))-sqrt(x_1))))))))))
tuned.AFPRegressor,522_pm10,ok,7,200,0.04021779421763594,0.7856746493933093,91,206.0658175945282,,sin(sin(log((sqrt((((cos(0.048)--0.003)**3)-(sqrt(sin((((sin(x_0)*1.531)+((((exp(sin(x_0))**2)+x_1)+cos(exp((x_3-exp(sin(log((0.184-log((sqrt((x_5**3))-(sin(sin((x_4+(x_4**2))))-log(x_6))))))))))))*-0.467))**3)))-sqrt(((exp(sin(x_0))**2)*sqrt((-0.527*(sqrt(x_3)**3))))))))**2))))
tuned.AFPRegressor,523_analcatdata_neavote,ok,2,100,0.9474328562395155,0.8492969562078183,103,121.24214673042297,,((cos((((x_0-(cos(x_0)**3))--0.482)/log((x_0-(sin(sqrt(((exp(((((log((-0.151*(log(((x_0-(cos(sqrt(cos(sin((sqrt(sqrt((sqrt(cos(exp(x_1)))**3)))**2)))))**3))--0.314))**3)))**3)--0.152)/(((x_1**3)**2)**2))-(0.66-sin(exp(x_1)))))**3)+((x_1**2)-sqrt(-0.592)))))**3)))))*log(x_0))-x_0)
