algorithm,noise,group,r2_mean,r2_std,r2_valid_count,total_count,recovery_rate,complexity_mean,complexity_std,complexity_count,seconds_mean,seconds_std,seconds_count
tuned.AFPRegressor,0.0,Black-box,0.637914356921116,0.2761659269109186,128,138,0.13043478260869565,51.77536231884058,22.48800585817739,138,132.789714085883,47.05476882270335,138
tuned.AFPRegressor,0.0,Feynman,0.8287209957026909,0.23698603295526863,114,119,0.5966386554621849,57.51260504201681,21.20760349862597,119,150.01449249572113,32.55338922678912,119
tuned.AFPRegressor,0.0,Strogatz,0.8223413852346384,0.28899361415686725,13,14,0.6428571428571429,53.214285714285715,23.673911413888774,14,161.5159979888371,62.992565532186944,14
tuned.AFPRegressor,0.001,Black-box,0.6210204209381978,0.28803401417454694,126,138,0.12318840579710146,56.44202898550725,25.299945040881486,138,142.26979483556056,49.584907204508916,138
tuned.AFPRegressor,0.001,Feynman,0.8158988621174784,0.25434766567025335,115,119,0.5798319327731093,53.94957983193277,22.660760420794993,119,150.20585373870466,39.329398154370764,119
tuned.AFPRegressor,0.001,Strogatz,0.8717612661692901,0.2495286760734414,13,14,0.7142857142857143,49.857142857142854,24.412693252419626,14,120.00341190610614,49.817032443990534,14
tuned.AFPRegressor,0.01,Black-box,0.6422878640487117,0.2601190013792787,135,138,0.11594202898550725,54.21739130434783,23.4148903231871,138,110.5865822011146,39.14871857465123,138
tuned.AFPRegressor,0.01,Feynman,0.8201327168505985,0.271080337066933,111,119,0.6050420168067226,54.50420168067227,22.802356486501044,119,116.96914823516076,31.58763908788371,119
tuned.AFPRegressor,0.01,Strogatz,0.9159127157131064,0.09045122285822678,14,14,0.5714285714285714,65.28571428571429,18.374783075215458,14,127.26433478082929,31.53960865175823,14
tuned.AFPRegressor,0.1,Black-box,0.6244861711637315,0.26576445845660224,132,138,0.12318840579710146,54.10144927536232,23.58865173453591,138,112.39184362819229,44.437421049157344,138
tuned.AFPRegressor,0.1,Feynman,0.8156505785625068,0.24333438789224535,117,119,0.5546218487394958,53.714285714285715,21.573849271489674,119,110.62913178395824,28.74817175079162,119
tuned.AFPRegressor,0.1,Strogatz,0.8126873730939879,0.24769892059245613,13,14,0.5,55.57142857142857,25.853196226038296,14,125.87976700919015,36.638712348831895,14
