algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
AdaBoostRegressor,1027_ESL,ok,0.830823,0.653764,,0.08,,
AdaBoostRegressor,1028_SWD,ok,0.384786,0.662583,,0.05,,
AdaBoostRegressor,1029_LEV,ok,0.676604,0.517342,,0.02,,
AdaBoostRegressor,1030_ERA,ok,0.155897,1.666463,,0.02,,
AdaBoostRegressor,1089_USCrime,ok,0.623867,22.336229,,0.09,,
AdaBoostRegressor,1096_FacultySalaries,ok,0.869771,1.238307,,0.11,,
AdaBoostRegressor,1191_BNG_pbc,ok,0.274008,793.644166,,0.11,,
AdaBoostRegressor,1193_BNG_lowbwt,ok,0.606574,422.697772,,0.03,,
AdaBoostRegressor,1196_BNG_pharynx,ok,0.374164,328.190346,,0.09,,
AdaBoostRegressor,1199_BNG_echoMonths,ok,0.542661,10.385531,,0.06,,
AdaBoostRegressor,1201_BNG_breastTumor,ok,0.032916,11.698846,,0.04,,
AdaBoostRegressor,1203_BNG_pwLinear,ok,0.154363,4.019765,,0.03,,
AdaBoostRegressor,1595_poker,ok,0.203002,1.104268,,0.04,,
AdaBoostRegressor,192_vineyard,ok,0.664282,2.861526,,0.06,,
AdaBoostRegressor,197_cpu_act,ok,0.639865,3.799713,,0.07,,
AdaBoostRegressor,201_pol,ok,0.769411,22.005361,,0.06,,
AdaBoostRegressor,210_cloud,ok,0.808569,0.537259,,0.13,,
AdaBoostRegressor,215_2dplanes,ok,0.928724,1.154009,,0.06,,
AdaBoostRegressor,218_house_8L,ok,0.229872,30902.093417,,0.06,,
AdaBoostRegressor,225_puma8NH,ok,0.489721,4.022008,,0.1,,
AdaBoostRegressor,227_cpu_small,ok,0.640783,3.794868,,0.14,,
AdaBoostRegressor,228_elusage,ok,0.738735,11.38697,,0.03,,
AdaBoostRegressor,229_pwLinear,ok,0.83418,1.69057,,0.1,,
AdaBoostRegressor,230_machine_cpu,ok,0.87404,37.778877,,0.06,,
AdaBoostRegressor,294_satellite_image,ok,0.739994,0.556338,,0.14,,
AdaBoostRegressor,344_mv,ok,0.96917,1.89752,,0.07,,
AdaBoostRegressor,4544_GeographicalOriginalofMusic,ok,0.580222,0.609713,,0.31,,
AdaBoostRegressor,485_analcatdata_vehicle,ok,0.671203,163.112404,,0.01,,
AdaBoostRegressor,503_wind,ok,0.673457,3.382225,,0.08,,
AdaBoostRegressor,505_tecator,ok,0.97695,1.915712,,0.37,,
AdaBoostRegressor,519_vinnie,ok,0.745429,1.410613,,0.01,,
AdaBoostRegressor,522_pm10,ok,0.086871,0.766342,,0.15,,
AdaBoostRegressor,523_analcatdata_neavote,ok,0.957226,0.766115,,0.01,,
AdaBoostRegressor,527_analcatdata_election2000,ok,0.837023,45601.109126,,0.05,,
AdaBoostRegressor,529_pollen,ok,0.44148,2.063319,,0.09,,
AdaBoostRegressor,537_houses,ok,0.5835,66734.193157,,0.11,,
AdaBoostRegressor,542_pollution,ok,0.564836,40.295157,,0.06,,
AdaBoostRegressor,547_no2,ok,0.557318,0.530158,,0.07,,
AdaBoostRegressor,556_analcatdata_apnea2,ok,0.04759,2319.558061,,0.09,,
AdaBoostRegressor,557_analcatdata_apnea1,ok,-0.764684,2654.617259,,0.06,,
AdaBoostRegressor,560_bodyfat,ok,0.944507,1.659749,,0.07,,
AdaBoostRegressor,561_cpu,ok,0.939571,20.530514,,0.09,,
AdaBoostRegressor,562_cpu_small,ok,0.640783,3.794868,,0.06,,
AdaBoostRegressor,564_fried,ok,0.76314,2.811505,,0.12,,
AdaBoostRegressor,573_cpu_act,ok,0.639865,3.799713,,0.13,,
AdaBoostRegressor,574_house_16H,ok,0.438587,26384.433624,,0.07,,
AdaBoostRegressor,579_fri_c0_250_5,ok,0.714989,0.539229,,0.11,,
AdaBoostRegressor,581_fri_c3_500_25,ok,0.746121,0.569482,,0.12,,
AdaBoostRegressor,582_fri_c1_500_25,ok,0.784655,0.431617,,0.08,,
AdaBoostRegressor,583_fri_c1_1000_50,ok,0.60926,0.61922,,0.18,,
AdaBoostRegressor,584_fri_c4_500_25,ok,0.678676,0.528583,,0.09,,
AdaBoostRegressor,586_fri_c3_1000_25,ok,0.509688,0.668208,,0.08,,
AdaBoostRegressor,588_fri_c4_1000_100,ok,0.553108,0.577388,,0.35,,
AdaBoostRegressor,589_fri_c2_1000_25,ok,0.598676,0.61767,,0.15,,
AdaBoostRegressor,590_fri_c0_1000_50,ok,0.604604,0.625754,,0.12,,
AdaBoostRegressor,592_fri_c4_1000_25,ok,0.610115,0.656303,,0.12,,
AdaBoostRegressor,593_fri_c1_1000_10,ok,0.753859,0.445309,,0.11,,
AdaBoostRegressor,595_fri_c0_1000_10,ok,0.698602,0.54173,,0.1,,
AdaBoostRegressor,596_fri_c2_250_5,ok,0.761985,0.528024,,0.1,,
