algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
AdaBoostRegressor,1027_ESL,ok,0.830864,0.653687,,0.06,,
AdaBoostRegressor,1028_SWD,ok,0.436382,0.634191,,0.02,,
AdaBoostRegressor,1029_LEV,ok,0.645647,0.541537,,0.01,,
AdaBoostRegressor,1030_ERA,ok,0.077538,1.742097,,0.02,,
AdaBoostRegressor,1089_USCrime,ok,0.685603,20.421046,,0.06,,
AdaBoostRegressor,1096_FacultySalaries,ok,0.892421,1.125481,,0.06,,
AdaBoostRegressor,1191_BNG_pbc,ok,0.237149,813.541732,,0.07,,
AdaBoostRegressor,1193_BNG_lowbwt,ok,0.554039,450.035431,,0.03,,
AdaBoostRegressor,1196_BNG_pharynx,ok,0.241151,361.387638,,0.02,,
AdaBoostRegressor,1199_BNG_echoMonths,ok,0.539003,10.426988,,0.06,,
AdaBoostRegressor,1201_BNG_breastTumor,ok,0.010045,11.836373,,0.06,,
AdaBoostRegressor,1203_BNG_pwLinear,ok,0.268142,3.739574,,0.06,,
AdaBoostRegressor,1595_poker,ok,-0.218792,1.365559,,0.06,,
AdaBoostRegressor,192_vineyard,ok,0.640299,2.961975,,0.04,,
AdaBoostRegressor,197_cpu_act,ok,0.709905,3.410267,,0.07,,
AdaBoostRegressor,201_pol,ok,0.821939,19.337242,,0.07,,
AdaBoostRegressor,210_cloud,ok,0.778835,0.577478,,0.05,,
AdaBoostRegressor,215_2dplanes,ok,0.924521,1.187551,,0.06,,
AdaBoostRegressor,218_house_8L,ok,0.283275,29811.419054,,0.06,,
AdaBoostRegressor,225_puma8NH,ok,0.493356,4.007657,,0.07,,
AdaBoostRegressor,227_cpu_small,ok,0.738297,3.239082,,0.07,,
AdaBoostRegressor,228_elusage,ok,0.722228,11.741185,,0.01,,
AdaBoostRegressor,229_pwLinear,ok,0.845622,1.631196,,0.06,,
AdaBoostRegressor,230_machine_cpu,ok,0.87693,37.343018,,0.06,,
AdaBoostRegressor,294_satellite_image,ok,0.858591,0.410285,,0.07,,
AdaBoostRegressor,344_mv,ok,0.966131,1.98883,,0.06,,
AdaBoostRegressor,4544_GeographicalOriginalofMusic,ok,0.550443,0.630969,,0.18,,
AdaBoostRegressor,485_analcatdata_vehicle,ok,0.782133,132.775555,,0.01,,
AdaBoostRegressor,503_wind,ok,0.639943,3.551549,,0.07,,
AdaBoostRegressor,505_tecator,ok,0.981102,1.734621,,0.17,,
AdaBoostRegressor,519_vinnie,ok,0.746112,1.40872,,0.02,,
AdaBoostRegressor,522_pm10,ok,0.180051,0.726189,,0.06,,
AdaBoostRegressor,523_analcatdata_neavote,ok,0.953299,0.800512,,0.01,,
AdaBoostRegressor,527_analcatdata_election2000,ok,0.75776,55594.956828,,0.06,,
AdaBoostRegressor,529_pollen,ok,0.394858,2.14771,,0.06,,
AdaBoostRegressor,537_houses,ok,0.60995,64580.464433,,0.06,,
AdaBoostRegressor,542_pollution,ok,0.519236,42.353822,,0.06,,
AdaBoostRegressor,547_no2,ok,0.58232,0.514969,,0.06,,
AdaBoostRegressor,556_analcatdata_apnea2,ok,0.057022,2308.043357,,0.06,,
AdaBoostRegressor,557_analcatdata_apnea1,ok,-0.639103,2558.418106,,0.05,,
AdaBoostRegressor,560_bodyfat,ok,0.908202,2.134728,,0.07,,
AdaBoostRegressor,561_cpu,ok,0.932997,21.618412,,0.06,,
AdaBoostRegressor,562_cpu_small,ok,0.738297,3.239082,,0.07,,
AdaBoostRegressor,564_fried,ok,0.728173,3.011888,,0.07,,
AdaBoostRegressor,573_cpu_act,ok,0.709905,3.410267,,0.08,,
AdaBoostRegressor,574_house_16H,ok,0.433507,26503.531238,,0.07,,
AdaBoostRegressor,579_fri_c0_250_5,ok,0.695558,0.557307,,0.07,,
AdaBoostRegressor,581_fri_c3_500_25,ok,0.765928,0.546816,,0.08,,
AdaBoostRegressor,582_fri_c1_500_25,ok,0.759094,0.456515,,0.08,,
AdaBoostRegressor,583_fri_c1_1000_50,ok,0.654811,0.582008,,0.11,,
AdaBoostRegressor,584_fri_c4_500_25,ok,0.635081,0.5633,,0.08,,
AdaBoostRegressor,586_fri_c3_1000_25,ok,0.474527,0.691752,,0.08,,
AdaBoostRegressor,588_fri_c4_1000_100,ok,0.451385,0.639736,,0.24,,
AdaBoostRegressor,589_fri_c2_1000_25,ok,0.610216,0.608725,,0.08,,
AdaBoostRegressor,590_fri_c0_1000_50,ok,0.606365,0.624359,,0.11,,
AdaBoostRegressor,591_fri_c1_100_10,ok,0.750509,0.498849,,0.06,,
AdaBoostRegressor,592_fri_c4_1000_25,ok,0.592265,0.671158,,0.09,,
AdaBoostRegressor,593_fri_c1_1000_10,ok,0.783971,0.417182,,0.07,,
AdaBoostRegressor,594_fri_c2_100_5,ok,0.636965,0.622598,,0.05,,
AdaBoostRegressor,595_fri_c0_1000_10,ok,0.70366,0.537165,,0.07,,
AdaBoostRegressor,596_fri_c2_250_5,ok,0.773606,0.514973,,0.06,,
AdaBoostRegressor,597_fri_c2_500_5,ok,0.815596,0.45735,,0.06,,
AdaBoostRegressor,598_fri_c0_1000_25,ok,0.570944,0.625948,,0.09,,
AdaBoostRegressor,599_fri_c2_1000_5,ok,0.827648,0.434622,,0.06,,
AdaBoostRegressor,601_fri_c1_250_5,ok,0.814825,0.425086,,0.06,,
AdaBoostRegressor,602_fri_c3_250_10,ok,0.596022,0.642662,,0.07,,
AdaBoostRegressor,603_fri_c0_250_50,ok,0.650316,0.525201,,0.11,,
AdaBoostRegressor,604_fri_c4_500_10,ok,0.75578,0.53764,,0.07,,
AdaBoostRegressor,605_fri_c2_250_25,ok,0.628596,0.608589,,0.08,,
AdaBoostRegressor,606_fri_c2_1000_10,ok,0.739227,0.509042,,0.07,,
AdaBoostRegressor,607_fri_c4_1000_50,ok,0.656752,0.724812,,0.11,,
AdaBoostRegressor,608_fri_c3_1000_10,ok,0.697835,0.526413,,0.07,,
AdaBoostRegressor,609_fri_c0_1000_5,ok,0.764172,0.479301,,0.06,,
AdaBoostRegressor,611_fri_c3_100_5,ok,0.753677,0.525275,,0.06,,
AdaBoostRegressor,612_fri_c1_1000_5,ok,0.68054,0.571728,,0.06,,
AdaBoostRegressor,613_fri_c3_250_5,ok,0.45378,0.616874,,0.06,,
AdaBoostRegressor,615_fri_c4_250_10,ok,0.651683,0.514119,,0.07,,
AdaBoostRegressor,616_fri_c4_500_50,ok,0.727464,0.540096,,0.12,,
AdaBoostRegressor,617_fri_c3_500_5,ok,0.830692,0.34395,,0.06,,
AdaBoostRegressor,618_fri_c3_1000_50,ok,0.687386,0.497275,,0.11,,
AdaBoostRegressor,620_fri_c1_1000_25,ok,0.701626,0.583114,,0.08,,
AdaBoostRegressor,621_fri_c0_100_10,ok,0.6563,0.602536,,0.06,,
AdaBoostRegressor,622_fri_c2_1000_50,ok,0.560084,0.633492,,0.11,,
