algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
AdaBoostRegressor,1027_ESL,ok,0.81668,0.680544,,0.05,,
AdaBoostRegressor,1028_SWD,ok,0.368092,0.671513,,0.01,,
AdaBoostRegressor,1029_LEV,ok,0.678072,0.516166,,0.01,,
AdaBoostRegressor,1030_ERA,ok,0.149791,1.67248,,0.01,,
AdaBoostRegressor,1089_USCrime,ok,0.641331,21.811504,,0.06,,
AdaBoostRegressor,1096_FacultySalaries,ok,0.883044,1.173505,,0.05,,
AdaBoostRegressor,1191_BNG_pbc,ok,0.286699,786.676862,,0.07,,
AdaBoostRegressor,1193_BNG_lowbwt,ok,0.595779,428.457403,,0.03,,
AdaBoostRegressor,1196_BNG_pharynx,ok,0.34966,334.553592,,0.05,,
AdaBoostRegressor,1199_BNG_echoMonths,ok,0.518204,10.659615,,0.06,,
AdaBoostRegressor,1201_BNG_breastTumor,ok,0.049007,11.601113,,0.04,,
AdaBoostRegressor,1203_BNG_pwLinear,ok,0.236315,3.820021,,0.03,,
AdaBoostRegressor,1595_poker,ok,-0.365916,1.445632,,0.06,,
AdaBoostRegressor,192_vineyard,ok,0.673647,2.821333,,0.05,,
AdaBoostRegressor,197_cpu_act,ok,0.655854,3.714406,,0.07,,
AdaBoostRegressor,201_pol,ok,0.795077,20.74462,,0.06,,
AdaBoostRegressor,210_cloud,ok,0.78489,0.569519,,0.06,,
AdaBoostRegressor,215_2dplanes,ok,0.929229,1.149916,,0.06,,
AdaBoostRegressor,218_house_8L,ok,0.155744,32355.168932,,0.06,,
AdaBoostRegressor,225_puma8NH,ok,0.525037,3.880332,,0.06,,
AdaBoostRegressor,227_cpu_small,ok,0.638495,3.806932,,0.07,,
AdaBoostRegressor,228_elusage,ok,0.788545,10.244157,,0.01,,
AdaBoostRegressor,229_pwLinear,ok,0.83914,1.665093,,0.06,,
AdaBoostRegressor,230_machine_cpu,ok,0.843195,42.151476,,0.06,,
AdaBoostRegressor,294_satellite_image,ok,0.781694,0.509775,,0.07,,
AdaBoostRegressor,344_mv,ok,0.967853,1.937624,,0.06,,
AdaBoostRegressor,4544_GeographicalOriginalofMusic,ok,0.538895,0.639022,,0.18,,
AdaBoostRegressor,485_analcatdata_vehicle,ok,0.58589,183.054593,,0.05,,
AdaBoostRegressor,503_wind,ok,0.659033,3.456116,,0.07,,
AdaBoostRegressor,505_tecator,ok,0.978966,1.830025,,0.19,,
AdaBoostRegressor,519_vinnie,ok,0.751496,1.393704,,0.01,,
AdaBoostRegressor,522_pm10,ok,0.14618,0.741036,,0.06,,
AdaBoostRegressor,523_analcatdata_neavote,ok,0.957003,0.76811,,0.01,,
AdaBoostRegressor,527_analcatdata_election2000,ok,0.740091,57586.770242,,0.06,,
AdaBoostRegressor,529_pollen,ok,0.361668,2.205823,,0.06,,
AdaBoostRegressor,537_houses,ok,0.597694,65587.220161,,0.06,,
AdaBoostRegressor,542_pollution,ok,0.657248,35.761598,,0.06,,
AdaBoostRegressor,547_no2,ok,0.552403,0.533093,,0.06,,
AdaBoostRegressor,556_analcatdata_apnea2,ok,0.074296,2286.805687,,0.06,,
AdaBoostRegressor,557_analcatdata_apnea1,ok,-0.559514,2495.531534,,0.05,,
AdaBoostRegressor,560_bodyfat,ok,0.934456,1.803807,,0.07,,
AdaBoostRegressor,561_cpu,ok,0.868615,30.272637,,0.06,,
AdaBoostRegressor,562_cpu_small,ok,0.638495,3.806932,,0.07,,
AdaBoostRegressor,564_fried,ok,0.774715,2.741946,,0.06,,
AdaBoostRegressor,573_cpu_act,ok,0.655854,3.714406,,0.07,,
AdaBoostRegressor,574_house_16H,ok,0.364225,28077.492962,,0.07,,
AdaBoostRegressor,579_fri_c0_250_5,ok,0.717556,0.536795,,0.06,,
AdaBoostRegressor,581_fri_c3_500_25,ok,0.734494,0.582377,,0.08,,
AdaBoostRegressor,582_fri_c1_500_25,ok,0.774428,0.441746,,0.08,,
AdaBoostRegressor,583_fri_c1_1000_50,ok,0.689462,0.552024,,0.11,,
AdaBoostRegressor,584_fri_c4_500_25,ok,0.655343,0.547438,,0.09,,
AdaBoostRegressor,586_fri_c3_1000_25,ok,0.532461,0.652506,,0.08,,
AdaBoostRegressor,588_fri_c4_1000_100,ok,0.475478,0.625531,,0.17,,
AdaBoostRegressor,589_fri_c2_1000_25,ok,0.648013,0.578458,,0.08,,
AdaBoostRegressor,590_fri_c0_1000_50,ok,0.574155,0.649402,,0.12,,
AdaBoostRegressor,591_fri_c1_100_10,ok,0.759957,0.489313,,0.06,,
AdaBoostRegressor,592_fri_c4_1000_25,ok,0.570697,0.688682,,0.08,,
AdaBoostRegressor,593_fri_c1_1000_10,ok,0.78027,0.42074,,0.06,,
AdaBoostRegressor,594_fri_c2_100_5,ok,0.687981,0.577196,,0.06,,
AdaBoostRegressor,595_fri_c0_1000_10,ok,0.689945,0.549454,,0.06,,
AdaBoostRegressor,596_fri_c2_250_5,ok,0.740235,0.551623,,0.06,,
AdaBoostRegressor,597_fri_c2_500_5,ok,0.827781,0.441981,,0.06,,
AdaBoostRegressor,598_fri_c0_1000_25,ok,0.568461,0.627756,,0.08,,
AdaBoostRegressor,599_fri_c2_1000_5,ok,0.812617,0.453177,,0.06,,
AdaBoostRegressor,601_fri_c1_250_5,ok,0.79004,0.45264,,0.06,,
AdaBoostRegressor,602_fri_c3_250_10,ok,0.731609,0.523827,,0.06,,
AdaBoostRegressor,603_fri_c0_250_50,ok,0.649749,0.525627,,0.11,,
AdaBoostRegressor,604_fri_c4_500_10,ok,0.747805,0.546348,,0.07,,
AdaBoostRegressor,605_fri_c2_250_25,ok,0.624852,0.611649,,0.08,,
AdaBoostRegressor,606_fri_c2_1000_10,ok,0.788801,0.458109,,0.06,,
AdaBoostRegressor,607_fri_c4_1000_50,ok,0.626659,0.755917,,0.11,,
AdaBoostRegressor,608_fri_c3_1000_10,ok,0.689809,0.533359,,0.07,,
AdaBoostRegressor,609_fri_c0_1000_5,ok,0.755269,0.488265,,0.06,,
AdaBoostRegressor,611_fri_c3_100_5,ok,0.728401,0.551567,,0.05,,
AdaBoostRegressor,612_fri_c1_1000_5,ok,0.69068,0.56258,,0.06,,
AdaBoostRegressor,613_fri_c3_250_5,ok,0.54708,0.561725,,0.06,,
AdaBoostRegressor,615_fri_c4_250_10,ok,0.690717,0.484455,,0.07,,
AdaBoostRegressor,616_fri_c4_500_50,ok,0.653533,0.608962,,0.11,,
AdaBoostRegressor,617_fri_c3_500_5,ok,0.823807,0.350874,,0.06,,
AdaBoostRegressor,618_fri_c3_1000_50,ok,0.694172,0.491848,,0.11,,
AdaBoostRegressor,620_fri_c1_1000_25,ok,0.687762,0.596507,,0.08,,
AdaBoostRegressor,621_fri_c0_100_10,ok,0.663887,0.595849,,0.06,,
AdaBoostRegressor,622_fri_c2_1000_50,ok,0.6196,0.589083,,0.11,,
AdaBoostRegressor,623_fri_c4_1000_10,ok,0.754299,0.390487,,0.07,,
AdaBoostRegressor,624_fri_c0_100_5,ok,0.647746,0.571226,,0.06,,
AdaBoostRegressor,626_fri_c2_500_50,ok,0.613368,0.569515,,0.11,,
AdaBoostRegressor,627_fri_c2_500_10,ok,0.811172,0.381752,,0.06,,
AdaBoostRegressor,628_fri_c3_1000_5,ok,0.662927,0.593032,,0.06,,
AdaBoostRegressor,631_fri_c1_500_5,ok,0.739508,0.473115,,0.06,,
AdaBoostRegressor,633_fri_c0_500_25,ok,0.676876,0.51755,,0.08,,
AdaBoostRegressor,634_fri_c2_100_10,ok,0.774457,0.465332,,0.06,,
AdaBoostRegressor,635_fri_c0_250_10,ok,0.688972,0.497786,,0.07,,
AdaBoostRegressor,637_fri_c1_500_50,ok,0.774978,0.437958,,0.11,,
AdaBoostRegressor,641_fri_c1_500_10,ok,0.785572,0.515628,,0.07,,
AdaBoostRegressor,643_fri_c2_500_25,ok,0.72215,0.522862,,0.08,,
AdaBoostRegressor,644_fri_c4_250_25,ok,0.646105,0.534428,,0.08,,
AdaBoostRegressor,645_fri_c3_500_50,ok,0.559115,0.521823,,0.11,,
AdaBoostRegressor,646_fri_c3_500_10,ok,0.636084,0.49184,,0.07,,
AdaBoostRegressor,647_fri_c1_250_10,ok,0.623876,0.60275,,0.06,,
AdaBoostRegressor,648_fri_c1_250_50,ok,0.718687,0.527632,,0.11,,
AdaBoostRegressor,649_fri_c0_500_5,ok,0.686221,0.492266,,0.06,,
AdaBoostRegressor,650_fri_c0_500_50,ok,0.567303,0.609072,,0.11,,
AdaBoostRegressor,651_fri_c0_100_25,ok,0.583504,0.71435,,0.07,,
AdaBoostRegressor,653_fri_c0_250_25,ok,0.722527,0.567216,,0.08,,
AdaBoostRegressor,654_fri_c0_500_10,ok,0.618167,0.629794,,0.07,,
AdaBoostRegressor,656_fri_c1_100_5,ok,0.584583,0.637665,,0.05,,
AdaBoostRegressor,657_fri_c2_250_10,ok,0.753719,0.471079,,0.06,,
AdaBoostRegressor,658_fri_c3_250_25,ok,0.602141,0.662041,,0.08,,
AdaBoostRegressor,659_sleuth_ex1714,ok,0.341412,1637.380418,,0.06,,
AdaBoostRegressor,663_rabe_266,ok,0.962439,9.566354,,0.05,,
AdaBoostRegressor,665_sleuth_case2002,ok,-0.113995,9.014466,,0.05,,
AdaBoostRegressor,666_rmftsa_ladata,ok,0.460106,2.073628,,0.07,,
AdaBoostRegressor,678_visualizing_environmental,ok,0.301809,2.500403,,0.05,,
AdaBoostRegressor,687_sleuth_ex1605,ok,0.467513,10.325806,,0.05,,
AdaBoostRegressor,690_visualizing_galaxy,ok,0.95864,18.912183,,0.06,,
AdaBoostRegressor,695_chatfield_4,ok,0.781197,19.007149,,0.07,,
AdaBoostRegressor,706_sleuth_case1202,ok,0.518288,68.558554,,0.04,,
AdaBoostRegressor,712_chscase_geyser1,ok,0.662353,7.442612,,0.02,,
AdaBoostRegressor,_deprecated_195_auto_price,ok,0.930797,1662.441264,,0.06,,
AdaBoostRegressor,_deprecated_207_autoPrice,ok,0.930797,1662.441264,,0.06,,
AdaBoostRegressor,feynman_III_10_19,ok,0.895464,2.524855,,0.15,,
AdaBoostRegressor,feynman_III_12_43,ok,0.96886,0.150027,,0.13,,
AdaBoostRegressor,feynman_III_13_18,ok,0.570446,210.902027,,0.13,,
AdaBoostRegressor,feynman_III_14_14,ok,0.499337,6.009515,,0.15,,
AdaBoostRegressor,feynman_III_15_12,ok,0.199571,4.822948,,0.23,,
AdaBoostRegressor,feynman_III_15_14,ok,-9.644961,0.032103,,0.15,,
AdaBoostRegressor,feynman_III_15_27,ok,0.681578,1.785582,,0.16,,
AdaBoostRegressor,feynman_III_17_37,ok,0.705424,2.395384,,0.25,,
AdaBoostRegressor,feynman_III_19_51,ok,-0.218217,1.213125,,0.21,,
AdaBoostRegressor,feynman_III_21_20,ok,0.7202,6.085723,,0.2,,
AdaBoostRegressor,feynman_III_4_32,ok,0.661903,3.393829,,0.19,,
AdaBoostRegressor,feynman_III_4_33,ok,0.91716,1.409239,,0.12,,
AdaBoostRegressor,feynman_III_7_38,ok,0.725401,21.666802,,0.12,,
AdaBoostRegressor,feynman_III_8_54,ok,0.012083,0.378073,,0.05,,
AdaBoostRegressor,feynman_III_9_52,ok,0.353387,13.569239,,0.1,,
AdaBoostRegressor,feynman_II_10_9,ok,0.754687,0.110789,,0.13,,
AdaBoostRegressor,feynman_II_11_20,ok,-2.653811,8.739794,,0.24,,
AdaBoostRegressor,feynman_II_11_27,ok,0.780209,0.286404,,0.13,,
AdaBoostRegressor,feynman_II_11_28,ok,0.971097,0.057566,,0.11,,
AdaBoostRegressor,feynman_II_11_3,ok,0.63428,0.090803,,0.18,,
AdaBoostRegressor,feynman_II_13_17,ok,0.454801,0.024695,,0.14,,
AdaBoostRegressor,feynman_II_13_23,ok,0.981641,0.169976,,0.11,,
AdaBoostRegressor,feynman_II_13_34,ok,0.9285,0.539213,,0.2,,
AdaBoostRegressor,feynman_II_15_4,ok,0.814386,2.572522,,0.18,,
AdaBoostRegressor,feynman_II_15_5,ok,0.77458,2.690298,,0.27,,
AdaBoostRegressor,feynman_II_21_32,ok,0.728681,0.023702,,0.19,,
AdaBoostRegressor,feynman_II_24_17,ok,0.942116,0.199177,,0.18,,
AdaBoostRegressor,feynman_II_27_16,ok,0.88447,32.799247,,0.18,,
AdaBoostRegressor,feynman_II_27_18,ok,0.895868,5.940662,,0.28,,
AdaBoostRegressor,feynman_II_2_42,ok,0.821543,3.364024,,0.19,,
AdaBoostRegressor,feynman_II_34_11,ok,0.651072,3.256463,,0.16,,
AdaBoostRegressor,feynman_II_34_2,ok,0.793385,4.359998,,0.12,,
AdaBoostRegressor,feynman_II_34_29a,ok,0.795266,0.083423,,0.13,,
AdaBoostRegressor,feynman_II_34_29b,ok,0.541313,142.654345,,0.16,,
AdaBoostRegressor,feynman_II_34_2a,ok,0.86375,0.191741,,0.14,,
AdaBoostRegressor,feynman_II_35_18,ok,0.780137,0.131988,,0.11,,
AdaBoostRegressor,feynman_II_35_21,ok,0.797752,2.263587,,0.14,,
AdaBoostRegressor,feynman_II_36_38,ok,0.670943,0.526514,,0.34,,
AdaBoostRegressor,feynman_II_37_1,ok,0.834904,11.703686,,0.24,,
AdaBoostRegressor,feynman_II_38_14,ok,0.934972,0.053451,,0.12,,
AdaBoostRegressor,feynman_II_38_3,ok,0.753163,5.229041,,0.18,,
AdaBoostRegressor,feynman_II_3_24,ok,0.889678,0.013449,,0.18,,
AdaBoostRegressor,feynman_II_4_23,ok,0.652669,0.014141,,0.26,,
AdaBoostRegressor,feynman_II_6_11,ok,0.778186,0.010057,,0.14,,
AdaBoostRegressor,feynman_II_6_15a,ok,0.530371,0.269909,,0.13,,
AdaBoostRegressor,feynman_II_6_15b,ok,0.782486,0.016703,,0.18,,
AdaBoostRegressor,feynman_II_8_31,ok,0.922695,3.302607,,0.25,,
AdaBoostRegressor,feynman_II_8_7,ok,0.49448,0.099261,,0.13,,
AdaBoostRegressor,feynman_I_10_7,ok,0.97914,0.17075,,0.09,,
AdaBoostRegressor,feynman_I_11_19,ok,0.682154,4.69074,,0.16,,
AdaBoostRegressor,feynman_I_12_1,ok,0.94471,1.21362,,0.16,,
AdaBoostRegressor,feynman_I_12_11,ok,0.815159,9.234569,,0.21,,
AdaBoostRegressor,feynman_I_12_2,ok,0.432071,0.132966,,0.17,,
AdaBoostRegressor,feynman_I_12_4,ok,0.25936,0.015904,,0.11,,
AdaBoostRegressor,feynman_I_12_5,ok,0.951094,1.012796,,0.11,,
AdaBoostRegressor,feynman_I_13_12,ok,0.697488,5.94518,,0.26,,
AdaBoostRegressor,feynman_I_13_4,ok,0.820067,11.587254,,0.13,,
AdaBoostRegressor,feynman_I_14_3,ok,0.835618,7.570837,,0.16,,
AdaBoostRegressor,feynman_I_14_4,ok,0.966061,2.320017,,0.11,,
AdaBoostRegressor,feynman_I_15_10,ok,0.944569,0.452149,,0.17,,
AdaBoostRegressor,feynman_I_15_3t,ok,0.991422,0.118714,,0.21,,
AdaBoostRegressor,feynman_I_15_3x,ok,0.905953,0.533207,,0.3,,
AdaBoostRegressor,feynman_I_16_6,ok,0.958088,0.257295,,0.19,,
AdaBoostRegressor,feynman_I_18_12,ok,0.838791,2.949758,,0.11,,
AdaBoostRegressor,feynman_I_18_14,ok,0.877278,9.565838,,0.23,,
AdaBoostRegressor,feynman_I_18_4,ok,0.941225,0.215985,,0.09,,
AdaBoostRegressor,feynman_I_24_6,ok,0.783649,6.942304,,0.14,,
AdaBoostRegressor,feynman_I_25_13,ok,0.938636,0.206821,,0.11,,
AdaBoostRegressor,feynman_I_26_2,ok,0.959717,0.109866,,0.16,,
AdaBoostRegressor,feynman_I_27_6,ok,0.915201,0.13064,,0.1,,
AdaBoostRegressor,feynman_I_29_16,ok,0.582381,1.202507,,0.18,,
AdaBoostRegressor,feynman_I_29_4,ok,0.838321,0.434394,,0.23,,
AdaBoostRegressor,feynman_I_30_3,ok,0.526116,1.849123,,0.12,,
AdaBoostRegressor,feynman_I_30_5,ok,0.772681,0.059707,,0.2,,
AdaBoostRegressor,feynman_I_32_17,ok,0.561099,2.759968,,0.17,,
AdaBoostRegressor,feynman_I_32_5,ok,0.102152,0.253045,,0.16,,
AdaBoostRegressor,feynman_I_34_1,ok,0.927863,0.531495,,0.11,,
AdaBoostRegressor,feynman_I_34_14,ok,0.951092,0.323975,,0.22,,
AdaBoostRegressor,feynman_I_34_27,ok,0.938784,0.228566,,0.13,,
AdaBoostRegressor,feynman_I_34_8,ok,0.649116,4.873498,,0.17,,
