dataset,algorithm,status,n_features,r2,rmse,complexity,complexity_unified,seconds,error,expr
1030_ERA,ITEARegressor,ok,4.0,0.4634993573042892,1.355430854321677,2.0,15.0,1832.8,,0.002*id(x_0 * x_1 * x_2) + 0.165*id(x_1) + 2.285
1029_LEV,ITEARegressor,ok,4.0,0.3500458052513066,0.7431023374061543,2.0,15.0,1855.2,,0.421*id(x_1) + 0.035*id(x_0 * x_2 * x_3) + 0.711
1096_FacultySalaries,ITEARegressor,ok,4.0,0.7999213927897187,2.48127298528706,2.0,19.0,2081.8,,0.843*id(x_1 * x_2**-1 * x_3) + 1.871*sin(x_2 * x_3) + 8.648
1089_USCrime,ITEARegressor,ok,13.0,0.4430027067027025,26.404949571716514,2.0,49.0,2471.7,,7337.428*tanh(x_0 * x_3**-1 * x_4**-1 * x_6 * x_12**-1) + 18.394*sin(x_0 * x_1 * x_3 * x_4**-1 * x_5**-1 * x_6 * x_7**-1 * x_9**-1 * x_10) + 107.146
1027_ESL,ITEARegressor,ok,4.0,0.8960895125748504,0.5033640159342787,2.0,21.0,2710.9,,1.038*sqrtabs(x_2 * x_3) + 0.035*id(x_0 * x_1 * x_2**-1 * x_3) + -1.392
1028_SWD,ITEARegressor,ok,10.0,0.4194781278632551,0.561137294649866,2.0,51.0,2865.8,,-0.313*log(x_0 * x_1**-1 * x_2**-1 * x_4**-1 * x_5**-1 * x_8**-1 * x_9**-1) + -1.5*sin(x_0**-1 * x_2**-1 * x_6**-1 * x_7**-1 * x_8) + 3.095
1191_BNG_pbc,ITEARegressor,ok,18.0,-0.0446053547287688,1071.2087760536697,2.0,55.0,2543.5,,211453.383*sqrtabs(x_2**-1 * x_4 * x_5 * x_9 * x_10 * x_12**-1 * x_13**-1 * x_14 * x_15**-1 * x_16**-1 * x_17) + 15.757*sqrtabs(x_2 * x_7 * x_8**-1 * x_10 * x_15 * x_16**-1) + 821.279
1193_BNG_lowbwt,ITEARegressor,ok,9.0,0.5750271912025869,514.8791898327438,2.0,25.0,2085.0,,-2705.387*sqrtabs(x_0 * x_1 * x_2**-1) + -64383.744*cos(x_1**-1 * x_3 * x_4 * x_7) + 67588.52
1196_BNG_pharynx,ITEARegressor,ok,10.0,0.337046675754726,275.92158411829405,2.0,25.0,1927.2,,2434.066*sqrtabs(x_0 * x_4**-1 * x_9) + 1994.041*sqrtabs(x_1 * x_4**-1 * x_6 * x_9) + 428.593
1203_BNG_pwLinear,ITEARegressor,ok,10.0,0.1945951445298908,3.818529075366397,2.0,17.0,1671.9,,-2.407*exp(x_0**-1) + -2.321*tanh(x_0**-1 * x_2) + 3.296
1201_BNG_breastTumor,ITEARegressor,ok,9.0,0.0026730973602289,12.148475468182008,2.0,21.0,1843.6,,11.968*cos(x_4 * x_7 * x_8) + 105.194*sqrtabs(x_0**-1 * x_7 * x_8) + 12.005
1199_BNG_echoMonths,ITEARegressor,ok,9.0,0.3488173017709252,11.419935159070226,2.0,29.0,2069.2,,-105.412*sqrtabs(x_5**-1 * x_6**-1 * x_7**-1 * x_8) + -0.265*sqrtabs(x_0 * x_1 * x_4 * x_5) + 31.402
1595_poker,ITEARegressor,ok,10.0,-0.2521416712927713,1.4553772195409864,2.0,43.0,1796.2,,-17.711*cos(x_0**-1 * x_2**-1 * x_4**-1 * x_6**-1 * x_8**-1) + 0.0*id(x_1 * x_2 * x_3 * x_5 * x_7 * x_8 * x_9**-1) + 18.308
192_vineyard,ITEARegressor,ok,2.0,0.7085210041332093,2.155954865898845,2.0,17.0,1652.7,,-38.234*sqrtabs(x_1**-1) + 9.277*sqrtabs(x_0 * x_1**-1) + 26.272
197_cpu_act,ITEARegressor,ok,21.0,0.9363009029113512,4.7333797036568335,2.0,53.0,1901.2,,-77.181*tanh(x_3 * x_5 * x_15 * x_16 * x_19**-1 * x_20**-1) + -12.865*tanh(x_0 * x_2 * x_3**-1 * x_4 * x_6 * x_7 * x_8**-1 * x_16**-1 * x_17 * x_18 * x_20**-1) + 89.913
210_cloud,ITEARegressor,ok,5.0,0.9366952218646082,0.2883551866452394,2.0,19.0,1572.9,,0.869*sqrtabs(x_2 * x_3) + 0.006*exp(x_2 * x_3 * x_4**-1) + 0.054
215_2dplanes,ITEARegressor,ok,10.0,0.3714464612742709,2.8511745783003937,2.0,13.0,1553.2,,4.806*tanh(x_0**-1) + 2.293*tanh(x_4) + -0.032
218_house_8L,ITEARegressor,ok,8.0,0.1798497784600484,40315.323873253015,2.0,23.0,1659.9,,53218.259*tanh(x_0 * x_1 * x_3) + -32689.577*sin(x_0 * x_1 * x_2 * x_3**-1) + 26951.892
201_pol,ITEARegressor,timeout,,,,,,,wall clock > 3900s,
225_puma8NH,ITEARegressor,ok,8.0,0.1828583031482595,4.959956271880246,2.0,21.0,1962.7,,4.073*tanh(x_1) + 3.589*cos(x_1 * x_3 * x_4 * x_6 * x_7**-1) + -0.687
227_cpu_small,ITEARegressor,ok,12.0,0.9434136381682792,4.461291410238873,2.0,31.0,1887.0,,-1.817*log(x_2 * x_3 * x_4 * x_6 * x_11) + -108.041*tanh(x_2 * x_3 * x_4**-1 * x_6 * x_11**-1) + 145.303
228_elusage,ITEARegressor,ok,2.0,0.5779124064278234,10.511575193056778,2.0,13.0,1505.8,,70.574*log(x_0**-1) + 5.59*cos(x_1) + 322.121
229_pwLinear,ITEARegressor,ok,10.0,0.4986055314545788,2.52108100350707,2.0,13.0,1705.5,,-2.624*exp(x_0**-1) + 1.385*exp(x_4) + 1.991
230_machine_cpu,ITEARegressor,ok,6.0,0.85559845677309,68.50268727004698,2.0,29.0,1788.1,,1.237*sqrtabs(x_0**-1 * x_2 * x_5) + 4.414*id(x_0**-1 * x_1 * x_2**-1 * x_3 * x_5) + 14.414
294_satellite_image,ITEARegressor,ok,36.0,0.536519590033747,0.5427597521689964,2.0,153.0,2250.0,,182359129.3*tanh(x_2**-1 * x_4 * x_5 * x_7**-1 * x_8 * x_10**-1 * x_11**-1 * x_12**-1 * x_13**-1 * x_17 * x_18**-1 * x_19**-1 * x_22**-1 * x_23**-1 * x_24 * x_25 * x_28 * x_29 * x_30**-1 * x_31 * x_33**-1 * x_35**-1) + 6024.887*cos(x_1 * x_3**-1 * x_4 * x_5 * x_6**-1 * x_7**-1 * x_8 * x_10**-1 * x_12**-1 * x_13 * x_14**-1 * x_15**-1 * x_17 * x_19**-1 * x_21 * x_23**-1 * x_24 * x_25 * x_27**-1 * x_29 * x_30**-1 * x_31 * x_33**-1 * x_34 * x_35**-1) + -6022.38
485_analcatdata_vehicle,ITEARegressor,ok,4.0,0.5504981683675472,198.8169423693469,2.0,11.0,1467.6,,-556.337*tanh(x_0) + 409.571*cos(x_2) + 245.849
344_mv,ITEARegressor,ok,10.0,0.9216141058269576,2.5497532546240183,2.0,21.0,2246.2,,1020.531*exp(x_5 * x_9**-1) + -1073.924*exp(x_5 * x_7 * x_9**-1) + 52.386
503_wind,ITEARegressor,ok,14.0,0.608906351356524,2.855957974316563,2.0,53.0,2274.4,,0.004*sqrtabs(x_0 * x_6 * x_7 * x_9**-1 * x_11 * x_12 * x_13) + -2.818*log(x_0**-1 * x_3 * x_4 * x_5**-1 * x_6 * x_9**-1 * x_11**-1 * x_12**-1 * x_13**-1) + -14.96
4544_GeographicalOriginalofMusic,ITEARegressor,timeout,,,,,,,wall clock > 3900s,
519_vinnie,ITEARegressor,error,,,,,,,ValueError: Integers to negative integer powers are not allowed.,
522_pm10,ITEARegressor,ok,7.0,0.0309088833848855,0.8571352541213293,2.0,29.0,2545.3,,-0.841*cos(x_0 * x_3 * x_4**-1 * x_5) + -0.39*cos(x_0**-1 * x_1 * x_4 * x_5**-1) + 3.945
529_pollen,ITEARegressor,ok,4.0,0.7203065593257976,1.9775090458881803,2.0,11.0,1590.4,,-0.968*id(x_0) + -0.471*id(x_3) + 0.072
523_analcatdata_neavote,ITEARegressor,ok,2.0,0.9372651831779903,0.942722922722958,2.0,19.0,1807.8,,-26.479*tanh(x_0**-1 * x_1**-1) + -32.838*tanh(x_0 * x_1) + 36.295
527_analcatdata_election2000,ITEARegressor,ok,14.0,0.98081379715557,15353.67532608074,2.0,51.0,1962.7,,0.922*sqrtabs(x_2 * x_9 * x_10 * x_11**-1 * x_12**-1 * x_13) + 20.774*sqrtabs(x_0 * x_1**-1 * x_2**-1 * x_3**-1 * x_4 * x_6 * x_8 * x_9 * x_11**-1 * x_12) + 536.353
542_pollution,ITEARegressor,ok,15.0,-3.1795731845070687,161.56250430411822,2.0,77.0,2047.8,,-131.613*sqrtabs(x_0**-1 * x_1 * x_2**-1 * x_4 * x_5**-1 * x_6**-1 * x_7 * x_8**-1 * x_9 * x_10**-1 * x_12**-1 * x_14) + 0.02*sqrtabs(x_0 * x_2 * x_3 * x_4**-1 * x_5 * x_6 * x_7 * x_9**-1 * x_10 * x_11 * x_12**-1 * x_14**-1) + 750.771
537_houses,ITEARegressor,ok,8.0,0.8771870364786271,33678.67718195562,2.0,37.0,2170.9,,-139113.229*cos(x_0 * x_4**-1 * x_5) + -126042.006*cos(x_0**-1 * x_1 * x_2**-1 * x_3**-1 * x_4 * x_5 * x_6**-1) + 347461.46
547_no2,ITEARegressor,ok,7.0,0.6581903701376197,0.3696765764459853,2.0,13.0,2179.0,,-3.688*sqrtabs(x_2) + 1.172*sqrtabs(x_0 * x_2) + 4.659
556_analcatdata_apnea2,ITEARegressor,ok,3.0,0.1144707015034504,3113.431635394434,2.0,13.0,1934.4,,13452.582*tanh(x_0**-1) + -5683.565*cos(x_0) + -7266.143
557_analcatdata_apnea1,ITEARegressor,ok,3.0,0.1023115714341197,3027.617978514837,2.0,13.0,1995.6,,-5720.706*cos(x_0) + 13426.11*tanh(x_0**-1) + -7245.368
505_tecator,ITEARegressor,timeout,,,,,,,wall clock > 3900s,
561_cpu,ITEARegressor,ok,7.0,0.994610927261416,13.277621338347368,2.0,21.0,2011.8,,0.011*sqrtabs(x_1**-1 * x_2 * x_3 * x_6) + 0.0*id(x_3 * x_4) + 29.083
560_bodyfat,ITEARegressor,ok,14.0,0.8160228604055269,3.1286389263105607,2.0,37.0,2418.5,,468.715*log(x_0**-1) + 26617295.802*exp(x_0**-1 * x_3**-1 * x_4**-1 * x_5**-1 * x_6**-1 * x_9 * x_13**-1) + -26617254.589
562_cpu_small,ITEARegressor,ok,12.0,0.8505453682223341,7.250357069493781,2.0,47.0,2401.3,,-0.505*sqrtabs(x_0 * x_2 * x_4 * x_5 * x_7 * x_8**-1 * x_9**-1 * x_11**-1) + -2.365*log(x_3 * x_4**-1 * x_5 * x_9 * x_10**-1 * x_11**-1) + 41.959
564_fried,ITEARegressor,ok,10.0,0.306463487675314,3.827656877263151,2.0,31.0,2504.3,,2.219*log(x_0 * x_1 * x_3 * x_4) + 0.406*sqrtabs(x_1 * x_2**-1 * x_3 * x_4**-1 * x_6**-1) + 21.916
573_cpu_act,ITEARegressor,ok,21.0,0.6273092606080737,11.449301889911114,2.0,67.0,2420.2,,-88.164*tanh(x_0 * x_2 * x_3**-1 * x_4 * x_5 * x_6 * x_14 * x_15 * x_16**-1 * x_19**-1 * x_20**-1) + 6.836*cos(x_0 * x_1 * x_2 * x_4 * x_5**-1 * x_6 * x_8**-1 * x_10 * x_14 * x_16 * x_18 * x_19 * x_20) + 82.373
574_house_16H,ITEARegressor,error,,,,,,,ValueError: Input contains NaN.,
579_fri_c0_250_5,ITEARegressor,ok,5.0,0.2470183463499058,0.7493659619229415,2.0,11.0,1953.3,,0.548*id(x_3) + 0.3*exp(x_4) + -0.416
581_fri_c3_500_25,ITEARegressor,timeout,,,,,,,wall clock > 3900s,
582_fri_c1_500_25,ITEARegressor,ok,25.0,-0.346628099509418,1.1704276078852396,2.0,111.0,3889.8,,-0.507*cos(x_2**-1 * x_3**-1 * x_4**-1 * x_6 * x_9 * x_12**-1 * x_13**-1 * x_14 * x_15 * x_16 * x_17 * x_18**-1 * x_19**-1 * x_20**-1 * x_22**-1 * x_23**-1 * x_24**-1) + 0.012*sqrtabs(x_0**-1 * x_1**-1 * x_2 * x_3 * x_4**-1 * x_6**-1 * x_8**-1 * x_9**-1 * x_13 * x_14**-1 * x_17 * x_19 * x_20**-1 * x_21 * x_23**-1) + -0.154
583_fri_c1_1000_50,ITEARegressor,timeout,,,,,,,wall clock > 3900s,
584_fri_c4_500_25,ITEARegressor,timeout,,,,,,,wall clock > 3900s,
586_fri_c3_1000_25,ITEARegressor,timeout,,,,,,,wall clock > 3900s,
588_fri_c4_1000_100,ITEARegressor,timeout,,,,,,,wall clock > 3900s,
591_fri_c1_100_10,ITEARegressor,ok,10.0,0.4462428422715158,0.6955181211656161,2.0,19.0,2094.8,,-0.504*tanh(x_4 * x_7**-1 * x_8) + -0.855*tanh(x_1**-1) + 0.135
