algorithm,dataset,status,n_features,n_rows,r2,rmse,complexity,seconds,error,expression
ITEARegressor,1027_ESL,ok,4.0,488.0,0.8628662486033717,0.5244790662134307,18.0,43.320677280426025,,-1.9283850335278263 + 8.912706137244768e-2*Sqrt(Abs(in1*in2*in3*in4)) + 1.915760978095525*Sqrt(Abs(in4))
ITEARegressor,1028_SWD,ok,10.0,1000.0,0.4471134073905958,0.5899902986671892,34.0,57.078993797302246,,2.1138032204032027 + -0.288415266560643*Log(In2**(-1)*In3**(-1)*In4*In5**(-1)*In6**(-1)*In7**(-1)*In8**(-1)) + 0.2815696224652113*Sqrt(Abs(In4*In9*In10))
ITEARegressor,1029_LEV,ok,4.0,1000.0,0.4425871306281217,0.7076201030272076,9.0,23.720929861068726,,0.6343968777477403 + 8.433489993201969e-2*(In1*In3) + 0.42461010064496824*(In2)
ITEARegressor,1030_ERA,ok,4.0,1000.0,0.3366495495984487,1.6325875503976603,10.0,18.08521795272827,,2.522324416523651 + 9.353475886284015e-3*(in3*in4) + 2.5000668396876438e-2*(in1*in2)
ITEARegressor,1089_USCrime,ok,13.0,47.0,0.7097412760568562,19.62146766676749,29.0,31.93345069885254,,439.3821696487663 + -47.7752090073769*Tanh(Ed*EAge**(-1)*LF**(-1)*N**(-1)*NW**(-1)*U1*W) + -457.5043887839892*Sin(M**(-1)*W)
ITEARegressor,1096_FacultySalaries,ok,4.0,50.0,0.9095163521580147,1.0321896952324447,19.0,27.300400257110596,,46.219006464399044 + -8.208929522948216*Exp(average_salary**(-1)*full_prof_salary) + 5.5438293689409786e-2*Sqrt(Abs(average_salary*full_prof_salary*assoc_prof_salary))
ITEARegressor,1191_BNG_pbc,ok,18.0,1000000.0,0.23485734321250806,965.2282500910444,20.0,24606.671100854874,,1291.4680226806634 + 4.749152792657007*Sqrt(Abs(Z4*Z5*Z10*Z15*Z16*Z17)) + 18.903033517801607*Exp(D*Z10)
ITEARegressor,1193_BNG_lowbwt,ok,9.0,31104.0,0.5588306743710935,482.82055608600564,16.0,341.5310823917389,,3152.6716473857264 + -1103.0640196988127*Tanh(LOW*AGE**(-1)*LWT) + 0.9000560832750462*(LWT*RACE*UI)
ITEARegressor,1196_BNG_pharynx,ok,10.0,1000000.0,0.4180414653653811,318.0033788232055,12.0,8175.652658224106,,472.8864618241275 + -200.62998264407952*Tanh(Age*Condition) + 705.8851474574368*Tanh(Status)
ITEARegressor,1199_BNG_echoMonths,ok,9.0,17496.0,0.42702859770568147,12.142594407616667,26.0,315.6555950641632,,29.160996606833837 + -1.8295488158426219*Sqrt(Abs(still_alive*age*wall_index)) + -0.5865224167770267*Sqrt(Abs(age*epss*lvdd**(-1)*wall_index**(-1)*alive_at_1))
