algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
KernelRidge,1027_ESL,ok,-10.238491,5.328501,,0.01,,
KernelRidge,1028_SWD,ok,-21.364554,3.994915,,0.01,,
KernelRidge,1029_LEV,ok,-2.783463,1.769518,,0.01,,
KernelRidge,1030_ERA,ok,-5.833029,4.741378,,0.01,,
KernelRidge,1089_USCrime,ok,-24.829308,185.095233,,0.01,,
KernelRidge,1096_FacultySalaries,ok,-160.498529,43.607256,,0.01,,
KernelRidge,1191_BNG_pbc,ok,-3.832581,2047.62082,,0.01,,
KernelRidge,1193_BNG_lowbwt,ok,-18.16288,2950.044902,,0.0,,
KernelRidge,1196_BNG_pharynx,ok,-1.975016,715.550491,,0.01,,
KernelRidge,1199_BNG_echoMonths,ok,-1.661267,25.052664,,0.0,,
KernelRidge,1201_BNG_breastTumor,ok,-4.127455,26.937785,,0.0,,
KernelRidge,1203_BNG_pwLinear,ok,0.494063,3.10926,,0.01,,
KernelRidge,1595_poker,ok,-0.571781,1.55075,,0.01,,
KernelRidge,192_vineyard,ok,-12.372158,18.059735,,0.0,,
KernelRidge,197_cpu_act,ok,-175.739328,84.175291,,0.0,,
KernelRidge,201_pol,ok,-0.300273,52.254882,,0.0,,
KernelRidge,210_cloud,ok,-0.075397,1.273391,,0.01,,
KernelRidge,215_2dplanes,ok,0.676921,2.45693,,0.01,,
KernelRidge,218_house_8L,ok,-1.457766,55204.785544,,0.0,,
KernelRidge,225_puma8NH,ok,0.163911,5.148319,,0.01,,
KernelRidge,227_cpu_small,ok,-180.406477,85.279456,,0.02,,
KernelRidge,228_elusage,ok,-2.480269,41.559853,,0.01,,
KernelRidge,229_pwLinear,ok,0.768669,1.996784,,0.01,,
KernelRidge,230_machine_cpu,ok,-0.661822,137.222436,,0.0,,
KernelRidge,294_satellite_image,ok,-10.139248,3.64145,,0.01,,
KernelRidge,344_mv,ok,0.304882,9.010078,,0.01,,
KernelRidge,4544_GeographicalOriginalofMusic,ok,0.663289,0.546065,,0.01,,
KernelRidge,485_analcatdata_vehicle,ok,-1.216284,423.482507,,0.0,,
KernelRidge,503_wind,ok,-4.295845,13.620709,,0.01,,
KernelRidge,505_tecator,ok,-0.861897,17.217501,,0.01,,
KernelRidge,519_vinnie,ok,-3.652656,6.030507,,0.0,,
KernelRidge,522_pm10,ok,-18.029884,3.49844,,0.01,,
KernelRidge,523_analcatdata_neavote,ok,-1.341944,5.668793,,0.01,,
KernelRidge,527_analcatdata_election2000,ok,0.777349,53299.733124,,0.0,,
KernelRidge,529_pollen,ok,0.64952,1.634476,,0.01,,
KernelRidge,537_houses,ok,-3.236515,212836.176147,,0.01,,
KernelRidge,542_pollution,ok,-241.672491,951.561533,,0.0,,
KernelRidge,547_no2,ok,-21.157962,3.750802,,0.0,,
KernelRidge,556_analcatdata_apnea2,ok,-0.09209,2483.832796,,0.01,,
KernelRidge,557_analcatdata_apnea1,ok,-0.064823,2062.087096,,0.01,,
KernelRidge,560_bodyfat,ok,-6.007014,18.650547,,0.0,,
KernelRidge,561_cpu,ok,-1.223229,124.528865,,0.01,,
KernelRidge,562_cpu_small,ok,-180.406477,85.279456,,0.0,,
KernelRidge,564_fried,ok,-5.014912,14.167959,,0.01,,
KernelRidge,573_cpu_act,ok,-175.739328,84.175291,,0.01,,
