algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
MLPRegressor,1027_ESL,ok,0.879596,0.551532,,0.05,,
MLPRegressor,1028_SWD,ok,0.390061,0.659737,,0.1,,
MLPRegressor,1029_LEV,ok,0.714976,0.485681,,0.09,,
MLPRegressor,1030_ERA,ok,0.085979,1.734107,,0.09,,
MLPRegressor,1089_USCrime,ok,0.780375,17.06789,,0.05,,
MLPRegressor,1096_FacultySalaries,ok,0.763943,1.667182,,0.02,,
MLPRegressor,1191_BNG_pbc,ok,-0.102233,977.905156,,0.11,,
MLPRegressor,1193_BNG_lowbwt,ok,0.432057,507.867617,,0.1,,
MLPRegressor,1196_BNG_pharynx,ok,0.239745,361.722378,,0.1,,
MLPRegressor,1199_BNG_echoMonths,ok,0.500074,10.858322,,0.1,,
MLPRegressor,1201_BNG_breastTumor,ok,0.065807,11.498183,,0.09,,
MLPRegressor,1203_BNG_pwLinear,ok,0.410083,3.357409,,0.1,,
MLPRegressor,1595_poker,ok,-0.746748,1.634786,,0.1,,
MLPRegressor,192_vineyard,ok,0.74168,2.510094,,0.06,,
MLPRegressor,197_cpu_act,ok,0.351284,5.099707,,0.08,,
MLPRegressor,201_pol,ok,0.528631,31.462292,,0.11,,
MLPRegressor,210_cloud,ok,0.939402,0.302277,,0.07,,
MLPRegressor,215_2dplanes,ok,0.880295,1.495531,,0.1,,
MLPRegressor,218_house_8L,ok,0.542044,23829.692381,,0.1,,
MLPRegressor,225_puma8NH,ok,0.245055,4.892116,,0.09,,
MLPRegressor,227_cpu_small,ok,0.206256,5.641027,,0.09,,
MLPRegressor,228_elusage,ok,0.750344,11.131103,,0.04,,
MLPRegressor,229_pwLinear,ok,0.820605,1.758408,,0.1,,
MLPRegressor,230_machine_cpu,ok,0.893102,34.803065,,0.08,,
MLPRegressor,294_satellite_image,ok,0.820518,0.462229,,0.11,,
MLPRegressor,344_mv,ok,0.959513,2.174477,,0.08,,
MLPRegressor,4544_GeographicalOriginalofMusic,ok,0.437193,0.705985,,1.29,,
MLPRegressor,485_analcatdata_vehicle,ok,0.613861,176.764356,,0.06,,
MLPRegressor,503_wind,ok,0.70916,3.191974,,0.1,,
MLPRegressor,505_tecator,ok,0.937394,3.157199,,1.06,,
MLPRegressor,519_vinnie,ok,0.769304,1.342836,,0.05,,
MLPRegressor,522_pm10,ok,-0.001579,0.8026,,0.09,,
MLPRegressor,523_analcatdata_neavote,ok,0.916509,1.07034,,0.02,,
MLPRegressor,527_analcatdata_election2000,ok,0.804853,49899.193194,,0.02,,
MLPRegressor,529_pollen,ok,0.608523,1.727429,,0.09,,
MLPRegressor,537_houses,ok,0.499564,73150.192619,,0.09,,
MLPRegressor,542_pollution,ok,0.137222,56.738267,,0.07,,
MLPRegressor,547_no2,ok,0.590356,0.509991,,0.1,,
MLPRegressor,556_analcatdata_apnea2,ok,0.071104,2290.745611,,0.09,,
MLPRegressor,557_analcatdata_apnea1,ok,0.048335,1949.442165,,0.09,,
MLPRegressor,560_bodyfat,ok,0.926667,1.907983,,0.09,,
MLPRegressor,561_cpu,ok,0.924503,22.947967,,0.05,,
MLPRegressor,562_cpu_small,ok,0.206256,5.641027,,0.1,,
MLPRegressor,564_fried,ok,0.873217,2.05695,,0.1,,
MLPRegressor,573_cpu_act,ok,0.351284,5.099707,,0.08,,
MLPRegressor,574_house_16H,ok,-0.774064,46901.969412,,0.1,,
MLPRegressor,579_fri_c0_250_5,ok,0.760932,0.493859,,0.1,,
MLPRegressor,581_fri_c3_500_25,ok,0.228372,0.99282,,0.11,,
MLPRegressor,582_fri_c1_500_25,ok,-0.243364,1.037122,,0.11,,
MLPRegressor,583_fri_c1_1000_50,ok,-0.272144,1.117297,,0.07,,
MLPRegressor,584_fri_c4_500_25,ok,-0.301778,1.063922,,0.1,,
MLPRegressor,586_fri_c3_1000_25,ok,-0.493405,1.166176,,0.1,,
MLPRegressor,588_fri_c4_1000_100,ok,-0.569787,1.082149,,0.04,,
MLPRegressor,589_fri_c2_1000_25,ok,0.112398,0.918583,,0.11,,
MLPRegressor,590_fri_c0_1000_50,ok,0.234848,0.870485,,0.05,,
MLPRegressor,591_fri_c1_100_10,ok,0.149422,0.921083,,0.07,,
MLPRegressor,592_fri_c4_1000_25,ok,-0.500665,1.287592,,0.11,,
MLPRegressor,593_fri_c1_1000_10,ok,0.24695,0.778899,,0.1,,
MLPRegressor,594_fri_c2_100_5,ok,0.619343,0.637529,,0.06,,
MLPRegressor,595_fri_c0_1000_10,ok,0.656787,0.578089,,0.1,,
MLPRegressor,596_fri_c2_250_5,ok,0.63766,0.651493,,0.09,,
MLPRegressor,597_fri_c2_500_5,ok,0.532731,0.728026,,0.09,,
MLPRegressor,598_fri_c0_1000_25,ok,0.267695,0.817762,,0.08,,
MLPRegressor,599_fri_c2_1000_5,ok,0.41328,0.801897,,0.09,,
MLPRegressor,601_fri_c1_250_5,ok,0.568145,0.649163,,0.09,,
MLPRegressor,602_fri_c3_250_10,ok,0.25133,0.874881,,0.09,,
MLPRegressor,603_fri_c0_250_50,ok,0.109193,0.838262,,0.06,,
MLPRegressor,604_fri_c4_500_10,ok,0.474518,0.788642,,0.1,,
MLPRegressor,605_fri_c2_250_25,ok,-0.124247,1.058843,,0.1,,
MLPRegressor,606_fri_c2_1000_10,ok,0.350704,0.803237,,0.1,,
MLPRegressor,607_fri_c4_1000_50,ok,0.051442,1.204907,,0.06,,
MLPRegressor,608_fri_c3_1000_10,ok,0.402972,0.73995,,0.09,,
MLPRegressor,609_fri_c0_1000_5,ok,0.880803,0.340756,,0.1,,
MLPRegressor,611_fri_c3_100_5,ok,0.539311,0.718353,,0.06,,
MLPRegressor,612_fri_c1_1000_5,ok,0.473208,0.734176,,0.09,,
MLPRegressor,613_fri_c3_250_5,ok,0.488231,0.597103,,0.09,,
MLPRegressor,615_fri_c4_250_10,ok,0.305289,0.726069,,0.1,,
MLPRegressor,616_fri_c4_500_50,ok,-0.360429,1.206694,,0.06,,
MLPRegressor,617_fri_c3_500_5,ok,0.502626,0.589519,,0.09,,
MLPRegressor,618_fri_c3_1000_50,ok,-0.164034,0.959567,,0.06,,
MLPRegressor,620_fri_c1_1000_25,ok,-0.022045,1.079215,,0.1,,
MLPRegressor,621_fri_c0_100_10,ok,0.718807,0.544999,,0.08,,
MLPRegressor,622_fri_c2_1000_50,ok,-0.428317,1.141481,,0.06,,
MLPRegressor,623_fri_c4_1000_10,ok,0.138443,0.731214,,0.1,,
MLPRegressor,624_fri_c0_100_5,ok,0.747009,0.484097,,0.07,,
MLPRegressor,626_fri_c2_500_50,ok,-0.303733,1.045804,,0.06,,
MLPRegressor,627_fri_c2_500_10,ok,0.05768,0.8528,,0.1,,
MLPRegressor,628_fri_c3_1000_5,ok,0.631985,0.619654,,0.09,,
MLPRegressor,631_fri_c1_500_5,ok,0.236754,0.809845,,0.09,,
MLPRegressor,633_fri_c0_500_25,ok,0.267281,0.779356,,0.08,,
MLPRegressor,634_fri_c2_100_10,ok,0.479415,0.706959,,0.08,,
MLPRegressor,635_fri_c0_250_10,ok,0.681811,0.503484,,0.1,,
MLPRegressor,637_fri_c1_500_50,ok,0.193294,0.829234,,0.06,,
MLPRegressor,641_fri_c1_500_10,ok,0.23557,0.973565,,0.09,,
MLPRegressor,643_fri_c2_500_25,ok,0.139198,0.920308,,0.11,,
MLPRegressor,644_fri_c4_250_25,ok,-0.393228,1.060384,,0.1,,
MLPRegressor,645_fri_c3_500_50,ok,-0.030591,0.797818,,0.06,,
MLPRegressor,646_fri_c3_500_10,ok,0.126094,0.762177,,0.09,,
MLPRegressor,647_fri_c1_250_10,ok,-0.017941,0.991592,,0.1,,
MLPRegressor,648_fri_c1_250_50,ok,0.100688,0.94339,,0.07,,
MLPRegressor,649_fri_c0_500_5,ok,0.813144,0.379875,,0.09,,
MLPRegressor,650_fri_c0_500_50,ok,0.378046,0.730224,,0.06,,
MLPRegressor,651_fri_c0_100_25,ok,0.553246,0.739844,,0.05,,
MLPRegressor,653_fri_c0_250_25,ok,0.601884,0.679428,,0.09,,
MLPRegressor,654_fri_c0_500_10,ok,0.758852,0.500499,,0.09,,
MLPRegressor,656_fri_c1_100_5,ok,0.389417,0.773077,,0.07,,
MLPRegressor,657_fri_c2_250_10,ok,0.432114,0.715334,,0.1,,
MLPRegressor,658_fri_c3_250_25,ok,0.248885,0.909648,,0.11,,
MLPRegressor,659_sleuth_ex1714,ok,0.453926,1490.967797,,0.06,,
MLPRegressor,663_rabe_266,ok,0.992199,4.359709,,0.05,,
MLPRegressor,665_sleuth_case2002,ok,0.359234,6.836726,,0.08,,
MLPRegressor,666_rmftsa_ladata,ok,0.588938,1.809381,,0.09,,
MLPRegressor,678_visualizing_environmental,ok,0.418505,2.281897,,0.07,,
MLPRegressor,687_sleuth_ex1605,ok,0.449308,10.50083,,0.07,,
MLPRegressor,690_visualizing_galaxy,ok,0.945426,21.724344,,0.06,,
MLPRegressor,695_chatfield_4,ok,0.791471,18.555536,,0.09,,
MLPRegressor,706_sleuth_case1202,ok,0.613271,61.428714,,0.07,,
MLPRegressor,712_chscase_geyser1,ok,0.738315,6.552141,,0.05,,
MLPRegressor,_deprecated_195_auto_price,ok,0.923596,1746.803864,,0.08,,
MLPRegressor,_deprecated_207_autoPrice,ok,0.923596,1746.803864,,0.09,,
MLPRegressor,feynman_III_10_19,ok,0.996045,0.491082,,0.1,,
MLPRegressor,feynman_III_12_43,ok,0.993582,0.068108,,0.19,,
MLPRegressor,feynman_III_13_18,ok,0.951052,71.193637,,0.18,,
MLPRegressor,feynman_III_14_14,ok,0.8593,3.185772,,0.28,,
MLPRegressor,feynman_III_15_12,ok,0.288703,4.546494,,0.39,,
MLPRegressor,feynman_III_15_14,ok,0.567576,0.00647,,0.13,,
MLPRegressor,feynman_III_15_27,ok,0.87142,1.134658,,0.2,,
MLPRegressor,feynman_III_17_37,ok,0.839451,1.768398,,0.39,,
MLPRegressor,feynman_III_19_51,ok,0.606526,0.689447,,0.21,,
MLPRegressor,feynman_III_21_20,ok,0.93448,2.944924,,0.17,,
MLPRegressor,feynman_III_4_32,ok,0.901355,1.833191,,0.2,,
MLPRegressor,feynman_III_4_33,ok,0.99426,0.370965,,0.22,,
MLPRegressor,feynman_III_7_38,ok,0.944667,9.726038,,0.16,,
MLPRegressor,feynman_III_8_54,ok,-0.079857,0.395274,,0.23,,
MLPRegressor,feynman_III_9_52,ok,0.683374,9.495264,,0.17,,
MLPRegressor,feynman_II_10_9,ok,0.959575,0.044974,,0.29,,
MLPRegressor,feynman_II_11_20,ok,0.791763,2.086445,,0.23,,
MLPRegressor,feynman_II_11_27,ok,0.9916,0.055991,,0.17,,
MLPRegressor,feynman_II_11_28,ok,0.986129,0.03988,,0.2,,
MLPRegressor,feynman_II_11_3,ok,0.909125,0.045264,,0.17,,
MLPRegressor,feynman_II_13_17,ok,0.776667,0.015805,,0.37,,
MLPRegressor,feynman_II_13_23,ok,0.987641,0.139465,,0.12,,
MLPRegressor,feynman_II_13_34,ok,0.988453,0.216687,,0.15,,
MLPRegressor,feynman_II_15_4,ok,0.845206,2.349258,,0.2,,
MLPRegressor,feynman_II_15_5,ok,0.852179,2.178578,,0.16,,
MLPRegressor,feynman_II_21_32,ok,0.8716,0.016305,,0.23,,
MLPRegressor,feynman_II_24_17,ok,0.990187,0.08201,,0.08,,
MLPRegressor,feynman_II_27_16,ok,0.973497,15.70945,,0.12,,
MLPRegressor,feynman_II_27_18,ok,0.991198,1.727142,,0.21,,
MLPRegressor,feynman_II_2_42,ok,0.962147,1.549333,,0.16,,
MLPRegressor,feynman_II_34_11,ok,0.874003,1.956855,,0.35,,
MLPRegressor,feynman_II_34_2,ok,0.986484,1.115155,,0.18,,
MLPRegressor,feynman_II_34_29a,ok,0.976818,0.028071,,0.18,,
MLPRegressor,feynman_II_34_29b,ok,0.959166,42.563693,,0.19,,
MLPRegressor,feynman_II_34_2a,ok,0.971386,0.087869,,0.18,,
MLPRegressor,feynman_II_35_18,ok,0.965117,0.052573,,0.36,,
MLPRegressor,feynman_II_35_21,ok,0.979725,0.716701,,0.17,,
MLPRegressor,feynman_II_36_38,ok,0.925375,0.250736,,0.28,,
MLPRegressor,feynman_II_37_1,ok,0.984301,3.609013,,0.11,,
MLPRegressor,feynman_II_38_14,ok,0.983082,0.027263,,0.14,,
MLPRegressor,feynman_II_38_3,ok,0.984057,1.328934,,0.18,,
MLPRegressor,feynman_II_3_24,ok,0.872615,0.014451,,0.22,,
MLPRegressor,feynman_II_4_23,ok,0.914076,0.007033,,0.17,,
MLPRegressor,feynman_II_6_11,ok,0.913329,0.006286,,0.3,,
MLPRegressor,feynman_II_6_15a,ok,0.679054,0.223129,,0.17,,
MLPRegressor,feynman_II_6_15b,ok,0.762906,0.017439,,0.16,,
MLPRegressor,feynman_II_8_31,ok,0.989321,1.227472,,0.16,,
MLPRegressor,feynman_II_8_7,ok,0.641374,0.083605,,0.55,,
MLPRegressor,feynman_I_10_7,ok,0.985506,0.142332,,0.1,,
MLPRegressor,feynman_I_11_19,ok,0.97497,1.316314,,0.24,,
MLPRegressor,feynman_I_12_1,ok,0.995021,0.364197,,0.13,,
MLPRegressor,feynman_I_12_11,ok,0.929456,5.704894,,0.21,,
MLPRegressor,feynman_I_12_2,ok,0.621266,0.108583,,0.35,,
MLPRegressor,feynman_I_12_4,ok,0.901328,0.005805,,0.32,,
MLPRegressor,feynman_I_12_5,ok,0.996007,0.289409,,0.17,,
MLPRegressor,feynman_I_13_12,ok,0.860519,4.036924,,0.45,,
