algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
MLPRegressor,1027_ESL,ok,0.879624,0.551468,,0.08,,
MLPRegressor,1028_SWD,ok,0.390048,0.659744,,0.15,,
MLPRegressor,1029_LEV,ok,0.714934,0.485716,,0.1,,
MLPRegressor,1030_ERA,ok,0.085777,1.734299,,0.1,,
MLPRegressor,1089_USCrime,ok,0.780175,17.075656,,0.07,,
MLPRegressor,1096_FacultySalaries,ok,0.763986,1.66703,,0.03,,
MLPRegressor,1191_BNG_pbc,ok,-0.101953,977.780607,,0.17,,
MLPRegressor,1193_BNG_lowbwt,ok,0.432046,507.8725,,0.09,,
MLPRegressor,1196_BNG_pharynx,ok,0.24051,361.540189,,0.11,,
MLPRegressor,1199_BNG_echoMonths,ok,0.499808,10.861204,,0.09,,
MLPRegressor,1201_BNG_breastTumor,ok,0.064401,11.506836,,0.09,,
MLPRegressor,1203_BNG_pwLinear,ok,0.409392,3.359373,,0.11,,
MLPRegressor,1595_poker,ok,-0.74702,1.634913,,0.11,,
MLPRegressor,192_vineyard,ok,0.741763,2.509691,,0.06,,
MLPRegressor,197_cpu_act,ok,0.351826,5.097579,,0.08,,
MLPRegressor,201_pol,ok,0.530209,31.409554,,0.12,,
MLPRegressor,210_cloud,ok,0.939379,0.302337,,0.11,,
MLPRegressor,215_2dplanes,ok,0.880395,1.494903,,0.11,,
MLPRegressor,218_house_8L,ok,0.542347,23821.794768,,0.1,,
MLPRegressor,225_puma8NH,ok,0.245564,4.890468,,0.16,,
MLPRegressor,227_cpu_small,ok,0.206759,5.63924,,0.14,,
MLPRegressor,228_elusage,ok,0.750072,11.137167,,0.05,,
MLPRegressor,229_pwLinear,ok,0.821653,1.753263,,0.16,,
MLPRegressor,230_machine_cpu,ok,0.893138,34.797276,,0.08,,
MLPRegressor,294_satellite_image,ok,0.822409,0.459787,,0.18,,
MLPRegressor,344_mv,ok,0.959442,2.176387,,0.1,,
MLPRegressor,4544_GeographicalOriginalofMusic,ok,0.437093,0.706048,,2.38,,
MLPRegressor,485_analcatdata_vehicle,ok,0.613752,176.789197,,0.06,,
MLPRegressor,503_wind,ok,0.709211,3.191693,,0.11,,
MLPRegressor,505_tecator,ok,0.937387,3.157356,,0.95,,
MLPRegressor,519_vinnie,ok,0.769214,1.343099,,0.06,,
MLPRegressor,522_pm10,ok,-0.001338,0.802503,,0.22,,
MLPRegressor,523_analcatdata_neavote,ok,0.91656,1.070014,,0.05,,
MLPRegressor,527_analcatdata_election2000,ok,0.804942,49887.746604,,0.02,,
MLPRegressor,529_pollen,ok,0.608283,1.727959,,0.16,,
MLPRegressor,537_houses,ok,0.499592,73148.114393,,0.21,,
MLPRegressor,542_pollution,ok,0.13792,56.715309,,0.07,,
MLPRegressor,547_no2,ok,0.59047,0.50992,,0.1,,
MLPRegressor,556_analcatdata_apnea2,ok,0.071095,2290.756541,,0.12,,
MLPRegressor,557_analcatdata_apnea1,ok,0.047899,1949.889508,,0.13,,
MLPRegressor,560_bodyfat,ok,0.926291,1.912865,,0.09,,
MLPRegressor,561_cpu,ok,0.924583,22.935777,,0.07,,
MLPRegressor,562_cpu_small,ok,0.206759,5.63924,,0.1,,
MLPRegressor,564_fried,ok,0.873335,2.055987,,0.17,,
MLPRegressor,573_cpu_act,ok,0.351826,5.097579,,0.13,,
MLPRegressor,574_house_16H,ok,-0.777446,46946.654029,,0.1,,
MLPRegressor,579_fri_c0_250_5,ok,0.760806,0.493989,,0.15,,
MLPRegressor,581_fri_c3_500_25,ok,0.228243,0.992903,,0.14,,
MLPRegressor,582_fri_c1_500_25,ok,-0.242445,1.036739,,0.11,,
MLPRegressor,583_fri_c1_1000_50,ok,-0.270934,1.116766,,0.09,,
MLPRegressor,584_fri_c4_500_25,ok,-0.30175,1.063911,,0.12,,
MLPRegressor,586_fri_c3_1000_25,ok,-0.495165,1.166863,,0.1,,
MLPRegressor,588_fri_c4_1000_100,ok,-0.569168,1.081936,,0.07,,
MLPRegressor,589_fri_c2_1000_25,ok,0.112263,0.918653,,0.17,,
MLPRegressor,590_fri_c0_1000_50,ok,0.235135,0.870322,,0.06,,
MLPRegressor,592_fri_c4_1000_25,ok,-0.500646,1.287584,,0.13,,
MLPRegressor,593_fri_c1_1000_10,ok,0.24613,0.779323,,0.21,,
MLPRegressor,595_fri_c0_1000_10,ok,0.65663,0.578221,,0.17,,
MLPRegressor,596_fri_c2_250_5,ok,0.637734,0.651427,,0.16,,
MLPRegressor,597_fri_c2_500_5,ok,0.532478,0.728224,,0.12,,
MLPRegressor,598_fri_c0_1000_25,ok,0.267262,0.818004,,0.09,,
MLPRegressor,599_fri_c2_1000_5,ok,0.412448,0.802466,,0.16,,
MLPRegressor,601_fri_c1_250_5,ok,0.568193,0.649127,,0.09,,
MLPRegressor,602_fri_c3_250_10,ok,0.252329,0.874297,,0.14,,
MLPRegressor,603_fri_c0_250_50,ok,0.109767,0.837991,,0.09,,
MLPRegressor,604_fri_c4_500_10,ok,0.475081,0.78822,,0.16,,
MLPRegressor,605_fri_c2_250_25,ok,-0.12368,1.058576,,0.14,,
MLPRegressor,606_fri_c2_1000_10,ok,0.351625,0.802667,,0.23,,
MLPRegressor,607_fri_c4_1000_50,ok,0.051276,1.205012,,0.06,,
MLPRegressor,608_fri_c3_1000_10,ok,0.402831,0.740037,,0.31,,
MLPRegressor,609_fri_c0_1000_5,ok,0.880724,0.34087,,0.09,,
MLPRegressor,611_fri_c3_100_5,ok,0.539088,0.718528,,0.08,,
