algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
MLPRegressor,1027_ESL,ok,0.879873,0.550897,,0.06,,
MLPRegressor,1028_SWD,ok,0.391629,0.658888,,0.1,,
MLPRegressor,1029_LEV,ok,0.715218,0.485475,,0.09,,
MLPRegressor,1030_ERA,ok,0.086158,1.733938,,0.09,,
MLPRegressor,1089_USCrime,ok,0.779323,17.108708,,0.05,,
MLPRegressor,1096_FacultySalaries,ok,0.764341,1.665777,,0.02,,
MLPRegressor,1191_BNG_pbc,ok,-0.102915,978.207356,,0.1,,
MLPRegressor,1193_BNG_lowbwt,ok,0.432552,507.646155,,0.1,,
MLPRegressor,1196_BNG_pharynx,ok,0.239721,361.728066,,0.1,,
MLPRegressor,1199_BNG_echoMonths,ok,0.496112,10.901263,,0.1,,
MLPRegressor,1201_BNG_breastTumor,ok,0.06658,11.493428,,0.1,,
MLPRegressor,1203_BNG_pwLinear,ok,0.409185,3.359962,,0.1,,
MLPRegressor,1595_poker,ok,-0.750781,1.636672,,0.1,,
MLPRegressor,192_vineyard,ok,0.74229,2.507128,,0.06,,
MLPRegressor,197_cpu_act,ok,0.35496,5.08524,,0.08,,
MLPRegressor,201_pol,ok,0.532708,31.325904,,0.12,,
MLPRegressor,210_cloud,ok,0.939188,0.302812,,0.07,,
MLPRegressor,215_2dplanes,ok,0.882039,1.484592,,0.1,,
MLPRegressor,218_house_8L,ok,0.543409,23794.150067,,0.1,,
MLPRegressor,225_puma8NH,ok,0.244284,4.894613,,0.1,,
MLPRegressor,227_cpu_small,ok,0.212129,5.620119,,0.11,,
MLPRegressor,228_elusage,ok,0.749485,11.150239,,0.04,,
MLPRegressor,229_pwLinear,ok,0.822611,1.748547,,0.1,,
MLPRegressor,230_machine_cpu,ok,0.89224,34.943126,,0.08,,
MLPRegressor,294_satellite_image,ok,0.818931,0.464268,,0.11,,
MLPRegressor,344_mv,ok,0.959115,2.185158,,0.09,,
MLPRegressor,4544_GeographicalOriginalofMusic,ok,0.435389,0.707116,,1.05,,
MLPRegressor,485_analcatdata_vehicle,ok,0.612501,177.075399,,0.06,,
MLPRegressor,503_wind,ok,0.707198,3.20272,,0.1,,
MLPRegressor,505_tecator,ok,0.937246,3.160923,,1.22,,
MLPRegressor,519_vinnie,ok,0.768386,1.345507,,0.06,,
MLPRegressor,522_pm10,ok,-0.006408,0.804532,,0.1,,
MLPRegressor,523_analcatdata_neavote,ok,0.917068,1.066753,,0.03,,
MLPRegressor,527_analcatdata_election2000,ok,0.805501,49816.25387,,0.02,,
MLPRegressor,529_pollen,ok,0.607786,1.729054,,0.1,,
MLPRegressor,537_houses,ok,0.500334,73093.895164,,0.1,,
MLPRegressor,542_pollution,ok,0.149856,56.321315,,0.07,,
MLPRegressor,547_no2,ok,0.590727,0.50976,,0.1,,
MLPRegressor,556_analcatdata_apnea2,ok,0.072015,2289.621727,,0.09,,
MLPRegressor,557_analcatdata_apnea1,ok,0.043707,1954.176593,,0.09,,
MLPRegressor,560_bodyfat,ok,0.926452,1.910776,,0.09,,
MLPRegressor,561_cpu,ok,0.9257,22.765177,,0.05,,
MLPRegressor,562_cpu_small,ok,0.212129,5.620119,,0.1,,
MLPRegressor,564_fried,ok,0.874085,2.049893,,0.09,,
MLPRegressor,573_cpu_act,ok,0.35496,5.08524,,0.08,,
MLPRegressor,574_house_16H,ok,-0.780861,46991.739269,,0.1,,
MLPRegressor,579_fri_c0_250_5,ok,0.758772,0.496085,,0.1,,
MLPRegressor,581_fri_c3_500_25,ok,0.227575,0.993333,,0.11,,
MLPRegressor,582_fri_c1_500_25,ok,-0.247431,1.038817,,0.11,,
MLPRegressor,583_fri_c1_1000_50,ok,-0.268341,1.115626,,0.06,,
MLPRegressor,584_fri_c4_500_25,ok,-0.300008,1.063198,,0.11,,
MLPRegressor,586_fri_c3_1000_25,ok,-0.491907,1.165591,,0.11,,
