algorithm,noise,group,r2_mean,r2_std,r2_valid_count,total_count,recovery_rate,complexity_mean,complexity_std,complexity_count,seconds_mean,seconds_std,seconds_count
tuned.DSRRegressor,0.0,Black-box,0.5782904353839932,0.2328358140846064,136,138,0.0,12.235294117647058,6.800038446642563,136,1596.8940302852322,4354.565350247914,136
tuned.DSRRegressor,0.0,Feynman,0.6275931719533251,0.23935070840233755,119,119,0.0,11.705882352941176,4.49548349839558,119,3277.6411824126203,1789.544618615154,119
tuned.DSRRegressor,0.0,Strogatz,0.6164516336715616,0.33641812525535386,14,14,0.07142857142857142,15.571428571428571,9.078412990032037,14,587.5399486677987,276.55265801821156,14
tuned.DSRRegressor,0.001,Black-box,0.5854877689506657,0.22543852610385995,135,138,0.0,12.37037037037037,6.871681821492607,135,1378.1272188451555,3388.8775624295704,135
tuned.DSRRegressor,0.001,Feynman,0.6296300917419084,0.24096916778821784,119,119,0.0,12.285714285714286,4.363063099771856,119,3296.269443435829,1795.2294130257644,119
tuned.DSRRegressor,0.001,Strogatz,0.6618378124012871,0.33756795880468005,14,14,0.07142857142857142,15.142857142857142,9.280725625287504,14,664.024686064039,235.5807680416123,14
tuned.DSRRegressor,0.01,Black-box,0.5728574159846134,0.23820133820422099,135,138,0.0,12.607407407407408,6.895917347541502,135,1345.669551236541,3179.8357714595113,135
tuned.DSRRegressor,0.01,Feynman,0.6237148549328203,0.24558982138872862,119,119,0.0,12.596638655462185,4.887409156867131,119,3281.660500394196,1812.9012169474665,119
tuned.DSRRegressor,0.01,Strogatz,0.6544449503812082,0.3250301159022644,14,14,0.07142857142857142,12.928571428571429,6.603778472199844,14,644.2725126402719,220.73759486509053,14
tuned.DSRRegressor,0.1,Black-box,0.5762728299909047,0.22889261219516152,135,138,0.0,13.096296296296297,7.181936372650978,135,1445.633848448153,3999.3325692153153,135
tuned.DSRRegressor,0.1,Feynman,0.6272142826649826,0.2435600319445103,119,119,0.0,13.084033613445378,6.047243148226786,119,3283.438847794252,1765.7410911284073,119
tuned.DSRRegressor,0.1,Strogatz,0.6359736536616397,0.3428206947419367,14,14,0.07142857142857142,13.714285714285714,6.775845918561601,14,636.4407657214573,228.5690276383083,14
