algorithm,noise,group,r2_mean,r2_std,r2_valid_count,total_count,recovery_rate,complexity_mean,complexity_std,complexity_count,seconds_mean,seconds_std,seconds_count
LGBMRegressor,0.0,Black-box,0.5738619420289855,0.3186269934536242,138,138,0.0,,,0,0.02963768115942029,0.0067714967552497405,138
LGBMRegressor,0.0,Feynman,0.8018800588235294,0.21994141680789142,119,119,0.0,,,0,38.48655462184874,8.99795357496611,119
LGBMRegressor,0.0,Strogatz,0.739527,0.3539126645915736,14,14,0.0,,,0,38.00428571428572,7.060227403491405,14
LGBMRegressor,0.001,Black-box,0.565683007518797,0.3207317556998299,133,133,0.0,,,0,4.695338345864661,8.172764688268368,133
LGBMRegressor,0.001,Feynman,0.8021261344537814,0.2202276824127635,119,119,0.0,,,0,37.95974789915967,9.203197810321505,119
LGBMRegressor,0.001,Strogatz,0.7390546428571427,0.35398937186514234,14,14,0.0,,,0,37.95928571428572,9.05861805072998,14
LGBMRegressor,0.01,Black-box,0.5739425652173914,0.31916288770160695,138,138,0.0,,,0,0.029347826086956515,0.006529721128297064,138
LGBMRegressor,0.01,Feynman,0.8031277310924371,0.22066218337934715,119,119,0.0,,,0,37.4346218487395,8.754301779349703,119
LGBMRegressor,0.01,Strogatz,0.73899,0.35405498117491474,14,14,0.0,,,0,39.365,9.691386937339296,14
LGBMRegressor,0.1,Black-box,0.5713986956521739,0.31673738576786287,138,138,0.0,,,0,0.049999999999999996,0.18145398161863377,138
LGBMRegressor,0.1,Feynman,0.7988625546218489,0.22081813673272746,119,119,0.0,,,0,35.80705882352941,9.136345498763808,119
LGBMRegressor,0.1,Strogatz,0.7295930714285713,0.35835920100078017,14,14,0.0,,,0,40.11642857142857,9.14676875029803,14
