algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
LGBMRegressor,1027_ESL,ok,0.822549,0.669561,,0.03,,
LGBMRegressor,1028_SWD,ok,0.432586,0.636323,,0.04,,
LGBMRegressor,1029_LEV,ok,0.709795,0.490075,,0.03,,
LGBMRegressor,1030_ERA,ok,0.121166,1.700401,,0.03,,
LGBMRegressor,1089_USCrime,ok,-0.436412,43.649403,,0.02,,
LGBMRegressor,1096_FacultySalaries,ok,-0.063275,3.538322,,0.02,,
LGBMRegressor,1191_BNG_pbc,ok,0.124017,871.781576,,0.04,,
LGBMRegressor,1193_BNG_lowbwt,ok,0.565158,444.389625,,0.03,,
LGBMRegressor,1196_BNG_pharynx,ok,0.296837,347.875351,,0.03,,
LGBMRegressor,1199_BNG_echoMonths,ok,0.503312,10.823098,,0.03,,
LGBMRegressor,1201_BNG_breastTumor,ok,0.005843,11.861466,,0.03,,
LGBMRegressor,1203_BNG_pwLinear,ok,0.507479,3.067757,,0.03,,
LGBMRegressor,1595_poker,ok,-0.475105,1.502302,,0.03,,
LGBMRegressor,192_vineyard,ok,-0.002972,4.94601,,0.02,,
LGBMRegressor,197_cpu_act,ok,-1.072092,9.114284,,0.03,,
LGBMRegressor,201_pol,ok,0.813573,19.786296,,0.03,,
LGBMRegressor,210_cloud,ok,0.656021,0.720184,,0.02,,
LGBMRegressor,215_2dplanes,ok,0.926006,1.175807,,0.03,,
LGBMRegressor,218_house_8L,ok,0.365396,28051.611249,,0.04,,
LGBMRegressor,225_puma8NH,ok,0.43557,4.230038,,0.03,,
LGBMRegressor,227_cpu_small,ok,-1.464006,9.938913,,0.03,,
LGBMRegressor,228_elusage,ok,-0.139285,23.778459,,0.02,,
LGBMRegressor,229_pwLinear,ok,0.873592,1.47605,,0.03,,
LGBMRegressor,230_machine_cpu,ok,0.799256,47.692953,,0.03,,
LGBMRegressor,294_satellite_image,ok,0.714271,0.583209,,0.03,,
LGBMRegressor,344_mv,ok,0.929336,2.872745,,0.03,,
LGBMRegressor,4544_GeographicalOriginalofMusic,ok,0.553455,0.628852,,0.04,,
LGBMRegressor,485_analcatdata_vehicle,ok,-0.196804,311.196262,,0.02,,
LGBMRegressor,503_wind,ok,0.720135,3.131166,,0.03,,
LGBMRegressor,505_tecator,ok,0.982537,1.667453,,0.05,,
LGBMRegressor,519_vinnie,ok,0.7292,1.454882,,0.03,,
LGBMRegressor,522_pm10,ok,0.083178,0.76789,,0.03,,
LGBMRegressor,523_analcatdata_neavote,ok,0.951095,0.819179,,0.02,,
LGBMRegressor,527_analcatdata_election2000,ok,0.174035,102658.094403,,0.02,,
LGBMRegressor,529_pollen,ok,0.344955,2.234513,,0.03,,
LGBMRegressor,537_houses,ok,0.541909,69986.93013,,0.03,,
LGBMRegressor,542_pollution,ok,0.565104,40.282786,,0.02,,
LGBMRegressor,547_no2,ok,0.646648,0.473656,,0.03,,
LGBMRegressor,556_analcatdata_apnea2,ok,0.307188,1978.340066,,0.03,,
LGBMRegressor,557_analcatdata_apnea1,ok,0.076968,1919.892098,,0.03,,
LGBMRegressor,560_bodyfat,ok,0.920204,1.990289,,0.03,,
LGBMRegressor,561_cpu,ok,0.675576,47.570123,,0.03,,
LGBMRegressor,562_cpu_small,ok,-1.464006,9.938913,,0.03,,
LGBMRegressor,564_fried,ok,0.910162,1.731498,,0.03,,
LGBMRegressor,573_cpu_act,ok,-1.072092,9.114284,,0.03,,
LGBMRegressor,574_house_16H,ok,0.461117,25849.587263,,0.03,,
LGBMRegressor,579_fri_c0_250_5,ok,0.755791,0.499141,,0.03,,
LGBMRegressor,581_fri_c3_500_25,ok,0.792081,0.515364,,0.03,,
LGBMRegressor,582_fri_c1_500_25,ok,0.787629,0.428626,,0.03,,
LGBMRegressor,583_fri_c1_1000_50,ok,0.738,0.507051,,0.04,,
LGBMRegressor,584_fri_c4_500_25,ok,0.732856,0.481963,,0.03,,
LGBMRegressor,586_fri_c3_1000_25,ok,0.456063,0.703801,,0.04,,
LGBMRegressor,588_fri_c4_1000_100,ok,0.687114,0.483125,,0.04,,
LGBMRegressor,589_fri_c2_1000_25,ok,0.737365,0.499673,,0.03,,
LGBMRegressor,590_fri_c0_1000_50,ok,0.71209,0.533969,,0.04,,
LGBMRegressor,591_fri_c1_100_10,ok,0.586878,0.64192,,0.02,,
LGBMRegressor,592_fri_c4_1000_25,ok,0.71968,0.556497,,0.03,,
LGBMRegressor,593_fri_c1_1000_10,ok,0.841805,0.356998,,0.03,,
LGBMRegressor,594_fri_c2_100_5,ok,0.765773,0.500094,,0.03,,
LGBMRegressor,595_fri_c0_1000_10,ok,0.73721,0.505845,,0.03,,
LGBMRegressor,596_fri_c2_250_5,ok,0.869014,0.391709,,0.03,,
LGBMRegressor,597_fri_c2_500_5,ok,0.824178,0.446581,,0.03,,
LGBMRegressor,598_fri_c0_1000_25,ok,0.718778,0.506763,,0.03,,
LGBMRegressor,599_fri_c2_1000_5,ok,0.795777,0.473103,,0.03,,
LGBMRegressor,601_fri_c1_250_5,ok,0.878574,0.344223,,0.03,,
LGBMRegressor,602_fri_c3_250_10,ok,0.711172,0.543405,,0.03,,
LGBMRegressor,603_fri_c0_250_50,ok,0.715524,0.473707,,0.04,,
LGBMRegressor,604_fri_c4_500_10,ok,0.807418,0.477429,,0.03,,
LGBMRegressor,605_fri_c2_250_25,ok,0.627931,0.609134,,0.03,,
LGBMRegressor,606_fri_c2_1000_10,ok,0.741646,0.506676,,0.04,,
LGBMRegressor,607_fri_c4_1000_50,ok,0.745749,0.623811,,0.04,,
LGBMRegressor,608_fri_c3_1000_10,ok,0.793133,0.435562,,0.03,,
LGBMRegressor,609_fri_c0_1000_5,ok,0.87738,0.345614,,0.03,,
LGBMRegressor,611_fri_c3_100_5,ok,0.52977,0.725754,,0.02,,
LGBMRegressor,612_fri_c1_1000_5,ok,0.793257,0.459934,,0.03,,
LGBMRegressor,613_fri_c3_250_5,ok,0.795981,0.377006,,0.03,,
LGBMRegressor,615_fri_c4_250_10,ok,0.746629,0.438485,,0.03,,
LGBMRegressor,616_fri_c4_500_50,ok,0.731242,0.536339,,0.04,,
LGBMRegressor,617_fri_c3_500_5,ok,0.811593,0.362831,,0.03,,
LGBMRegressor,618_fri_c3_1000_50,ok,0.757945,0.437572,,0.03,,
LGBMRegressor,620_fri_c1_1000_25,ok,0.778434,0.502486,,0.03,,
LGBMRegressor,621_fri_c0_100_10,ok,0.792454,0.46822,,0.02,,
LGBMRegressor,622_fri_c2_1000_50,ok,0.626157,0.583984,,0.04,,
LGBMRegressor,623_fri_c4_1000_10,ok,0.80737,0.345752,,0.03,,
LGBMRegressor,624_fri_c0_100_5,ok,0.550485,0.645286,,0.02,,
LGBMRegressor,626_fri_c2_500_50,ok,0.754593,0.453732,,0.04,,
LGBMRegressor,627_fri_c2_500_10,ok,0.860002,0.328708,,0.03,,
LGBMRegressor,628_fri_c3_1000_5,ok,0.752249,0.508422,,0.03,,
LGBMRegressor,631_fri_c1_500_5,ok,0.724031,0.486967,,0.04,,
LGBMRegressor,633_fri_c0_500_25,ok,0.699617,0.499005,,0.03,,
LGBMRegressor,634_fri_c2_100_10,ok,0.646814,0.582304,,0.02,,
LGBMRegressor,635_fri_c0_250_10,ok,0.771861,0.426327,,0.03,,
LGBMRegressor,637_fri_c1_500_50,ok,0.819397,0.392358,,0.03,,
LGBMRegressor,641_fri_c1_500_10,ok,0.908041,0.33767,,0.03,,
