algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
LGBMRegressor,1027_ESL,ok,0.822398,0.669846,,0.03,,
LGBMRegressor,1028_SWD,ok,0.452197,0.625229,,0.03,,
LGBMRegressor,1029_LEV,ok,0.69272,0.504287,,0.03,,
LGBMRegressor,1030_ERA,ok,0.099681,1.72106,,0.03,,
LGBMRegressor,1089_USCrime,ok,-0.399902,43.091112,,0.16,,
LGBMRegressor,1096_FacultySalaries,ok,-0.08429,3.573117,,0.02,,
LGBMRegressor,1191_BNG_pbc,ok,0.187737,839.475916,,0.03,,
LGBMRegressor,1193_BNG_lowbwt,ok,0.567582,443.149398,,0.03,,
LGBMRegressor,1196_BNG_pharynx,ok,0.274331,353.398563,,0.03,,
LGBMRegressor,1199_BNG_echoMonths,ok,0.505755,10.796451,,0.03,,
LGBMRegressor,1201_BNG_breastTumor,ok,-0.007066,11.938228,,0.03,,
LGBMRegressor,1203_BNG_pwLinear,ok,0.50386,3.079008,,0.03,,
LGBMRegressor,1595_poker,ok,-0.572145,1.550929,,0.03,,
LGBMRegressor,192_vineyard,ok,-0.006502,4.954707,,0.02,,
LGBMRegressor,197_cpu_act,ok,-1.16894,9.324849,,0.03,,
LGBMRegressor,201_pol,ok,0.809962,19.976964,,0.03,,
LGBMRegressor,210_cloud,ok,0.664326,0.711437,,0.02,,
LGBMRegressor,215_2dplanes,ok,0.919167,1.228946,,0.03,,
LGBMRegressor,218_house_8L,ok,0.377895,27773.988488,,0.03,,
LGBMRegressor,225_puma8NH,ok,0.394532,4.381114,,0.04,,
LGBMRegressor,227_cpu_small,ok,-1.296599,9.595345,,0.03,,
LGBMRegressor,228_elusage,ok,-0.166173,24.057419,,0.02,,
LGBMRegressor,229_pwLinear,ok,0.8786,1.446518,,0.03,,
LGBMRegressor,230_machine_cpu,ok,0.783915,49.481798,,0.03,,
LGBMRegressor,294_satellite_image,ok,0.678572,0.618569,,0.03,,
LGBMRegressor,344_mv,ok,0.932036,2.817334,,0.03,,
LGBMRegressor,4544_GeographicalOriginalofMusic,ok,0.532128,0.643694,,0.05,,
LGBMRegressor,485_analcatdata_vehicle,ok,-0.220568,314.270573,,0.02,,
LGBMRegressor,503_wind,ok,0.670813,3.395888,,0.03,,
LGBMRegressor,505_tecator,ok,0.97916,1.821529,,0.05,,
LGBMRegressor,519_vinnie,ok,0.719206,1.481486,,0.03,,
LGBMRegressor,522_pm10,ok,0.108304,0.757295,,0.03,,
LGBMRegressor,523_analcatdata_neavote,ok,0.952232,0.8096,,0.06,,
LGBMRegressor,527_analcatdata_election2000,ok,0.188217,101772.927995,,0.03,,
LGBMRegressor,529_pollen,ok,0.318471,2.279235,,0.03,,
LGBMRegressor,537_houses,ok,0.562799,68372.531688,,0.03,,
LGBMRegressor,542_pollution,ok,0.581184,39.531037,,0.02,,
LGBMRegressor,547_no2,ok,0.679711,0.450952,,0.03,,
LGBMRegressor,556_analcatdata_apnea2,ok,0.28679,2007.251601,,0.03,,
LGBMRegressor,557_analcatdata_apnea1,ok,0.173577,1816.643052,,0.03,,
LGBMRegressor,560_bodyfat,ok,0.903532,2.188344,,0.03,,
LGBMRegressor,561_cpu,ok,0.684981,46.875529,,0.03,,
LGBMRegressor,562_cpu_small,ok,-1.296599,9.595345,,0.03,,
LGBMRegressor,564_fried,ok,0.89921,1.834009,,0.03,,
LGBMRegressor,573_cpu_act,ok,-1.16894,9.324849,,0.03,,
LGBMRegressor,574_house_16H,ok,0.425243,26696.140203,,0.03,,
LGBMRegressor,579_fri_c0_250_5,ok,0.711628,0.542399,,2.14,,
LGBMRegressor,581_fri_c3_500_25,ok,0.785128,0.523909,,0.03,,
LGBMRegressor,582_fri_c1_500_25,ok,0.775382,0.440811,,0.03,,
LGBMRegressor,583_fri_c1_1000_50,ok,0.690673,0.550947,,0.03,,
LGBMRegressor,584_fri_c4_500_25,ok,0.736694,0.478489,,0.03,,
LGBMRegressor,586_fri_c3_1000_25,ok,0.469986,0.694735,,0.03,,
LGBMRegressor,588_fri_c4_1000_100,ok,0.646822,0.513291,,0.28,,
LGBMRegressor,589_fri_c2_1000_25,ok,0.777449,0.459965,,0.03,,
LGBMRegressor,590_fri_c0_1000_50,ok,0.709424,0.536435,,0.04,,
LGBMRegressor,591_fri_c1_100_10,ok,0.580595,0.646782,,0.02,,
LGBMRegressor,592_fri_c4_1000_25,ok,0.71629,0.559852,,0.03,,
LGBMRegressor,593_fri_c1_1000_10,ok,0.83888,0.360283,,0.03,,
LGBMRegressor,594_fri_c2_100_5,ok,0.776815,0.488164,,0.02,,
