algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
gplearn,1027_ESL,ok,0.7320435484730152,0.8227789369798999,23.0,262.48827266693115,,"mul(cos(sin(sin(cos(add(sin(X3), cos(sin(mul(cos(sin(sin(cos(add(sin(X3), cos(sin(X2))))))), X2)))))))), X2)"
gplearn,1028_SWD,ok,0.08358801974939634,0.8086727330056522,6.0,415.0821998119354,,"sin(add(sin(sin(X2)), -0.247))"
gplearn,1029_LEV,ok,0.4977180123287246,0.6447391511276073,10.0,355.096125125885,,"sub(sin(sin(sin(add(X3, X0)))), mul(-0.611, X1))"
gplearn,1030_ERA,ok,0.1669630479460481,1.6555034195849616,17.0,265.0061695575714,,"add(mul(X0, cos(X0)), sin(sin(add(sin(sin(mul(cos(sub(X1, X2)), X1))), X1))))"
gplearn,1089_USCrime,ok,0.6468539260615842,21.642929234198466,28.0,453.2253968715668,,"mul(sqrt(sub(mul(sqrt(X12), sin(X2)), X12)), sin(mul(sqrt(sub(mul(cos(X0), sin(sin(X2))), X12)), mul(sqrt(sqrt(cos(X0))), sin(sin(X2))))))"
gplearn,1096_FacultySalaries,ok,0.8552966453540755,1.3053103100847923,7.0,281.02006816864014,,"mul(0.971, mul(0.971, mul(0.971, X3)))"
gplearn,1191_BNG_pbc,ok,-0.2446301874328305,1039.154480283543,29.0,305.08471751213074,,"sin(mul(mul(mul(add(mul(sin(sin(sqrt(div(X9, X10)))), add(X0, X0)), X10), 0.698), sqrt(add(X14, sin(sin(X0))))), sqrt(add(X14, sin(sin(X0))))))"
gplearn,1193_BNG_lowbwt,ok,0.5484795820786628,452.8318207695499,10.0,383.7915060520172,,"sin(sin(sub(sub(sqrt(X1), sqrt(cos(X3))), X0)))"
gplearn,1196_BNG_pharynx,ok,0.17107046518030922,377.70646737145796,16.0,431.810040473938,,"sin(add(mul(add(add(add(X5, mul(X1, X9)), sin(sin(X5))), X1), -0.211), X9))"
gplearn,1199_BNG_echoMonths,ok,0.5034197730812877,10.821922868109272,21.0,490.1743609905243,,"mul(log(log(add(cos(0.303), cos(sqrt(log(sub(X8, log(sqrt(cos(log(sqrt(cos(log(cos(X0))))))))))))))), X0)"
gplearn,1201_BNG_breastTumor,ok,0.08479884346092992,11.38070658553652,11.0,341.06004071235657,,"mul(0.243, log(div(div(sin(X6), sin(X4)), sin(X4))))"
gplearn,1203_BNG_pwLinear,ok,0.36785149553757035,3.475507499968081,16.0,300.1183590888977,,"sin(sin(add(mul(div(cos(X2), -0.778), X0), sin(add(sin(sin(X5)), sin(X4))))))"
gplearn,1595_poker,ok,0.0755216092794938,1.1893073353016763,5.0,493.3547854423523,,"log(cos(mul(X0, 0.651)))"
gplearn,192_vineyard,ok,0.660019939606711,2.879634478100016,29.0,401.39922070503235,,"sub(mul(0.620, X0), mul(X1, mul(sub(mul(0.620, mul(0.620, sub(mul(0.698, X0), mul(X1, mul(mul(0.620, X0), log(X0)))))), mul(X1, -0.187)), log(X0))))"
gplearn,197_cpu_act,ok,0.43782373478865944,4.747383118342425,16.0,369.6259469985962,,"mul(sub(X17, cos(sub(X6, sin(mul(mul(sub(X16, cos(X19)), X18), X18))))), X18)"
gplearn,201_pol,ok,0.24602998336945836,39.791167800457146,14.0,370.32370018959045,,sin(sin(sin(sin(log(log(sin(sin(log(log(sin(sin(sqrt(X4)))))))))))))
gplearn,210_cloud,ok,0.7186327532491182,0.6513498705236115,6.0,290.9812071323395,,"mul(sqrt(sin(sqrt(X2))), X3)"
gplearn,215_2dplanes,ok,0.45485831877914695,3.1914874948082703,4.0,326.44133496284485,,sin(sin(sin(X0)))
gplearn,218_house_8L,ok,0.3016443977342348,29426.918922478348,19.0,306.02941608428955,,"div(sin(div(sin(sin(sin(add(sin(add(sin(X1), X2)), X0)))), cos(sin(X1)))), cos(sin(X1)))"
