algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
gplearn,1027_ESL,ok,0.7306647996855433,0.8248929931054351,10.0,316.0662112236023,,"mul(sin(sqrt(sqrt(add(X3, sqrt(sqrt(X0)))))), X2)"
gplearn,1028_SWD,ok,0.08358801974939634,0.8086727330056522,6.0,363.58816599845886,,"sin(add(sin(sin(X2)), -0.247))"
gplearn,1029_LEV,ok,0.4977180123287246,0.6447391511276073,10.0,377.0234262943268,,"sub(sin(sin(sin(add(X3, X0)))), mul(-0.611, X1))"
gplearn,1030_ERA,ok,0.1669630479460481,1.6555034195849616,17.0,267.07019901275635,,"add(mul(X0, cos(X0)), sin(sin(add(sin(sin(mul(cos(sub(X1, X2)), X1))), X1))))"
gplearn,1089_USCrime,ok,0.6714321238919823,20.8761975771351,27.0,315.966943025589,,"mul(sqrt(sub(mul(sqrt(X12), sin(X2)), X12)), sin(mul(sqrt(sub(sin(sin(mul(cos(X0), X2))), X12)), sin(sin(mul(sqrt(cos(X0)), X2))))))"
gplearn,1096_FacultySalaries,ok,0.8542822173987595,1.3098776909816805,3.0,310.77757024765015,,"mul(0.911, X3)"
gplearn,1191_BNG_pbc,ok,-0.08966498205721551,972.313792834046,13.0,352.407457113266,,"sin(mul(sin(sin(sin(sqrt(div(X9, sin(X10)))))), add(X0, X10)))"
gplearn,1193_BNG_lowbwt,ok,0.5484795820786628,452.8318207695499,10.0,433.1279993057251,,"sin(sin(sub(sub(sqrt(X1), sqrt(cos(X3))), X0)))"
gplearn,1196_BNG_pharynx,ok,0.17993502289104635,375.6814458093191,14.0,389.4411678314209,,"sin(add(mul(add(add(add(X5, -0.211), X1), mul(X1, X9)), -0.211), X9))"
gplearn,1199_BNG_echoMonths,ok,0.49704787222202773,10.891132655148569,13.0,414.4755792617798,,"mul(sub(X8, mul(log(log(sin(sqrt(sin(sin(X8)))))), X0)), -0.377)"
gplearn,1201_BNG_breastTumor,ok,0.08479884346092992,11.38070658553652,11.0,376.5516142845154,,"mul(0.243, log(div(div(sin(X6), sin(X4)), sin(X4))))"
gplearn,1203_BNG_pwLinear,ok,0.36785149553757035,3.475507499968081,16.0,369.85324573516846,,"sin(sin(add(mul(div(cos(X2), -0.778), X0), sin(add(sin(sin(X5)), sin(X4))))))"
gplearn,1595_poker,ok,0.0755216092794938,1.1893073353016763,5.0,409.95738339424133,,"log(cos(mul(X0, 0.651)))"
gplearn,192_vineyard,ok,0.6983613082733662,2.712402685296244,22.0,370.32847929000854,,"sub(mul(0.698, X0), mul(X1, mul(sub(mul(0.620, X0), mul(X1, -0.177)), log(sub(mul(0.698, X0), mul(X1, -0.177))))))"
gplearn,197_cpu_act,ok,0.35961630983009607,5.06685130420377,10.0,339.32382249832153,,"mul(sub(X16, cos(mul(mul(X5, X18), X16))), X18)"
