algorithm,dataset,status,r2,rmse,complexity,seconds,error,expression
gplearn,1027_ESL,ok,0.7269459196069656,0.8305683768991942,8.0,324.9018385410309,,"mul(sin(sqrt(sqrt(sub(-0.949, X3)))), X2)"
gplearn,1028_SWD,ok,0.08358801974939634,0.8086727330056522,6.0,261.3686420917511,,"sin(add(sin(sin(X2)), -0.247))"
gplearn,1029_LEV,ok,0.6013055220016508,0.5744210563614758,20.0,284.72784876823425,,"mul(cos(mul(mul(cos(X1), cos(X0)), cos(X0))), sub(sin(sin(add(sin(X3), X0))), mul(-0.637, X1)))"
gplearn,1030_ERA,ok,0.007276538752848172,1.80722444303499,27.0,364.7934455871582,,"add(sin(sin(sin(sin(add(add(mul(X1, cos(div(0.569, X0))), sub(sin(sin(X0)), 0.276)), sin(sub(X0, sin(sub(X1, X0))))))))), sin(X1))"
gplearn,1089_USCrime,ok,0.7733655106555528,17.33811379756585,13.0,421.41790866851807,,"mul(cos(sin(X0)), mul(sqrt(X2), mul(sub(log(X2), X12), 0.712)))"
gplearn,1096_FacultySalaries,ok,0.9077587523242978,1.0421663658792475,23.0,470.4775221347809,,"mul(X1, div(mul(X1, cos(log(div(mul(X1, div(mul(X1, cos(cos(mul(X1, log(sin(X3)))))), X2)), X2)))), X2))"
gplearn,1191_BNG_pbc,ok,0.0225855390680626,920.8721300735601,18.0,270.376460313797,,"sin(mul(mul(add(X0, X10), sqrt(cos(sub(0.850, X16)))), sqrt(cos(sub(sqrt(sqrt(X7)), X16)))))"
gplearn,1193_BNG_lowbwt,ok,0.5870038330560325,433.08311401129276,21.0,265.5984697341919,,"sub(sub(sqrt(sub(sub(sqrt(sin(sub(sub(X1, sqrt(cos(X3))), X0))), sqrt(X4)), X0)), sqrt(sqrt(X7))), X0)"
gplearn,1196_BNG_pharynx,ok,0.0974302839600859,394.12682344272025,7.0,360.7048523426056,,"mul(X9, sqrt(add(cos(X0), X5)))"
gplearn,1199_BNG_echoMonths,ok,0.5059525350034242,10.794289474937806,20.0,499.4383587837219,,"mul(log(log(add(cos(log(X8)), cos(sqrt(mul(sub(X8, sin(sub(sub(-0.217, X4), X0))), -0.377)))))), X0)"
