algorithm,noise,group,r2_mean,r2_std,r2_valid_count,total_count,recovery_rate,complexity_mean,complexity_std,complexity_count,seconds_mean,seconds_std,seconds_count
OperonRegressor,0.0,Black-box,0.721484956545621,0.3333640297522801,122,138,0.5,56.6764705882353,5.47706763662763,136,556.7653102699448,1575.950747803563,136
OperonRegressor,0.0,Feynman,0.9726523086700777,0.10382212909287568,119,119,0.9495798319327731,53.436974789915965,10.544534332699671,119,6791.6747401061175,602.5513502993073,119
OperonRegressor,0.0,Strogatz,0.9185784459634018,0.2567077034016378,13,14,0.8571428571428571,48.357142857142854,13.557323497215934,14,23.19663178920746,9.633323115586125,14
OperonRegressor,0.001,Black-box,0.7196058539459786,0.3317901220771067,122,138,0.463768115942029,57.02205882352941,6.986822588193629,136,555.1940608848544,1573.1320995877181,136
OperonRegressor,0.001,Feynman,0.9741743640554734,0.09807178483317552,119,119,0.9663865546218487,53.30252100840336,10.039882337059318,119,6737.1181325071,703.5039306796709,119
OperonRegressor,0.001,Strogatz,0.9577800192535525,0.122777476925661,14,14,0.9285714285714286,48.357142857142854,11.997661336736439,14,23.95276411942073,6.671018387247119,14
OperonRegressor,0.01,Black-box,0.7315945117366526,0.3361587423565685,120,138,0.5144927536231884,57.375,5.686590909892375,136,565.0814499714795,1592.4986577706998,136
OperonRegressor,0.01,Feynman,0.9717105717295369,0.10461493729811919,119,119,0.9411764705882353,53.7563025210084,10.188943081525435,119,6728.659629070458,632.6589446396712,119
OperonRegressor,0.01,Strogatz,0.931556100417703,0.17074853683911762,14,14,0.7857142857142857,56.142857142857146,4.793703353017862,14,25.750274351664952,7.158774773759868,14
OperonRegressor,0.1,Black-box,0.7297969675386943,0.3065066883464571,126,138,0.4420289855072464,57.029411764705884,6.273123314949856,136,557.8358450952699,1571.9475768487991,136
OperonRegressor,0.1,Feynman,0.9741952251908228,0.09667559360103652,119,119,0.9495798319327731,55.8235294117647,5.134570684553984,119,6669.650581956911,771.2177427325732,119
OperonRegressor,0.1,Strogatz,0.8076297243508993,0.3592757510265294,12,14,0.7857142857142857,57.5,4.8660632372145995,14,28.061992730413163,8.668211771409517,14
