dataset,algorithm,status,n_features,r2,rmse,complexity,seconds,error,expr
1027_ESL,ffx,ok,4,0.49220375163310115,1.1127490157343867,1030,13.4,,"0.511 + 350*max(0,X0-1.52) * max(0,X1-1.67) - 46.4*max(0,X0-0.114) * max(0,X1-1.67) + 36.4*max(0,X0-0.815) * max(0,X1-1.67) + 29.1*max(0,-0.587-X0) * max(0,X1-0.357) + 28.6*max(0,X1-1.67) + 12.5*max(0,X0-1.52) * max(0,X2-1.51) + 8.11*max(0,X0-0.114) * max(0,-1.18-X2) - 7.92*max(0,X0-1.52) * max(0,X1-0.357) - 7.68*abs(X0) * max(0,X1-1.67) - 5.87*max(0,X0-0.815) * max(0,X1-0.357) + 5.02*max(0,X0-0.114) * max(0,-0.300-X1) - 4.20*max(0,-1.18-X2) * max(0,X1-0.357) + 3.89*max(0,X0-0.815) * max(0,X2-1.51) - 3.77*max(0,X0-1.52) * abs(X1) + 3.55*max(0,X0-0.815) * max(0,X1+0.300) + 3.47*max(0,X0-0.114) * max(0,X1-0.357) + 3.41*max(0,X0-1.52) * abs(X0) + 3.11*max(0,-1.85-X2) * max(0,-1.29-X0) - 3.08*max(0,X0-1.52) - 2.75*max(0,X0-0.114) * max(0,X0-1.52) + 2.71*max(0,-0.956-X1) + 2.69*max(0,X1-1.67) * abs(X1) + 2.64*max(0,-1.29-X0) - 2.52*abs(X1) * max(0,X2-1.51) + 2.41*max(0,X0-0.815) * max(0,X0-1.52) - 2.40*max(0,-0.300-X1) - 2.20*max(0,X0-0.815) - 2.19*max(0,X0-0.114) * max(0,X2-1.51) + 2.17*max(0,X0-0.114) + 1.99*max(0,-3.05-X3) - 1.85*max(0,-1.85-X2) * max(0,-1.18-X2) - 1.79*max(0,-1.61-X1) + 1.74*max(0,X1+0.300) * max(0,X1-1.67) + 1.63*max(0,X0-0.815) * abs(X0) - 1.57*max(0,X0-0.114) * abs(X0) - 1.43*max(0,-1.29-X0) * max(0,-0.300-X1) + 1.33*max(0,X1+0.300) * max(0,X0-1.52) - 1.29*max(0,X1+0.300) * max(0,-0.587-X0) - 1.22*max(0,-0.587-X0) - 1.16*max(0,X1+0.300) * abs(X0) + 1.14*abs(X1) + 1.08*max(0,X1-0.357) - 1.08*max(0,-1.85-X2) - 1.03*max(0,0.357-X1) + 0.898*max(0,-2.28-X3) - 0.886*max(0,-1.18-X2) + 0.872*max(0,X0-0.815) * abs(X1) + 0.827*max(0,-1.99-X0) + 0.802*max(0,-0.587-X0) * max(0,-0.300-X1) + 0.726*max(0,-0.587-X0) * max(0,-1.85-X2) + 0.712*abs(X0) - 0.639*max(0,X2-0.841) - 0.605*max(0,X1+0.300) - 0.600*max(0,-0.587-X0) * max(0,-1.29-X0) + 0.512*max(0,-1.85-X2) * max(0,-0.300-X1) - 0.475*abs(X0) * abs(X1) - 0.448*max(0,-1.18-X2) * max(0,-1.29-X0) + 0.414*X2 - 0.393*max(0,-1.85-X2) * max(0,X1-0.357) + 0.391*X3 - 0.376*max(0,X0-0.114) * max(0,X0-0.815) + 0.364*abs(X0) * max(0,-0.300-X1) - 0.349*max(0,X1+0.956) - 0.342*max(0,X0+0.587) + 0.336*max(0,X2-1.51) + 0.321*abs(X1) * max(0,-0.300-X1) - 0.308*max(0,X0-0.114) * abs(X1) - 0.306*max(0,-0.728-X3) - 0.245*max(0,X1-0.357) * abs(X1) - 0.242*X1 + 0.230*max(0,X0+1.29) - 0.224*max(0,X0-0.114) * max(0,X1+0.300) - 0.222*max(0,X1-1.01) + 0.217*max(0,0.815-X0) + 0.207*abs(X0) * max(0,-1.29-X0) + 0.193*max(0,-1.29-X0) * abs(X1) - 0.193*X1**2 - 0.192*abs(X0) * max(0,-0.587-X0) + 0.188*max(0,X1+0.300) * max(0,X2-1.51) - 0.180*abs(X0) * max(0,-1.18-X2) + 0.178*max(0,-1.18-X2) * max(0,-0.300-X1) + 0.159*abs(X0) * max(0,-1.85-X2) + 0.136*X2**2 - 0.134*max(0,-0.587-X0) * max(0,-1.18-X2) - 0.113*max(0,X2+1.85) - 0.106*max(0,X1+0.300) * max(0,-1.18-X2) + 0.104*abs(X3) + 0.0934*X0 + 0.0892*max(0,X3-0.0465) + 0.0849*max(0,1.01-X1) - 0.0839*max(0,X1+1.61) + 0.0837*abs(X2) - 0.0824*X0**2 + 0.0770*X1 * max(0,-0.300-X1) + 0.0684*max(0,-1.18-X2) * abs(X1) - 0.0652*max(0,-0.587-X0) * abs(X1) - 0.0649*max(0,X1+0.300) * max(0,X1-0.357) - 0.0583*max(0,0.114-X0) + 0.0531*max(0,X2+0.505) - 0.0489*max(0,X3+3.05) + 0.0417*X3**2 - 0.0370*max(0,X2+1.18) + 0.0298*abs(X0) * max(0,X1-0.357) + 0.0280*max(0,X0-0.114) * max(0,-1.85-X2) + 0.0256*max(0,X1+0.300) * abs(X1) + 0.0179*max(0,-1.85-X2) * abs(X1) + 0.0154*max(0,-0.505-X2) - 0.0104*max(0,1.52-X0) - 0.00707*max(0,X3-0.821) - 0.00383*max(0,X1-0.357) * max(0,X2-1.51) - 0.00196*max(0,X0+1.99) - 0.00118*max(0,0.841-X2) - 0.000112*max(0,X1+0.300) * max(0,-1.85-X2)"
1029_LEV,ffx,ok,4,0.5114084089376855,0.6442883017458431,375,8.9,,"-0.731 - 1.44*max(0,X2+0.525) + 1.39*max(0,X3+0.398) + 1.17*max(0,1.10-X1) * max(0,X2+0.525) - 1.16*max(0,X3+0.398) * max(0,1.10-X1) - 0.825*max(0,0.299-X1) * max(0,0.740-X3) + 0.705*max(0,X2+0.525) * max(0,X1+0.898) + 0.615*max(0,X0+0.818) - 0.601*max(0,0.299-X1) * max(0,X2+0.525) + 0.549*max(0,0.299-X1) * max(0,X3+0.398) - 0.430*max(0,X0+0.818) * max(0,X1+0.898) + 0.412*max(0,X1+0.898) - 0.404*max(0,0.299-X1) * max(0,X0+0.818) + 0.399*max(0,0.299-X1) * max(0,X1+0.898) - 0.353*max(0,X0-0.768) - 0.341*max(0,X3+0.398) * max(0,X1+0.898) + 0.272*max(0,0.299-X1) * max(0,1.10-X1) + 0.250*max(0,0.740-X3) * max(0,X0+0.818) + 0.249*max(0,X0+0.421) * max(0,X1+0.898) + 0.206*max(0,X3+0.398) * max(0,0.740-X3) - 0.186*max(0,1.10-X1) - 0.186*max(0,X0+0.421) * max(0,X0+0.818) + 0.184*max(0,X3+0.398) * max(0,X0+0.818) - 0.181*max(0,1.10-X1) * max(0,X1+0.898) + 0.179*max(0,1.10-X1) * max(0,X0+0.818) - 0.165*max(0,X3+0.398) * max(0,X2+0.525) - 0.148*max(0,X0-1.16) + 0.112*max(0,X0+0.421) - 0.111*max(0,X2+0.525) * max(0,0.740-X3) + 0.104*max(0,X2+0.525) * max(0,X0+0.818) + 0.104*max(0,1.10-X1) * max(0,0.740-X3) + 0.102*X0**2 - 0.0690*max(0,X0+0.421) * max(0,0.740-X3) - 0.0284*max(0,0.740-X3) - 0.0228*X1**2 - 0.0202*max(0,0.740-X3) * max(0,X1+0.898) - 0.0202*max(0,0.610-X2) + 0.0136*X1"
1028_SWD,ffx,ok,10,-0.3369520662173766,0.8515649128024857,1618,30.2,,"1.36 + 20.0*max(0,-0.680-X3) * max(0,-1.11-X1) - 14.2*max(0,-1.11-X1) * max(0,-0.699-X6) + 7.81*max(0,-1.11-X1) * max(0,X4-0.829) + 6.77*max(0,X2-0.872) * max(0,-0.825-X0) - 6.36*max(0,-1.11-X1) * max(0,X6-0.376) - 4.89*max(0,-0.825-X0) * max(0,-0.699-X6) - 4.60*max(0,X6-0.376) * max(0,-0.825-X0) - 4.46*max(0,X3-0.328) * max(0,-0.699-X6) + 4.40*max(0,-0.680-X3) * max(0,-0.825-X0) - 4.27*max(0,-0.0695-X1) * max(0,-0.680-X3) + 3.95*max(0,-0.0695-X1) * max(0,X6-0.376) - 3.74*max(0,X2-0.872) * max(0,-0.699-X6) + 3.72*max(0,-0.680-X3) * max(0,X4-0.829) + 3.60*max(0,X8+0.119) * max(0,-0.699-X6) + 3.08*max(0,-0.0695-X1) * max(0,-0.699-X6) - 3.08*max(0,X8+0.119) * max(0,-1.11-X1) - 3.03*max(0,X3-0.328) * max(0,X4-0.829) + 2.97*max(0,0.110-X7) * max(0,-0.776-X4) - 2.78*max(0,X3-0.328) * max(0,-1.11-X1) - 2.71*max(0,-0.0695-X1) * max(0,X4-0.829) - 2.59*max(0,X8+0.119) * max(0,-0.776-X4) - 2.58*max(0,X4-1.23) + 2.46*max(0,-1.11-X1) * max(0,-0.776-X4) - 2.32*max(0,0.110-X7) * max(0,X2-0.872) + 2.28*max(0,-0.680-X3) * max(0,0.490-X2) - 2.22*max(0,X8+0.119) * max(0,X2-0.872) - 2.19*max(0,-0.680-X3) + 2.12*max(0,X2-0.872) * max(0,X6-0.376) + 2.08*max(0,0.110-X7) * max(0,-0.825-X0) + 2.01*max(0,-0.680-X3) * max(0,X6-0.376) + 1.95*X7 * max(0,-0.825-X0) + 1.95*max(0,-0.680-X3) * max(0,X8+0.119) + 1.87*max(0,X8+0.801) * max(0,-0.825-X0) + 1.76*max(0,X8+0.460) * max(0,-0.825-X0) - 1.74*max(0,0.110-X7) * max(0,-0.680-X3) - 1.73*max(0,X2-0.872) * max(0,X4-0.829) - 1.68*max(0,X8+0.801) * max(0,-0.699-X6) + 1.61*max(0,-0.776-X4) * max(0,-0.699-X6) + 1.57*X7 * max(0,-0.776-X4) + 1.56*max(0,X3-0.328) * max(0,0.490-X2) - 1.52*max(0,-0.680-X3) * max(0,-0.776-X4) - 1.27*max(0,X8+0.119) * max(0,-0.825-X0) + 1.27*max(0,-0.0695-X1) * max(0,X8+0.119) + 1.25*max(0,X3-0.328) * max(0,-0.825-X0) + 1.22*max(0,-0.0695-X1) * max(0,-0.825-X0) - 1.22*max(0,-0.0695-X1) * max(0,-0.776-X4) + 1.21*max(0,X4-0.829) * max(0,0.490-X2) - 1.19*max(0,-0.699-X6) + 1.18*max(0,-0.680-X3) * max(0,-0.699-X6) - 1.16*max(0,X8-0.221) - 1.08*max(0,X3-0.328) * max(0,X6-0.376) - 1.01*X7 * max(0,X2-0.872) + 0.994*max(0,0.490-X2) * max(0,-0.699-X6) - 0.989*max(0,-0.0695-X1) * max(0,X2-0.872) - 0.982*max(0,0.490-X2) - 0.976*max(0,X3-1.000) + 0.950*max(0,0.110-X7) * max(0,X4-0.829) + 0.950*max(0,X8+0.119) * max(0,X3-0.328) - 0.937*max(0,X6-0.376) - 0.928*max(0,X3-0.664) - 0.893*max(0,-0.825-X0) * max(0,0.490-X2) + 0.888*max(0,X2-0.872) - 0.850*max(0,X3-0.328) * max(0,X2-0.872) - 0.842*max(0,-1.11-X1) * X7 - 0.797*max(0,-0.344-X3) - 0.771*max(0,-0.560-X5) - 0.744*max(0,-0.0695-X1) * max(0,-1.11-X1) - 0.719*max(0,X8+0.801) * max(0,0.490-X2) + 0.696*max(0,X8+0.801) * max(0,-1.11-X1) - 0.661*max(0,-0.825-X0) * max(0,-0.776-X4) + 0.655*max(0,X8+0.801) * max(0,X3-0.328) + 0.652*max(0,X8+0.801) * max(0,X2-0.872) + 0.650*max(0,X8+0.119) * X7 - 0.647*max(0,X3-0.328) - 0.605*max(0,X4-0.829) - 0.559*max(0,-0.437-X0) + 0.518*X7 * max(0,X4-0.829) - 0.515*X7 - 0.512*max(0,-0.680-X3) * max(0,X8+0.460) + 0.505*max(0,0.110-X7) * X7 + 0.452*max(0,-0.680-X3) * max(0,X2-0.872) + 0.442*max(0,X8+0.801) * max(0,-0.776-X4) + 0.429*max(0,-0.374-X4) - 0.410*max(0,X8+0.460) * max(0,0.490-X2) + 0.410*max(0,X6-0.376) * max(0,0.490-X2) - 0.395*max(0,X6-1.09) + 0.388*max(0,X8+0.460) - 0.381*max(0,0.110-X7) * max(0,X3-0.328) - 0.378*max(0,-1.11-X1) + 0.372*max(0,X8+0.801) * max(0,-0.680-X3) + 0.370*max(0,0.872-X2) + 0.360*max(0,-0.0695-X1) * max(0,X3-0.328) + 0.340*max(0,X2-1.25) + 0.326*max(0,X8+0.119) * max(0,X6-0.376) - 0.323*max(0,X8+0.801) * max(0,X6-0.376) - 0.320*max(0,X8+0.460) * max(0,-0.699-X6) - 0.315*max(0,-0.0695-X1) * max(0,0.490-X2) + 0.308*X1**2 - 0.301*max(0,-0.294-X5) + 0.282*X5 - 0.269*max(0,X8+0.801) * X7 + 0.256*X1 - 0.244*max(0,X6-0.376) * max(0,X4-0.829) + 0.237*max(0,X8+0.801) - 0.229*max(0,X6-0.735) + 0.228*max(0,0.110-X7) * max(0,X8+0.460) - 0.226*X0**2 - 0.219*max(0,X2+0.274) + 0.207*X4 + 0.201*max(0,-0.776-X4) + 0.196*max(0,X4-0.829) * max(0,-0.699-X6) + 0.179*max(0,X6-0.376) * max(0,-0.776-X4) + 0.179*X5**2 + 0.177*max(0,X8+0.119) * max(0,0.490-X2) - 0.172*max(0,-0.00840-X3) - 0.171*max(0,X8+0.801) * max(0,X4-0.829) + 0.171*max(0,0.110-X7) * max(0,X8+0.119) - 0.166*max(0,-0.0695-X1) + 0.162*max(0,X8+0.460) * max(0,X4-0.829) + 0.152*max(0,X9+0.841) + 0.151*max(0,X8+0.119) * max(0,X4-0.829) - 0.137*max(0,X8+0.460) * X7 - 0.118*max(0,X3-0.328) * X7 - 0.111*max(0,0.110-X7) * max(0,-0.699-X6) - 0.110*X7 * max(0,-0.699-X6) + 0.103*max(0,-0.0695-X1) * X7 - 0.102*max(0,X8+0.460) * max(0,X2-0.872) + 0.0993*max(0,X4-0.829) * max(0,-0.825-X0) + 0.0852*max(0,0.110-X7) * max(0,0.490-X2) + 0.0784*max(0,-1.11-X1) * max(0,0.490-X2) + 0.0761*max(0,X8+0.801) * max(0,X8+0.460) + 0.0738*max(0,-0.256-X7) - 0.0695*max(0,X8+0.801) * max(0,0.110-X7) + 0.0574*max(0,-0.776-X4) * max(0,0.490-X2) + 0.0534*max(0,X8+0.801) * max(0,X8+0.119) + 0.0455*max(0,-0.417-X1) + 0.0399*max(0,X8+0.460) * max(0,X3-0.328) + 0.0397*max(0,0.110-X7) - 0.0397*max(0,X8-0.903) + 0.0310*max(0,X9-0.893) + 0.0296*max(0,X8+0.460) * max(0,-1.11-X1) - 0.0237*max(0,0.728-X0) - 0.0235*X7 * max(0,0.490-X2) + 0.0218*max(0,0.475-X7) + 0.0214*X7 * max(0,X6-0.376) - 0.0198*max(0,-0.0267-X5) + 0.0187*max(0,X9+0.147) + 0.0184*max(0,X9+0.494) - 0.0158*max(0,0.110-X7) * max(0,X6-0.376) - 0.0154*max(0,-0.764-X1) + 0.0114*X4**2 - 0.0111*max(0,0.278-X1) + 0.00731*max(0,0.110-X7) * max(0,-1.11-X1) - 0.00702*X0 + 0.00699*max(0,X9-0.546) - 0.00570*max(0,X3-0.328) * max(0,-0.776-X4) - 0.00443*max(0,0.0179-X6) - 0.00109*max(0,-0.825-X0) - 0.000118*max(0,-0.0485-X0) - 9.50e-5*max(0,0.240-X5) - 2.14e-7*max(0,0.507-X5) + 9.53e-10*max(0,X5-0.507) + 3.09e-11*max(0,X5+0.560) + 6.71e-13*max(0,X5-0.240)"
1030_ERA,ffx,ok,4,0.14301515663709186,1.7130846148430448,1003,12.2,,"0.304 + 89.5*max(0,X0-1.02) * max(0,-1.10-X2) + 10.8*max(0,-1.10-X2) * max(0,X0-0.183) - 9.46*max(0,-0.154-X2) * max(0,-0.725-X3) + 7.76*max(0,X1-1.30) * max(0,X0-0.183) + 6.41*max(0,0.102-X3) * max(0,-1.10-X2) + 5.30*max(0,-0.154-X2) * max(0,-0.312-X3) + 4.97*max(0,X0-1.02) * max(0,-0.312-X3) - 4.07*max(0,X1-1.30) * max(0,-0.312-X3) + 3.99*max(0,-0.154-X2) * max(0,0.102-X3) + 3.91*max(0,X0-1.02) * max(0,-0.154-X2) - 3.32*max(0,-0.154-X2) * max(0,X0-0.183) + 2.95*max(0,X0-1.02) * max(0,X3-1.34) - 2.49*max(0,X0-1.02) + 2.44*max(0,X0-1.02) * max(0,X3-0.515) - 2.30*max(0,X0-1.02) * X0 - 1.58*max(0,-0.725-X3) * max(0,X1-1.30) + 1.44*max(0,X0-1.02) * max(0,X3-0.929) - 1.33*abs(X1) * max(0,X3-0.929) + 1.16*max(0,X1-0.820) - 1.16*max(0,-0.725-X3) * abs(X0) + 1.11*max(0,-0.234-X0) * max(0,X3-1.34) + 1.05*max(0,X0-0.601) + 1.05*abs(X3) + 1.03*max(0,X2-1.26) + 0.971*max(0,X3-0.515) * max(0,-1.10-X2) + 0.959*max(0,-0.627-X2) + 0.934*max(0,X1-0.338) + 0.727*max(0,X3-0.515) * max(0,X3-1.34) - 0.711*max(0,X3-0.929) * max(0,X0-0.183) - 0.698*max(0,0.102-X3) + 0.683*X0 * max(0,-0.725-X3) + 0.678*max(0,X1-1.30) - 0.641*abs(X1) * max(0,-0.154-X2) - 0.618*max(0,X3-0.515) * max(0,X0-0.183) + 0.595*abs(X1) * max(0,-0.312-X3) + 0.587*X0 * max(0,X0-0.183) + 0.575*max(0,-0.154-X2) * max(0,X3-0.929) + 0.543*max(0,-1.10-X2) * max(0,X3-1.34) - 0.538*abs(X2) - 0.530*max(0,-0.725-X3) * max(0,X0-0.183) - 0.472*max(0,0.318-X2) - 0.471*abs(X1) * max(0,X1-1.30) - 0.462*X0 * max(0,0.102-X3) - 0.459*max(0,X0-1.02) * max(0,X0-0.183) - 0.459*X0 * max(0,X3-0.929) + 0.459*abs(X1) * max(0,X0-0.183) + 0.451*X0 * max(0,X3-0.102) - 0.444*abs(X1) * max(0,0.102-X3) - 0.424*abs(X1) + 0.410*max(0,X3-1.34) + 0.397*max(0,-1.10-X2) - 0.379*max(0,-0.234-X0) - 0.336*abs(X0) + 0.332*max(0,X0-0.183) - 0.319*max(0,-0.154-X2) * X0 - 0.297*abs(X1) * max(0,X3-1.34) + 0.295*abs(X1) * abs(X0) - 0.294*max(0,-0.312-X3) * abs(X0) - 0.259*X3**2 + 0.254*max(0,X3-0.515) * max(0,X1-1.30) - 0.236*max(0,X3-0.102) * abs(X0) + 0.225*max(0,-0.154-X2) * abs(X0) + 0.222*max(0,0.820-X1) + 0.218*max(0,X2+0.627) - 0.218*max(0,0.790-X2) - 0.215*max(0,0.102-X3) * max(0,X0-0.183) - 0.207*max(0,X3-0.102) * max(0,X1-1.30) + 0.205*abs(X0) * max(0,X0-0.183) - 0.201*max(0,-0.651-X0) + 0.188*X0 * max(0,-0.312-X3) - 0.188*max(0,X0-1.02) * abs(X0) - 0.176*abs(X1) * X0 + 0.169*X1 - 0.169*X3 - 0.169*max(0,0.515-X3) - 0.163*max(0,X3-0.929) + 0.145*max(0,X2+0.154) - 0.140*max(0,-0.627-X1) - 0.139*max(0,-0.145-X1) - 0.133*max(0,X1+0.145) + 0.127*max(0,-0.154-X2) * max(0,X3-1.34) - 0.105*max(0,X3-0.929) * abs(X0) - 0.104*max(0,X0+1.07) + 0.101*abs(X1) * max(0,X3-0.102) - 0.0988*max(0,-1.11-X1) + 0.0979*max(0,-0.154-X2) * max(0,-1.10-X2) - 0.0971*max(0,-1.07-X0) + 0.0896*max(0,-0.312-X3) + 0.0836*max(0,X3-0.515) * abs(X1) + 0.0782*max(0,0.102-X3) * max(0,-0.312-X3) + 0.0733*X0 * max(0,X1-1.30) - 0.0729*max(0,X0+0.651) - 0.0652*X0**2 + 0.0608*max(0,X3+0.312) + 0.0577*max(0,X0-1.02) * max(0,X3-0.102) + 0.0449*max(0,X2+1.10) - 0.0411*max(0,0.102-X3) * abs(X0) + 0.0289*max(0,X2-0.790) - 0.0248*max(0,0.929-X3) + 0.0187*max(0,-1.10-X2) * abs(X0) - 0.0143*max(0,1.30-X1) + 0.0127*max(0,X3-0.515) * max(0,X3-0.102) + 0.00966*max(0,X3-0.515) * max(0,-0.154-X2) + 0.00914*X0 * abs(X0) + 0.00850*X2 + 0.00780*X0 + 0.00772*X2**2 - 0.00714*max(0,X3-0.515) - 0.00333*max(0,X0-0.183) * max(0,X3-1.34) + 0.00181*max(0,1.34-X3) - 0.000953*max(0,X3-0.102) * max(0,X3-0.929)"
1027_ESL,OperonRegressor,ok,4,0.8011720202570854,0.6962917102803413,92,61.6,,((-0.0000008999) + (0.9992429018 * (sin(((18.7390480042 * X1) + ((-15.4157400131) * X3))) + (((((0.1619580984 * X1) + (sin(((24.7055301666 * X1) + (10.1617136002 * X3))) * ((-0.6064330339) * X3))) * cos((((10.2545318604 * X3) - 16.4248085022) + (2.3739531040 * X4)))) - ((-0.2861230373) - (((-0.1130953506) * X3) - ((-0.6627139449) * X2)))) - ((((0.0148774059 * X4) - (0.0208667740 * X2)) * (((-12.9657135010) * X3) - 24.6309928894)) - (((((6.6598763466 * X1) + ((-10.8559856415) * X3)) * cos(((10.3789873123 * X3) - 15.9674997330))) / (29.0160770416 * X4)) * cos((((-2.1814730167) * X3) - ((-1.9228253365) * X2)))))))))
1028_SWD,OperonRegressor,ok,10,-0.11511833277767547,0.7777147187102808,96,62.8,,(0.4456582665 + (0.9506258368 * (((((0.1636708379 * X8) + ((-0.1006397232) * X9)) + exp((((17.7660331726 * X9) + ((-0.5354336500) * X1)) + ((0.4881928563 * X10) + (-22.5981521606))))) - ((((((4.4442548752 * X6) * (8.2770605087 * X4)) - ((17.7099399567 * X9) + ((-11.8424148560) * X10))) * (sin((5.3665442467 * X3)) * ((-0.0096683968) * X2))) - (0.0589108616 * X1)) + ((((-0.1341301203) * X2) - (0.6882519722 * X5)) + (sin((2.8119468689 * X3)) * ((-0.5138361454) * X2))))) + ((sin(((sin((17.6701488495 * X7)) - (0.7733218670 * X5)) + (0.3927295804 * X3))) - (((-0.1290865242) * X3) + 1.0764622688)) + ((-0.0196162816) * X7)))))
1029_LEV,OperonRegressor,ok,4,0.5502151867334981,0.6181724495245805,98,61.6,,((-0.0000078096) + (0.9999234676 * ((exp(exp(((-0.1592154056) * X1))) - (2.8297681808 + ((((-0.0497640520) * X3) / ((0.1148398891 * X2) + (3.1723823547 * X1))) + ((((-2.4096884727) * X3) * ((-0.1094202399) * X4)) - ((0.3083229065 * X4) + (0.1223449707 * X3)))))) + ((((((((-1.8581308126) * X3) * (0.0014465393 * X4)) - (0.0003274253 * X2)) + ((-0.0008928441) * X1)) * ((0.1553833634 * X2) + exp((0.6644952297 * X1)))) * (((98.2525634766 * X2) - exp((5.6924920082 * X3))) + ((((41.2787742615 * X4) + (118.3630523682 * X3)) + exp((5.5602731705 * X3))) + (96.5693435669 * X1)))) + ((0.6545307636 * X2) + (0.7253339887 * X1))))))
1030_ERA,OperonRegressor,ok,4,0.26055625166898777,1.5912734434360167,88,60.0,,((-0.0000000723) + (0.9995152950 * ((((exp((1.6583287716 * X2)) + (7.4318084717 * X1)) + (exp(((1.2126812935 * X3) + ((0.2442854345 * X2) + (0.0262898672 * X1)))) + ((0.0318609290 * X3) + exp((2.3514685631 - exp((2.4091534615 * X2))))))) - ((exp((((-0.8660855293) * X2) - (0.0314398706 * X1))) ^ 2) + ((((0.5729577541 * X2) - (((-0.9317182302) * X3) + (((-0.0723630413) * X4) + 8.7728748322))) * (sin((1.6957606077 * X2)) - (0.7714834809 * X1))) + (exp(((0.6118115783 * X3) + ((-0.0657021329) + (0.1588514149 * X1)))) ^ 2)))) + (((-8.5879487991) * X2) + (-4.0151376724)))))
1089_USCrime,OperonRegressor,ok,13,-2.9025576514059277,69.8929648830794,98,36.8,,(0.0000001141 + (1.0000001192 * (((((((((-5.4951543808) * X8) - ((-1.2111598253) * X1)) + (((-4.7934913635) * X12) - (-0.3544290364))) - (5.0541968346 * X7)) + ((-7.2669692039) * X3)) + (((-8.1665992737) * X13) - (2.4929404259 * X2))) / (24.5176925659 * X7)) + ((((-0.2654951811) * X5) + ((((-0.0431702547) * X8) - ((-0.1316858530) * X7)) + (0.2348899245 * X3))) + (((((((-0.4095655680) * X12) - 0.5419446826) + (cos(sin(((-1.5587633848) * X5))) + (0.3618724048 * X3))) - (0.2455287725 * X1)) + sin((((0.4500763714 * X1) - (((-1.1046442986) * X8) - (0.3929111063 * X4))) + ((1.3901319504 * X12) - ((-6.0267367363) * X3))))) * ((-1.1494150162) * X13))))))
1089_USCrime,ffx,ok,13,-4.2450464738298415,81.0276923256272,213,10.3,,1.37 - 1.55*abs(X12) + 0.819*abs(X11) * abs(X5) + 0.694*X9 + 0.640*X6 * abs(X5) - 0.631*abs(X4) - 0.536*abs(X6) - 0.468*X12 + 0.446*abs(X1) + 0.413*abs(X7) + 0.401*X12 * X4 - 0.311*X10**2 + 0.250*X6 * X5 - 0.246*X1**2 + 0.224*abs(X2) - 0.206*abs(X11) * X4 - 0.205*X3 + 0.200*X11 - 0.190*abs(X9) * X4 + 0.184*abs(X12) * abs(X5) - 0.176*abs(X9) * abs(X5) + 0.151*X5**2 + 0.150*X6 * abs(X4) - 0.148*abs(X0) - 0.133*X6**2 - 0.125*abs(X11) * X9 + 0.120*X6 * abs(X12) - 0.0927*abs(X11) * abs(X9) - 0.0863*X1 - 0.0759*X10 + 0.0748*X2 + 0.0533*X2**2 - 0.0483*X7 - 0.0374*abs(X11) * X5 - 0.0362*X0**2 - 0.0333*X11**2 + 0.0213*abs(X3) - 0.0186*abs(X9)
