dataset,algorithm,status,n_features,r2,rmse,complexity,seconds,error,expr
1029_LEV,ffx,ok,4,0.5076133540261552,0.6467856634306133,536,11.8,,"-1.26 - 14.8*max(0,X1+0.898) * max(0,X3-1.12) + 11.5*X1 * max(0,X3-1.12) + 7.91*max(0,X3+0.0190) * max(0,X3-1.12) - 4.88*max(0,X0+0.0248) * max(0,X3-1.12) + 3.35*max(0,X1+0.898) * max(0,X1-1.10) - 3.17*max(0,X3+0.0190) * max(0,X1-1.10) - 3.11*max(0,-0.0998-X1) * max(0,X3-1.12) - 2.93*X1 * max(0,X1-1.10) + 2.81*max(0,-0.0998-X1) * max(0,X3+0.0190) + 2.72*max(0,X3+0.0190) * X1 - 2.15*max(0,X3+0.398) * X1 + 1.97*max(0,X3+0.398) * max(0,X1-1.10) + 1.68*max(0,X3+0.398) * max(0,X3-1.12) + 1.64*max(0,X3+0.0190) * max(0,X0+0.0248) + 1.40*max(0,X0+0.421) - 1.37*max(0,X2-0.988) - 1.31*max(0,X1-1.10) - 1.22*max(0,-0.0998-X1) + 1.22*max(0,X1-1.10) * max(0,X3-1.12) - 1.18*max(0,-0.0998-X1) * X1 + 1.17*max(0,X2+0.147) * max(0,X3-1.12) + 1.00*max(0,X1+0.898) * max(0,X3+0.398) + 0.780*max(0,-0.0998-X1) * max(0,X1+0.898) - 0.769*max(0,X3+0.0190) * max(0,X2+0.147) + 0.749*max(0,X2+0.147) * max(0,X1-1.10) + 0.727*max(0,X0+0.0248) * max(0,X1-1.10) + 0.673*max(0,1.16-X0) - 0.636*X1**2 - 0.627*max(0,X0+0.0248) * max(0,X3+0.398) + 0.603*max(0,X2+0.147) + 0.566*X1 - 0.520*max(0,X3+0.398) - 0.452*max(0,-0.0998-X1) * max(0,X0+0.0248) - 0.421*max(0,X0+0.0248) * X1 - 0.392*max(0,0.768-X0) - 0.371*max(0,-0.778-X3) - 0.231*X0**2 + 0.220*max(0,X2+0.147) * max(0,X3+0.398) - 0.218*max(0,-0.0998-X1) * max(0,X3+0.398) - 0.189*X0 - 0.186*max(0,X3+0.0190) * max(0,X1+0.898) + 0.175*max(0,X2+0.147) * X1 - 0.161*max(0,X0+0.0248) - 0.161*max(0,X3+0.0190) * max(0,X3+0.398) + 0.145*max(0,X0+0.0248) * max(0,X1+0.898) - 0.114*max(0,X0+0.0248) * max(0,X2+0.147) - 0.113*max(0,X3+0.0190) - 0.112*max(0,X3-1.12) - 0.112*max(0,X1+0.898) + 0.106*max(0,0.740-X3) + 0.0947*max(0,X1+0.898) * X1 + 0.0847*max(0,-0.0998-X1) * max(0,X2+0.147) - 0.0714*max(0,X1+0.898) * max(0,X2+0.147) - 0.0676*max(0,0.610-X2) + 0.0654*max(0,X3+0.778) - 0.0647*max(0,-0.903-X2)"
1027_ESL,ffx,ok,4,0.8319032647624084,0.6402242413430964,542,16.3,,"-0.0236 - 79.8*max(0,X3-0.821) * max(0,X1-1.67) - 7.12*max(0,X1-1.01) * max(0,X2-1.51) - 3.59*max(0,-1.99-X0) + 3.41*max(0,-1.99-X0) * max(0,-1.18-X2) + 3.34*max(0,X3-0.821) * max(0,X1-1.01) - 2.54*max(0,-3.05-X3) - 2.41*max(0,-1.85-X2) + 2.37*max(0,-0.956-X1) * max(0,X3-0.821) + 2.05*max(0,-1.99-X0) * max(0,-1.85-X2) + 1.52*X3 * max(0,-1.29-X0) - 1.22*X3 * max(0,-1.99-X0) + 1.03*max(0,-1.29-X0) + 0.890*max(0,-2.28-X3) - 0.829*max(0,-0.300-X1) * max(0,-1.99-X0) + 0.820*max(0,-1.85-X2) * max(0,-1.18-X2) + 0.811*X3 * max(0,X1-1.01) - 0.799*X3 * max(0,X1-1.67) + 0.550*max(0,X1-1.01) + 0.459*max(0,-0.300-X1) * max(0,-1.29-X0) - 0.416*max(0,X1-1.67) * max(0,X1-1.01) - 0.409*max(0,-1.29-X0) * max(0,-1.18-X2) - 0.406*max(0,-0.300-X1) - 0.373*max(0,-1.61-X1) - 0.346*max(0,-1.18-X2) - 0.336*max(0,X0-0.815) + 0.329*X3 - 0.303*max(0,-0.300-X1) * max(0,-1.85-X2) - 0.253*max(0,-1.99-X0) * max(0,-1.29-X0) - 0.234*X3 * max(0,-0.300-X1) - 0.229*max(0,X1-0.357) + 0.218*X2 - 0.216*X3 * max(0,-1.18-X2) + 0.185*max(0,X2+0.505) - 0.174*X3 * max(0,X2-1.51) + 0.162*max(0,X3-0.821) + 0.155*max(0,X0-0.114) + 0.151*max(0,X0+1.29) - 0.140*X3 * max(0,-1.85-X2) - 0.131*max(0,0.357-X1) - 0.108*max(0,0.815-X0) + 0.101*max(0,-0.956-X1) * max(0,-1.29-X0) + 0.0912*max(0,-0.300-X1) * max(0,-1.18-X2) + 0.0848*X1**2 - 0.0803*max(0,X2-0.168) - 0.0783*max(0,X0-1.52) - 0.0722*max(0,-0.728-X3) + 0.0570*X1 + 0.0561*X0**2 + 0.0523*max(0,-0.505-X2) - 0.0511*max(0,-0.587-X0) - 0.0419*max(0,X3+3.05) + 0.0196*max(0,-0.300-X1) * max(0,-3.05-X3) - 0.0158*max(0,-0.956-X1) + 0.0156*max(0,-1.85-X2) * max(0,-3.05-X3) - 0.0113*max(0,X1-1.67) + 0.00929*X3**2 - 0.00784*max(0,X3-0.821) * max(0,-0.300-X1) + 0.00687*max(0,-0.956-X1) * max(0,-0.300-X1) - 0.00627*max(0,X2+1.85) - 0.00429*max(0,X3+2.28) + 0.00387*max(0,-3.05-X3) * max(0,-1.18-X2) - 0.00209*X2**2 + 0.000925*X0"
1028_SWD,ffx,ok,10,-0.6865667370089295,0.9564485339806023,1141,22.4,,"0.361 - 6.42*max(0,-0.987-X7) * max(0,-0.776-X4) - 3.96*max(0,-0.987-X7) * max(0,-0.680-X3) + 3.02*max(0,-0.680-X3) * max(0,-1.11-X1) - 2.71*max(0,X2-0.872) * max(0,-0.699-X6) + 2.55*max(0,-0.987-X7) * max(0,-1.11-X1) + 2.31*max(0,X3-0.328) * max(0,-0.987-X7) + 2.00*max(0,-0.680-X3) * max(0,X2-0.872) - 1.53*max(0,-0.776-X4) * max(0,-1.11-X1) - 1.52*max(0,X2+0.274) * max(0,-1.11-X1) + 1.47*max(0,-0.680-X3) * max(0,0.490-X2) - 1.45*max(0,-0.699-X6) + 1.44*max(0,X6-0.376) * max(0,-1.11-X1) + 1.38*max(0,X2+0.274) * max(0,-0.699-X6) + 1.28*X9 * max(0,-1.11-X1) - 1.25*X9 * max(0,-0.776-X4) - 1.17*max(0,-1.11-X1) * max(0,-0.699-X6) - 1.13*max(0,X8+0.119) * max(0,-0.776-X4) + 1.12*max(0,X3-0.328) * max(0,X2-0.872) - 1.08*X0 * max(0,-0.987-X7) - 0.980*max(0,-0.680-X3) * max(0,-0.776-X4) - 0.935*X0 * max(0,-1.11-X1) - 0.858*max(0,X8+0.119) * max(0,-0.680-X3) - 0.849*max(0,0.490-X2) + 0.772*max(0,X8+0.119) * max(0,-0.987-X7) + 0.761*X9 * max(0,-0.680-X3) - 0.708*max(0,X8+0.119) * max(0,-0.699-X6) - 0.707*max(0,-0.776-X4) - 0.660*max(0,X8+0.460) * max(0,-0.680-X3) - 0.658*max(0,X8+0.119) * X9 - 0.634*max(0,X3-0.328) * max(0,X2+0.274) - 0.634*max(0,X6-0.376) * max(0,-0.776-X4) - 0.596*max(0,-0.987-X7) + 0.589*max(0,-0.680-X3) * max(0,-0.699-X6) + 0.585*X9 * max(0,X2-0.872) - 0.583*max(0,X8+0.801) * max(0,-0.987-X7) - 0.545*X9 * max(0,-0.987-X7) + 0.535*max(0,X8+0.801) + 0.534*max(0,X8+0.801) * X9 + 0.516*max(0,X2+0.274) * max(0,-0.776-X4) - 0.486*X9 * max(0,-0.699-X6) + 0.429*max(0,X2-0.872) + 0.387*max(0,X8+0.801) * max(0,-0.699-X6) + 0.386*X7 * max(0,X3-0.328) - 0.379*max(0,X8+0.801) * max(0,-0.680-X3) + 0.377*X0 * max(0,X2-0.872) - 0.364*max(0,X8-0.221) + 0.362*max(0,-0.764-X1) - 0.340*max(0,X8+0.119) * max(0,X2+0.274) - 0.318*max(0,X8+0.119) * max(0,X3-0.328) - 0.306*X7 * max(0,-0.776-X4) - 0.292*max(0,-0.0695-X1) + 0.274*max(0,X3-0.328) * max(0,-0.776-X4) - 0.264*max(0,X2+0.274) - 0.262*max(0,X8+0.119) * max(0,0.490-X2) + 0.254*max(0,X8+0.119) + 0.253*X7 * max(0,-1.11-X1) + 0.225*max(0,-0.776-X4) * max(0,-0.699-X6) + 0.225*max(0,X8+0.801) * max(0,-0.776-X4) - 0.196*max(0,X6-1.09) + 0.192*X9 * max(0,X3-0.328) + 0.188*X4**2 + 0.183*max(0,X6-0.376) * max(0,X2-0.872) - 0.180*max(0,X8+0.460) * max(0,X2+0.274) - 0.163*max(0,X3-0.328) * max(0,-1.11-X1) + 0.158*max(0,X8+0.801) * max(0,X3-0.328) - 0.157*X9 * max(0,0.490-X2) + 0.145*max(0,X8+0.460) * max(0,X2-0.872) + 0.141*max(0,X8+0.801) * max(0,X8+0.119) + 0.133*max(0,X3-0.328) - 0.133*X9 * max(0,X2+0.274) + 0.128*X9 + 0.123*X7 * max(0,-0.680-X3) - 0.119*max(0,-0.825-X0) - 0.114*max(0,X8-0.903) - 0.113*max(0,0.490-X2) * max(0,-1.11-X1) - 0.111*max(0,-0.987-X7) * max(0,-0.699-X6) - 0.110*max(0,X8-0.562) + 0.0987*max(0,X8+0.460) * max(0,X8+0.119) - 0.0987*X0 * max(0,X2+0.274) - 0.0936*max(0,X8+0.119) * max(0,-1.11-X1) - 0.0935*max(0,0.340-X0) + 0.0919*X9**2 + 0.0829*X5 + 0.0804*max(0,X8+0.801) * max(0,X2-0.872) - 0.0785*X0 * max(0,-0.680-X3) - 0.0768*X0 * max(0,X8+0.801) - 0.0696*max(0,-0.437-X0) - 0.0675*max(0,-0.680-X3) + 0.0612*max(0,X8+0.460) * max(0,X8+0.801) - 0.0603*X0 * max(0,0.490-X2) - 0.0581*X0 * max(0,X8+0.119) - 0.0540*max(0,0.728-X0) + 0.0443*X0 + 0.0441*max(0,X3-0.664) + 0.0403*max(0,-1.11-X1) + 0.0380*X7 * max(0,-0.987-X7) - 0.0369*max(0,X8+0.119) * X7 + 0.0365*X0 * max(0,X3-0.328) - 0.0363*X0 * X7 + 0.0350*X7 * X9 + 0.0343*max(0,X3-1.000) - 0.0334*max(0,0.490-X2) * max(0,-0.776-X4) - 0.0316*X7 * max(0,0.490-X2) - 0.0228*X7**2 - 0.0224*max(0,X8+0.801) * max(0,X2+0.274) - 0.0223*max(0,0.490-X2) * max(0,-0.699-X6) + 0.0181*max(0,1.23-X4) + 0.0144*max(0,X3-0.328) * max(0,0.490-X2) - 0.0138*X0 * max(0,-0.776-X4) + 0.0134*X7 * max(0,X2+0.274) + 0.00971*max(0,0.0179-X6) - 0.00800*max(0,-0.621-X7) + 0.00763*max(0,X8+0.801) * X7 - 0.00423*max(0,X2+0.274) * max(0,-0.987-X7) - 0.00262*X0 * max(0,X8+0.460) - 0.00220*max(0,-0.560-X5) + 0.00212*max(0,X8+0.801) * max(0,0.490-X2) + 0.00112*X0 * X9 + 0.000690*max(0,X3-0.328) * max(0,-0.699-X6)"
1030_ERA,ffx,ok,4,0.15847590245654108,1.6975615216032145,1198,16.5,,"1.11 - 29.0*max(0,X1-1.30) * max(0,X3-0.929) + 17.4*max(0,-1.10-X2) * max(0,X0-0.183) + 14.2*max(0,X1-1.30) * max(0,X2-0.318) + 6.30*max(0,0.515-X3) * max(0,X3-0.102) - 5.50*max(0,0.515-X3) * max(0,-1.10-X2) + 5.28*max(0,-1.10-X2) * max(0,0.102-X3) + 3.62*max(0,-0.725-X3) * max(0,X1-1.30) + 3.28*max(0,X1-1.30) * max(0,X0-0.183) + 3.19*max(0,X0-1.02) * max(0,0.102-X3) + 3.07*max(0,X2-1.26) + 2.00*X0 * max(0,X3-1.34) - 2.00*max(0,X0-1.02) + 1.90*max(0,0.318-X2) * max(0,0.102-X3) - 1.85*max(0,0.318-X2) * max(0,X0-0.183) + 1.80*max(0,-0.725-X3) * X0 - 1.72*max(0,-0.725-X3) * max(0,0.102-X3) + 1.68*max(0,X2-0.318) * max(0,-0.312-X3) + 1.66*max(0,X1-0.820) - 1.60*X0 * max(0,-1.10-X2) - 1.59*max(0,X3-0.929) * max(0,X3-1.34) - 1.45*max(0,X3-0.929) + 1.44*max(0,-0.627-X2) + 1.40*max(0,-0.725-X3) * max(0,X0-0.183) + 1.36*max(0,X1-1.30) * max(0,0.102-X3) - 1.28*max(0,0.515-X3) * max(0,X1-1.30) - 1.08*max(0,0.102-X3) - 1.03*X0 * max(0,X1-1.30) - 1.02*max(0,-0.725-X3) * abs(X0) - 0.996*max(0,-0.725-X3) + 0.951*max(0,-0.725-X3) * max(0,0.318-X2) + 0.927*X0 * max(0,X0-0.183) - 0.908*max(0,0.318-X2) * max(0,X3-1.34) - 0.883*max(0,0.318-X2) + 0.865*max(0,-0.312-X3) * max(0,0.102-X3) + 0.858*max(0,0.318-X2) * max(0,-0.312-X3) + 0.820*max(0,-1.10-X2) * max(0,X3-0.929) + 0.812*max(0,-0.312-X3) - 0.769*max(0,-0.725-X3) * max(0,-0.312-X3) + 0.763*max(0,X0-0.183) + 0.756*max(0,X3-0.515) + 0.719*abs(X0) * max(0,X0-0.183) - 0.714*max(0,X0-0.183) * max(0,X3-0.929) + 0.683*max(0,X1-1.30) * max(0,X3-0.102) - 0.676*max(0,0.338-X1) - 0.675*max(0,-0.154-X2) + 0.668*abs(X0) * max(0,X3-1.34) - 0.622*abs(X0) - 0.613*X0 * max(0,X3-0.929) + 0.584*max(0,X2-0.318) * max(0,X0-0.183) + 0.578*max(0,-0.627-X1) + 0.572*max(0,X3-0.515) * max(0,-1.10-X2) - 0.566*max(0,-0.651-X0) - 0.550*max(0,-0.312-X3) * max(0,X0-0.183) - 0.549*max(0,-1.11-X1) - 0.523*max(0,X1-0.338) - 0.506*abs(X0) * max(0,0.102-X3) + 0.476*max(0,-1.10-X2) * max(0,X3-1.34) - 0.464*X0 * max(0,0.102-X3) - 0.460*X0 * max(0,X2-0.318) - 0.449*X0 * max(0,0.515-X3) + 0.446*max(0,X1-1.30) * abs(X0) + 0.445*max(0,X0-0.601) - 0.434*max(0,0.515-X3) - 0.415*max(0,X0-0.183) * max(0,X3-1.34) + 0.413*max(0,0.820-X1) - 0.402*max(0,0.515-X3) * max(0,X2-0.318) + 0.365*max(0,0.515-X3) * max(0,-0.312-X3) + 0.358*X0 * max(0,X3-0.102) + 0.358*max(0,0.318-X2) * max(0,X3-0.929) + 0.355*max(0,X3-0.102) * max(0,X3-1.34) - 0.355*abs(X0) * max(0,X3-0.102) + 0.354*abs(X0) * max(0,-1.10-X2) - 0.340*max(0,X0+0.234) - 0.337*abs(X0) * max(0,X2-0.318) - 0.316*max(0,0.515-X3) * max(0,X0-0.183) - 0.314*max(0,X3-0.515) * max(0,X0-0.183) - 0.313*max(0,X3-0.102) * max(0,X2-0.318) - 0.297*max(0,0.318-X2) * max(0,X1-1.30) - 0.286*max(0,-0.234-X0) + 0.284*max(0,X3+0.312) - 0.266*max(0,X0-0.183) * max(0,0.102-X3) + 0.265*max(0,0.318-X2) * max(0,-1.10-X2) + 0.255*max(0,0.318-X2) * abs(X0) - 0.252*abs(X0) * max(0,X3-0.515) - 0.243*X3 + 0.233*max(0,X0-1.02) * max(0,X3-1.34) + 0.218*max(0,X2+0.154) - 0.207*max(0,X3-0.515) * max(0,X3-0.929) + 0.181*max(0,X3-0.102) * max(0,X3-0.515) - 0.179*X0 * max(0,0.318-X2) - 0.179*X1**2 - 0.173*max(0,0.790-X2) + 0.157*max(0,X3-0.102) - 0.139*X0 - 0.119*max(0,X2-0.318) * max(0,0.102-X3) - 0.111*max(0,X3-0.102) * max(0,X3-0.929) + 0.102*max(0,X0-1.02) * max(0,X3-0.929) + 0.0998*max(0,X1+0.627) - 0.0930*max(0,X2+0.627) - 0.0840*abs(X1) + 0.0818*max(0,0.318-X2) * max(0,0.515-X3) - 0.0777*abs(X3) - 0.0751*max(0,X0+0.651) + 0.0739*X0 * abs(X0) - 0.0577*max(0,0.318-X2) * max(0,X3-0.102) + 0.0544*max(0,1.26-X2) - 0.0510*X2**2 + 0.0468*max(0,X1+0.145) - 0.0457*X0**2 - 0.0447*max(0,X2-0.790) + 0.0442*max(0,X3-0.515) * max(0,X3-1.34) - 0.0434*max(0,0.318-X2) * max(0,X3-0.515) + 0.0434*max(0,X2-0.318) - 0.0427*max(0,0.601-X0) + 0.0414*max(0,X2-0.318) * max(0,X3-1.34) - 0.0406*max(0,X3+0.725) + 0.0394*max(0,0.183-X0) - 0.0361*abs(X0) * max(0,-0.312-X3) - 0.0347*max(0,0.515-X3) * abs(X0) + 0.0337*X3**2 - 0.0281*X0 * max(0,-0.312-X3) + 0.0268*max(0,X3-0.102) * max(0,-1.10-X2) + 0.0252*max(0,-0.725-X3) * max(0,0.515-X3) - 0.0209*X0 * max(0,X3-0.515) - 0.0180*max(0,0.929-X3) - 0.0145*max(0,1.30-X1) - 0.00103*X1"
1028_SWD,OperonRegressor,ok,10,0.2471172027115235,0.639033355349523,96,58.1,,(0.0000617377 + (1.0014758110 * (((sin((((0.2076669633 * X9) + ((-0.5536651611) * X3)) - (sin((2.0859293938 * X7)) - (1.7331616879 * X6)))) + sin((2.0788910389 * X7))) - (((sin(((1.1108156443 * X9) + ((-0.3499418497) * X8))) - ((0.4853438735 * X2) + ((-0.3520375788) * X10))) - ((((-0.2665678859) * X9) ^ 2) - (0.7073860168 * X6))) + ((((0.8007014990 * X2) + ((-0.4855356216) * X10)) + (((((-0.8092076182) * X9) + ((-0.3143911362) * X3)) - (0.1635737717 * X5)) * exp(((-0.1809940040) * X5)))) * exp((0.2094382346 * X10))))) + ((0.2904738188 * X2) / exp(sin((((-3.2353882790) * X3) - ((-0.4035382867) * X5))))))))
1030_ERA,OperonRegressor,ok,4,0.2796183953508776,1.5706287807628048,86,56.5,,(0.0000620052 + (0.9985238314 * (((sin(((-2.9748523235) * X2)) / (sin(((-18.7513713837) * X1)) + (-1.6234461069))) + (((sin(((-2.2506518364) * X2)) + (0.5415872335 * X1)) - (((-1.7965574265) * X3) * (0.1346196830 * X1))) + exp(((((-0.4228402972) * X1) - exp(((-0.6061011553) * X4))) + ((sin(((-18.9787197113) * X1)) + (-1.1829695702)) * (((-0.1408212632) - (0.3176480830 * X3)) - ((-0.5343020558) * X2))))))) + (sin((1.6579988003 * X2)) + (((0.4387742281 * X2) + ((-0.6234549284) - (0.1639832854 * X4))) + (((-0.0042661703) + (0.0134015344 * X2)) / (0.0071938816 - (0.4324269891 * X3))))))))
1027_ESL,OperonRegressor,ok,4,0.8620432970073082,0.5799945039199766,98,58.7,,(0.0060876743 + (1.0004899502 * ((((((0.3663381934 * X4) + sin(((((-3.0547342300) * X4) + (5.9006505013 * X3)) + ((-3.0339722633) * X2)))) * (((0.0516956784 * X4) + (0.0836368501 * X3)) + (0.0630746931 * X1))) - ((sin(((1.6826056242 * X4) + ((-1.8112550974) * X3))) + (sin((((-1.4169569016) * X4) + (0.4668105245 * X2))) * (0.1552862525 * X2))) + (((-0.2752339244) * X4) + ((-0.4127631485) * X3)))) + sin((((1.9502971172 * X4) + ((-2.1325919628) * X3)) * exp((0.1363595128 * X1))))) + (((0.2130565047 * X1) - ((-0.3001143634) * X2)) - ((((-2.7823193073) * X2) - 4.6423687935) * ((0.0405243449 * X4) + ((-0.0536191352) * X3)))))))
1029_LEV,OperonRegressor,ok,4,0.514856856361505,0.6420106033666931,92,60.0,,((-0.0000039291) + (0.9986867905 * ((sin(((((-2.1274244785) * X2) + (2.2382972240 * X4)) + ((sin(((-2.5528695583) * X3)) + (-1.6692370176)) + ((-1.1863588095) * X3)))) * ((exp(((-0.7392599583) * X4)) + ((((-0.5235276818) * X2) + (0.6461458802 * X4)) + (-1.1588573456))) + (0.1331960410 * X3))) - ((sin(((((-2.8247368336) * X2) + (2.0197079182 * X4)) + (((-3.0364630222) * X3) + ((-0.0771659985) + (0.2047012746 * X1))))) * ((0.4562920034 * X2) + ((-0.0817358643) * X4))) - ((((-1.0383684635) + (exp((0.4869630635 * X4)) + ((0.6765874028 * X2) + ((-0.3773949742) * X4)))) - ((-0.2143147588) * X3)) + (0.3750435710 * X1))))))
1089_USCrime,OperonRegressor,ok,13,-7.701772368974037,104.36687004439317,88,39.5,,(0.0000011103 + (0.9999993443 * ((((0.0240969826 * X1) + (((sin(sin((7.8092913628 * X7))) + ((-0.4452655315) * X11)) + (sin(((-6.1039781570) * X4)) + (((0.6505324244 * X3) * (2.1254012585 * X7)) + 1.4366459846))) / ((21.7476825714 * X4) + (19.2039318085 * X3)))) + (((-0.2193820477) * (sin(((-5.8196859360) * X4)) + ((-0.4918679893) * sin(((-116.9245071411) * X4))))) + (((sin(((-124.1630477905) * X11)) + ((-1.9518858194) * X3)) + (4.9698648453 * sin(((-116.4139022827) * X4)))) / (25.3205623627 * X7)))) - ((((0.2488037944 * X4) + ((-0.1713159829) * X3)) + 0.0847297460) - ((-0.6957021356) * X13)))))
1089_USCrime,ffx,ok,13,0.27941537938728367,30.03317830087198,305,11.9,,"0.424 - 1.70*max(0,-0.474-X4) * max(0,X1-1.89) - 1.55*abs(X8) * max(0,-0.153-X9) + 0.750*max(0,-0.474-X4) + 0.624*max(0,X6-1.61) + 0.455*max(0,0.277-X1) * max(0,X3-1.26) + 0.411*max(0,X4-1.27) * max(0,X0-2.08) - 0.369*abs(X8) * max(0,0.373-X3) + 0.350*max(0,X4-1.27) * max(0,-0.578-X10) + 0.339*max(0,0.277-X1) * max(0,0.373-X3) + 0.313*max(0,0.373-X3) - 0.301*max(0,X12+1.00) + 0.294*max(0,X9-1.52) - 0.284*max(0,X12+0.447) + 0.266*max(0,X12+0.447) * max(0,X0-2.08) - 0.194*max(0,0.977-X0) + 0.182*max(0,1.27-X4) - 0.176*max(0,X12-1.22) + 0.148*max(0,-1.10-X6) - 0.144*max(0,0.454-X10) * max(0,-0.153-X9) + 0.143*max(0,-0.153-X9) * max(0,-0.474-X4) + 0.121*max(0,0.277-X1) * max(0,-0.153-X9) - 0.120*max(0,0.0335-X8) * max(0,X12+0.447) + 0.116*abs(X1) + 0.0993*max(0,0.373-X3) * max(0,-0.153-X9) + 0.0706*max(0,X7+0.275) + 0.0568*max(0,0.277-X1) * max(0,-0.474-X4) - 0.0561*abs(X8) + 0.0508*max(0,0.373-X3) * max(0,X0-2.08) - 0.0493*max(0,0.263-X7) - 0.0352*max(0,0.454-X10) * max(0,X12+0.447) - 0.0256*max(0,0.0335-X8) * abs(X8) - 0.000107*max(0,1.27-X4) * max(0,X12+0.447)"
