dataset,algorithm,status,n_features,r2,rmse,complexity,seconds,error,expr
1029_LEV,ffx,ok,4,0.5129071432850404,0.6432993790336111,529,12.0,,"-0.592 - 14.4*max(0,X1+0.898) * max(0,X3-1.12) + 11.4*X1 * max(0,X3-1.12) + 8.24*max(0,X3+0.0190) * max(0,X3-1.12) - 4.84*max(0,X0+0.0248) * max(0,X3-1.12) - 3.28*max(0,X3+0.0190) * max(0,X1-1.10) - 3.11*max(0,-0.0998-X1) * max(0,X3-1.12) + 2.96*max(0,X3+0.0190) * X1 + 2.92*max(0,X3+0.0190) * max(0,-0.0998-X1) - 2.84*max(0,-0.0998-X1) * max(0,X1+0.898) - 2.42*X1 * max(0,X3+0.398) + 2.14*max(0,X1-1.10) * max(0,X3+0.398) + 1.64*max(0,X3+0.0190) * max(0,X0+0.0248) + 1.44*max(0,X3+0.398) * max(0,X3-1.12) - 1.41*max(0,X2-0.988) + 1.29*max(0,X2+0.147) * max(0,X3-1.12) + 1.23*max(0,X1+0.898) * max(0,X3+0.398) + 1.20*X1 * max(0,X1-1.10) - 1.04*max(0,X1-1.10) + 0.949*max(0,X0+0.421) - 0.853*max(0,X3+0.0190) * max(0,X2+0.147) + 0.837*max(0,X1-1.10) * max(0,X3-1.12) - 0.718*max(0,X3-1.12) + 0.692*max(0,X2+0.147) * max(0,X1-1.10) + 0.665*max(0,X0+0.0248) * max(0,X1-1.10) - 0.629*max(0,X0+0.0248) * max(0,X3+0.398) + 0.580*max(0,X2+0.147) - 0.513*max(0,-0.0998-X1) * max(0,X0+0.0248) - 0.496*max(0,X0+0.0248) * X1 - 0.472*max(0,-0.778-X3) - 0.469*max(0,0.768-X0) - 0.463*max(0,X3+0.398) - 0.435*max(0,X3+0.0190) * max(0,X1+0.898) - 0.356*max(0,X0+0.0248) - 0.353*max(0,-0.0998-X1) - 0.347*max(0,-0.0998-X1) * max(0,X3+0.398) - 0.315*X0 - 0.311*X1**2 + 0.266*max(0,X2+0.147) * max(0,X3+0.398) + 0.243*max(0,X1+0.898) * max(0,X1-1.10) + 0.222*X1 + 0.206*max(0,X0+0.0248) * max(0,X1+0.898) + 0.182*max(0,1.16-X0) - 0.155*max(0,X3+0.0190) * max(0,X3+0.398) + 0.152*max(0,X2+0.147) * X1 + 0.151*max(0,0.740-X3) - 0.121*max(0,X0+0.0248) * max(0,X2+0.147) + 0.103*max(0,X1+0.898) * X1 + 0.0897*max(0,-0.0998-X1) * max(0,X2+0.147) - 0.0711*max(0,-0.903-X2) - 0.0582*max(0,0.610-X2) - 0.0534*max(0,-0.0998-X1) * X1 - 0.0442*max(0,X2+0.147) * max(0,X1+0.898) - 0.0434*max(0,X3+0.778) - 0.0159*X0**2 + 0.00792*max(0,X3+0.0190)"
1027_ESL,ffx,ok,4,0.7017813526729546,0.8527463571556712,948,15.3,,"-0.488 + 19.0*max(0,-0.587-X0) * max(0,X1-0.357) + 4.49*max(0,-1.85-X2) * max(0,-1.29-X0) - 4.17*max(0,-1.85-X2) * max(0,X1-0.357) - 3.76*max(0,-0.587-X0) * max(0,X1+0.300) + 3.40*max(0,X1-1.01) * abs(X0) - 3.40*X0 * max(0,-3.05-X3) - 2.85*max(0,X1-1.01) * max(0,X0-0.114) - 1.94*max(0,X1-1.01) * max(0,X1+0.300) - 1.65*max(0,-0.300-X1) - 1.51*max(0,-1.61-X1) + 1.31*max(0,X0-0.114) * max(0,-0.300-X1) - 1.17*max(0,-1.85-X2) - 1.08*max(0,-1.18-X2) * max(0,X1-0.357) - 1.02*max(0,-1.85-X2) * max(0,-1.18-X2) + 1.01*max(0,X1-1.01) * abs(X1) + 1.01*max(0,X1-1.67) + 0.953*max(0,-2.28-X3) + 0.952*X0 * max(0,X1-0.357) + 0.874*max(0,X1-1.01) - 0.849*max(0,X0-0.114) * abs(X1) - 0.825*max(0,-1.85-X2) * max(0,-0.956-X1) - 0.813*max(0,X2-1.51) * abs(X1) + 0.779*max(0,-0.956-X1) * max(0,-3.05-X3) + 0.672*max(0,X1+0.300) * abs(X0) + 0.656*max(0,-1.29-X0) - 0.649*max(0,X0-0.815) - 0.602*max(0,-1.99-X0) + 0.568*max(0,-1.85-X2) * max(0,-0.300-X1) + 0.517*max(0,X1+0.300) - 0.480*max(0,-1.85-X2) * max(0,-3.05-X3) - 0.478*abs(X0) * max(0,X1-0.357) - 0.455*max(0,-1.29-X0) * max(0,-1.18-X2) - 0.426*max(0,X0-1.52) - 0.403*max(0,-3.05-X3) - 0.400*max(0,-1.85-X2) * max(0,-0.587-X0) + 0.380*max(0,-0.956-X1) * abs(X0) + 0.379*max(0,-0.505-X2) + 0.369*max(0,-3.05-X3) * max(0,-0.300-X1) + 0.328*max(0,-0.956-X1) * max(0,-0.300-X1) + 0.324*X2 + 0.290*max(0,-0.587-X0) * max(0,-0.956-X1) - 0.285*max(0,-1.18-X2) * abs(X0) - 0.263*max(0,-0.587-X0) * max(0,-0.300-X1) - 0.245*max(0,-0.956-X1) * max(0,-1.29-X0) + 0.244*max(0,-0.956-X1) * max(0,-1.18-X2) + 0.244*X3 - 0.238*max(0,-1.18-X2) + 0.237*max(0,X3-0.821) + 0.234*X0 * max(0,-0.300-X1) - 0.216*X1 - 0.214*max(0,X0-0.114) * max(0,X1+0.300) - 0.194*max(0,-1.29-X0) * max(0,-0.300-X1) - 0.176*max(0,-0.728-X3) + 0.166*max(0,1.01-X1) + 0.165*max(0,X0-0.114) * abs(X0) - 0.155*max(0,X1+1.61) + 0.154*max(0,X1+0.300) * abs(X1) - 0.150*max(0,0.815-X0) + 0.138*max(0,1.67-X1) + 0.136*max(0,X0-0.114) - 0.134*max(0,0.114-X0) + 0.130*max(0,0.168-X2) - 0.127*max(0,X1-0.357) + 0.126*abs(X1) * max(0,-0.300-X1) - 0.119*max(0,-1.18-X2) * max(0,-0.300-X1) + 0.115*abs(X0) * abs(X1) - 0.115*X0 * abs(X1) + 0.111*max(0,X2+1.18) + 0.105*abs(X0) * max(0,-0.300-X1) - 0.102*max(0,-0.587-X0) * max(0,-1.29-X0) + 0.0949*max(0,-1.18-X2) * max(0,-3.05-X3) + 0.0910*abs(X1) - 0.0901*max(0,-0.587-X0) * abs(X0) + 0.0726*max(0,-1.85-X2) * abs(X0) - 0.0721*max(0,X1-0.357) * abs(X1) + 0.0675*max(0,X2-1.51) - 0.0632*max(0,0.357-X1) - 0.0563*abs(X0) * max(0,X2-1.51) + 0.0543*abs(X3) + 0.0531*max(0,X3-0.0465) + 0.0523*max(0,X3+2.28) + 0.0476*X0**2 - 0.0329*max(0,-0.956-X1) - 0.0311*X3**2 - 0.0297*max(0,X1+0.956) - 0.0283*max(0,X0+1.99) + 0.0274*X1**2 + 0.0247*max(0,-1.50-X3) + 0.0226*max(0,-0.956-X1) * abs(X1) + 0.0167*max(0,-1.29-X0) * abs(X1) + 0.0162*max(0,X0+1.29) + 0.0161*max(0,X0+0.587) - 0.0146*max(0,X2-0.168) + 0.0136*max(0,-0.587-X0) * max(0,-1.18-X2) - 0.0117*X2**2 - 0.00985*X0 - 0.00838*max(0,-0.587-X0) - 0.00724*max(0,X1+0.300) * max(0,X1-0.357) - 0.00429*max(0,X1-0.357) * max(0,X2-1.51) + 0.00401*max(0,X1-1.01) * max(0,X1-0.357) - 0.00394*abs(X2) - 0.00393*max(0,X2-0.841) + 0.00373*max(0,-1.29-X0) * abs(X0) + 0.000615*max(0,-3.05-X3) * abs(X1) - 0.000392*max(0,-1.85-X2) * max(0,X1+0.300) - 2.29e-5*max(0,X0-0.114) * max(0,X1-0.357)"
1028_SWD,ffx,ok,10,-0.011831159033689032,0.7408219898598265,1204,26.7,,"0.0795 - 5.89*max(0,X2+0.274) * max(0,-1.11-X1) - 5.01*max(0,-0.987-X7) * max(0,X2-0.872) - 3.61*max(0,-0.987-X7) * max(0,-0.680-X3) - 3.53*max(0,-0.987-X7) * max(0,-0.776-X4) + 2.90*max(0,X6-0.376) * max(0,-1.11-X1) - 2.36*max(0,X2-0.872) * max(0,-0.699-X6) + 2.27*max(0,X2+0.274) * max(0,-0.987-X7) - 2.00*max(0,-0.776-X4) - 1.97*max(0,-0.699-X6) + 1.87*max(0,-0.680-X3) * max(0,X2-0.872) + 1.81*X9 * max(0,-1.11-X1) - 1.60*max(0,X8+0.119) * max(0,-0.680-X3) - 1.51*max(0,X8+0.801) * max(0,-0.987-X7) + 1.32*max(0,X3-0.328) * max(0,-0.987-X7) + 1.26*max(0,-0.987-X7) * max(0,-0.699-X6) + 1.23*max(0,-1.11-X1) * max(0,-0.699-X6) + 1.12*max(0,X2+0.274) * max(0,-0.699-X6) - 1.11*max(0,-0.776-X4) * max(0,-0.699-X6) + 0.979*max(0,-0.680-X3) * max(0,0.490-X2) - 0.945*max(0,X6-0.376) * max(0,-0.987-X7) + 0.908*max(0,-0.680-X3) * max(0,-1.11-X1) + 0.868*max(0,X8+0.119) * max(0,-1.11-X1) - 0.867*X7 * max(0,X2-0.872) - 0.859*max(0,-0.680-X3) * max(0,-0.776-X4) - 0.828*max(0,0.490-X2) * max(0,-1.11-X1) - 0.781*max(0,X3-0.328) * max(0,-1.11-X1) - 0.739*max(0,-0.374-X4) - 0.733*max(0,-1.11-X1) * max(0,-0.776-X4) + 0.712*X9 * max(0,-0.680-X3) - 0.710*max(0,0.490-X2) - 0.696*X9 * max(0,-0.699-X6) + 0.689*X9 * max(0,X2-0.872) - 0.676*max(0,X6-0.376) * max(0,X8+0.119) - 0.626*X9 * max(0,-0.776-X4) + 0.606*max(0,X3-0.328) * max(0,-0.776-X4) + 0.604*max(0,-0.987-X7) * max(0,-1.11-X1) + 0.547*max(0,X8+0.801) * X9 + 0.539*X4**2 + 0.518*max(0,-0.680-X3) * max(0,-0.699-X6) - 0.510*max(0,X3-0.328) * max(0,-0.699-X6) - 0.472*max(0,X8+0.119) * X9 + 0.447*X7 * max(0,-0.987-X7) + 0.446*max(0,-0.764-X1) - 0.430*max(0,X6-0.376) * max(0,X3-0.328) - 0.426*max(0,X2+0.274) * max(0,-0.680-X3) + 0.415*max(0,X8+0.801) * max(0,X3-0.328) + 0.388*X7 * max(0,X2+0.274) + 0.367*max(0,X8+0.801) - 0.357*max(0,X8+0.801) * max(0,-1.11-X1) - 0.344*max(0,X3-0.328) * max(0,X2+0.274) + 0.337*max(0,0.0267-X4) - 0.329*X4 + 0.326*max(0,-0.344-X3) - 0.323*X9 * max(0,0.490-X2) + 0.319*X7 * max(0,-0.699-X6) + 0.301*max(0,X2+0.274) * max(0,-0.776-X4) - 0.300*max(0,X6-0.376) * max(0,X2-0.872) + 0.286*max(0,X6-0.376) * max(0,X8+0.801) + 0.286*max(0,X3-0.328) - 0.285*X7 * max(0,-1.11-X1) + 0.276*max(0,-1.11-X1) + 0.274*max(0,X8+0.801) * max(0,-0.680-X3) + 0.272*max(0,0.490-X2) * max(0,-0.776-X4) + 0.270*max(0,X6-0.376) * max(0,-0.776-X4) + 0.264*max(0,-0.417-X1) - 0.251*max(0,X8+0.119) * max(0,-0.776-X4) + 0.249*max(0,X8+0.119) + 0.245*X7 * X9 + 0.241*max(0,X6-0.376) * max(0,X2+0.274) + 0.240*max(0,X8+0.460) * max(0,-0.699-X6) - 0.238*max(0,-0.987-X7) * max(0,0.490-X2) + 0.234*X9 * max(0,X3-0.328) - 0.234*max(0,X2+0.274) + 0.217*X9 * max(0,-0.987-X7) + 0.214*max(0,X6-0.376) * X9 - 0.200*max(0,X8-0.221) + 0.199*max(0,X6-0.376) * max(0,-0.680-X3) - 0.195*X0 - 0.184*max(0,X8+0.119) * max(0,X2+0.274) - 0.183*max(0,X8+0.119) * X7 + 0.179*max(0,X8+0.801) * max(0,X2-0.872) - 0.179*max(0,0.278-X1) + 0.177*max(0,X3-0.328) * max(0,0.490-X2) - 0.170*max(0,X6-0.376) * X7 - 0.170*max(0,X8+0.460) * X9 + 0.142*X7 * max(0,-0.680-X3) - 0.126*max(0,X8+0.460) * max(0,X2+0.274) + 0.123*max(0,X8+0.460) * max(0,X8+0.119) - 0.123*max(0,X8+0.801) * max(0,0.490-X2) + 0.121*max(0,0.490-X2) * max(0,-0.699-X6) + 0.118*max(0,X8+0.119) * max(0,-0.987-X7) - 0.112*max(0,X8+0.119) * max(0,X3-0.328) - 0.110*X9 * max(0,X2+0.274) + 0.110*X5 + 0.0879*max(0,X3-0.328) * max(0,X2-0.872) - 0.0862*max(0,X8+0.460) * X7 + 0.0851*max(0,-0.680-X3) + 0.0826*max(0,X8+0.801) * max(0,X8+0.119) - 0.0765*X7 * max(0,0.490-X2) - 0.0643*max(0,X6-0.376) * max(0,0.490-X2) - 0.0602*X0**2 - 0.0587*max(0,X8+0.801) * X7 - 0.0482*X7 * max(0,-0.776-X4) - 0.0480*X9**2 + 0.0446*X7**2 + 0.0428*max(0,X2+0.274) * max(0,X2-0.872) + 0.0406*X9 + 0.0328*max(0,-0.00840-X3) + 0.0268*max(0,X8+0.460) * max(0,X2-0.872) + 0.0206*max(0,X2-1.25) + 0.0171*X7 - 0.0168*max(0,-0.560-X5) + 0.0162*max(0,X8+0.119) * max(0,-0.699-X6) - 0.0133*max(0,X6-1.09) + 0.00972*max(0,-0.987-X7) + 0.00800*max(0,X8+0.119) * max(0,0.490-X2) + 0.00626*max(0,X9+0.841) + 0.00574*max(0,X2-0.872) + 0.00493*max(0,X8+0.801) * max(0,-0.699-X6) + 0.00475*max(0,-0.0695-X1) + 0.00413*max(0,X3-0.664) - 0.00275*max(0,X8-0.903) + 0.00212*max(0,X8+0.460) - 0.00140*max(0,-0.437-X0)"
1030_ERA,ffx,ok,4,0.21014636970538125,1.644619947459258,944,12.9,,"0.954 - 18.7*max(0,X1-1.30) * max(0,X3-0.929) + 15.5*max(0,-1.10-X2) * max(0,X0-0.183) + 10.6*max(0,X1-1.30) * max(0,X2-0.318) - 8.80*max(0,-1.10-X2) * max(0,0.102-X3) + 4.59*max(0,X0-1.02) * max(0,X3-1.34) + 3.21*max(0,0.318-X2) * max(0,0.102-X3) + 3.10*max(0,X0-1.02) * max(0,0.102-X3) - 3.08*max(0,0.515-X3) * max(0,-1.10-X2) + 2.83*max(0,X2-0.318) * max(0,-0.312-X3) - 2.75*max(0,0.318-X2) * max(0,-0.725-X3) + 2.58*max(0,X2-1.26) + 2.18*max(0,-0.725-X3) * X0 - 1.79*max(0,X0-1.02) - 1.78*max(0,X3-0.929) * max(0,X3-1.34) + 1.76*max(0,0.515-X3) * max(0,X3-0.102) + 1.61*max(0,-0.627-X2) - 1.53*max(0,0.102-X3) + 1.41*max(0,X1-0.820) - 1.40*max(0,0.318-X2) * max(0,X0-0.183) - 1.37*max(0,-0.725-X3) - 0.972*X0 * max(0,-1.10-X2) + 0.944*max(0,0.318-X2) * max(0,-0.312-X3) - 0.938*max(0,0.318-X2) + 0.887*max(0,-0.312-X3) + 0.879*max(0,-0.312-X3) * max(0,0.102-X3) + 0.847*max(0,X0-0.183) - 0.845*max(0,X3-0.929) + 0.792*max(0,X3-0.515) * max(0,X3-1.34) - 0.758*max(0,-1.11-X1) + 0.677*X0 * max(0,X0-0.183) - 0.602*max(0,X0-0.183) * max(0,X3-0.929) + 0.590*max(0,-0.627-X1) - 0.583*X0 * max(0,0.515-X3) - 0.542*max(0,X0-0.183) * max(0,0.102-X3) + 0.489*max(0,X1-1.30) * abs(X0) - 0.479*X0 * max(0,0.102-X3) - 0.464*max(0,0.515-X3) - 0.463*max(0,-0.725-X3) * abs(X0) - 0.460*max(0,0.338-X1) + 0.451*max(0,X3-0.102) + 0.430*X0 * max(0,X3-1.34) - 0.429*max(0,-0.725-X3) * max(0,-0.312-X3) - 0.428*X0 * max(0,X3-0.515) - 0.419*max(0,0.515-X3) * max(0,X2-0.318) + 0.412*max(0,X0-1.02) * max(0,X3-0.929) - 0.401*abs(X0) * max(0,0.102-X3) - 0.390*max(0,-0.725-X3) * max(0,0.102-X3) - 0.386*max(0,X3-0.102) * abs(X0) + 0.382*abs(X0) * max(0,X0-0.183) - 0.381*max(0,-0.651-X0) - 0.370*max(0,0.790-X2) + 0.329*max(0,0.515-X3) * max(0,-0.312-X3) - 0.328*abs(X0) * max(0,X2-0.318) + 0.321*max(0,-0.725-X3) * max(0,X1-1.30) - 0.320*max(0,-0.234-X0) + 0.319*max(0,0.318-X2) * max(0,X3-0.929) - 0.296*max(0,-0.312-X3) * max(0,X0-0.183) + 0.292*max(0,0.820-X1) - 0.291*X0 * max(0,X2-0.318) - 0.275*X0 * max(0,X1-1.30) + 0.274*max(0,X0-0.601) + 0.263*abs(X0) * max(0,-1.10-X2) - 0.259*max(0,0.318-X2) * X0 - 0.243*max(0,X2-0.318) * max(0,0.102-X3) + 0.238*X0 * max(0,X3-0.102) - 0.236*max(0,X1-0.338) + 0.227*max(0,-0.725-X3) * max(0,X0-0.183) - 0.202*max(0,0.515-X3) * max(0,X0-0.183) - 0.187*max(0,X3-0.102) * max(0,X3-0.929) - 0.186*max(0,X3-0.102) * max(0,X0-0.183) - 0.184*abs(X0) + 0.176*X1 + 0.169*max(0,X2-0.790) + 0.166*X0 * max(0,-0.312-X3) - 0.161*X0**2 - 0.147*max(0,X0-0.183) * max(0,X3-1.34) - 0.138*abs(X0) * max(0,-0.312-X3) - 0.120*max(0,-0.154-X2) - 0.110*abs(X1) + 0.0942*max(0,0.318-X2) * max(0,X3-1.34) - 0.0875*max(0,X3-0.102) * max(0,X2-0.318) + 0.0855*max(0,X3+0.312) - 0.0828*X1**2 + 0.0801*X0 * abs(X0) - 0.0596*abs(X2) + 0.0532*max(0,X2+0.154) - 0.0497*max(0,X2-0.318) * max(0,X3-1.34) - 0.0441*max(0,-1.07-X0) - 0.0380*max(0,X0+0.651) + 0.0337*max(0,X3-0.515) * max(0,X3-0.102) + 0.0314*X2 + 0.0286*max(0,X2+1.10) + 0.0280*max(0,0.318-X2) * abs(X0) - 0.0271*max(0,X3+0.725) - 0.0197*X3 - 0.0152*max(0,X2-0.318) * max(0,X0-0.183) + 0.0141*max(0,X3-0.515) * max(0,-1.10-X2) + 0.00858*max(0,X1-1.30) + 0.00659*max(0,X2+0.627) + 0.00555*max(0,-0.145-X1) - 0.00442*max(0,X2-0.318) * max(0,X3-0.929) + 0.00104*max(0,1.34-X3)"
1028_SWD,OperonRegressor,ok,10,0.18549818883747426,0.6646696791448772,102,56.7,,((-0.1132795885) + (1.0014535189 * ((((((0.1757082343 * X8) - ((-0.4319272041) * X7)) - sin(((-0.1181697175) * X10))) - (((10.6550445557 * X9) / (110.5629348755 * X5)) - (exp((0.3505175710 * X9)) / (((((-0.1330120713) * X8) - ((-0.1275175661) * X7)) / (7.3479123116 * X4)) / (0.0017167539 * X2))))) - ((-0.2676677406) * X5)) - (((((((-1.0673953295) * X3) - ((-1.5972694159) * X7)) / (59.3591880798 * X4)) + (((-0.0336866975) * X4) - ((-0.0825111866) * X1))) + (((0.0039765351 * X8) - ((-0.0042586923) * X3)) / (0.6176517010 * X9))) + (((0.5460776687 * X3) + (0.0017167539 * X2)) - (((0.1605810672 * X6) + (0.1961327493 * X9)) - sin((33.8009796143 * X3))))))))
1030_ERA,OperonRegressor,ok,4,0.20500235951263335,1.6499666421127848,89,56.4,,(0.0000060919 + (1.0021454096 * ((((((((-0.0135251693) * X3) + (((-0.7638583779) * X2) + (0.5138041377 * X1))) - ((-0.0650558025) * X4)) + (-0.2645162642)) * cos(((((-1.3135021925) * X3) * ((0.5511652231 * X2) + (((-2.1976425648) * X2) + 1.8184958696))) + sin((((-0.4635164440) * X2) + 1.2074762583))))) - 0.9443287253) + (exp(sin(((1.1860111952 * X2) + ((-0.0220491700) * X1)))) + ((((-0.4989443421) * X2) + ((-0.1367304176) * X1)) + ((0.0997791886 * X4) + (sin(((0.4379957616 * X3) + ((0.6329223514 * X2) + (0.5269959569 * X1)))) + (sin((14.5746603012 * X1)) / ((-94.3588027954) * X2)))))))))
1027_ESL,OperonRegressor,ok,4,0.8805288845569494,0.5397391665391114,96,64.6,,((-0.0000000719) + (1.0000369549 * (((((((5.1237115860 + ((24.4426555634 * X3) + ((-18.3552818298) * X4))) + ((-9.1893434525) * X1)) * ((((0.0003826606 * X3) / ((-0.1235615090) * X4)) - (0.0026763901 * X3)) + ((-0.0212485418) + ((-0.0029220397) * X2)))) - ((-0.2174833864) * X2)) + (((-0.0084047997) * X2) / ((-0.2449353933) * X4))) - ((-0.8243920207) * X3)) + (((((-0.0006865015) * X4) + (0.0010700832 * X1)) / (((0.0039692111 * X3) / ((-0.0830989927) * X4)) - (0.0329718404 * X3))) - ((sin(((((0.0034122893 * X1) / ((-0.0852766708) * X4)) - (3.8501136303 * X3)) - (1.2290899754 + (0.0355061181 * X1)))) - (0.0627081841 * X1)) - 0.1404729635)))))
1089_USCrime,OperonRegressor,ok,13,-1.2584289933931374,53.169431936779795,90,35.1,,((-0.0001508620) + (0.9999611378 * (((cos((5.7076778412 * X4)) / (123.3730163574 * X12)) + ((0.0145804537 * X3) / (sin((((-16.8708667755) * X4) - (-38.6655082703))) * ((-0.5335168839) * X7)))) + ((((exp((0.6214463711 * X10)) - ((2.7643573284 * X4) - ((-2.6965780258) * X10))) / (18.4525623322 * X7)) + ((sin((((-17.0572395325) * X4) - (-37.9182891846))) * ((-0.2394250482) * X7)) + (((0.0831471086 * X3) / exp((1.9693266153 * X10))) - (((0.2483037859 * X4) - (((-0.0809773728) * X12) - (-0.1249902248))) + ((-0.0772413015) * X7))))) - ((0.8366257548 * X13) - ((-0.0113400361) / sin(sin(((-7.7086162567) * X13)))))))))
1029_LEV,OperonRegressor,ok,4,0.5476492860091535,0.6199331952772196,98,66.8,,(0.0000002427 + (0.9994544387 * ((((((0.0111031169 * X3) + ((-0.0042194240) * X4)) + ((0.0166255757 * X2) - (0.0021912721 * X1))) / cos(exp((((-0.4863930345) * X2) + ((-0.3440355659) * X4))))) - (((((0.2678239644 * X4) + (((-0.2866523564) * X2) + (-0.1850789338))) / (((0.2815360725 * X2) - (0.1443415433 * X1)) - (((-49.7544479370) * X3) + ((-23.7256660461) * X4)))) + ((-0.1136044413) * X3)) - (0.3114753366 * X4))) + ((0.5907130837 * X2) + (exp(((0.0401686914 * X4) + ((0.1691892743 * X2) - ((-0.3748902082) * X1)))) - (((((-2406.4301757812) * X3) + (-9.6738491058)) + ((32.6001167297 * X2) - ((-28.3138504028) * X1))) / ((-2018.4411621094) * X3)))))))
1089_USCrime,ffx,ok,13,0.8996329539858808,11.20867743528083,198,10.3,,0.317 - 1.17*abs(X8) * abs(X9) - 0.640*abs(X12) - 0.573*X12 - 0.458*X3 + 0.229*X3 * abs(X8) + 0.223*X2**2 + 0.178*X12 * X5 - 0.177*X1 + 0.177*abs(X9) * X9 + 0.156*abs(X8) * abs(X12) - 0.140*X4 + 0.131*X7 - 0.128*abs(X4) * X4 + 0.124*X3 * abs(X12) + 0.120*abs(X5) + 0.111*X3 * abs(X9) + 0.103*X0 - 0.0959*abs(X9) + 0.0764*abs(X1) + 0.0756*abs(X9) * abs(X5) + 0.0687*X3 * X5 + 0.0600*abs(X11) - 0.0549*abs(X10) - 0.0379*abs(X9) * X4 - 0.0357*X10 - 0.0344*abs(X12) * X12 + 0.0331*X6 - 0.0323*X12**2 + 0.0253*X3**2 - 0.0233*abs(X6) - 0.0232*X10**2 + 0.0207*X9**2 - 0.0138*X0**2 + 0.0137*abs(X2) + 0.0109*X2
